N	2gram	Bakhtin_Fr_5	slovoVRo
1	в романе	11	46
2	и в	45	39
3	может быть	2	37
4	и его	13	33
5	то есть	25	26
6	не только	14	24
7	и не	15	22
8	но и	10	21
9	не может	5	20
10	в нем	10	19
11	до конца	1	17
12	в этом	14	16
13	все это	7	16
14	так и	6	15
15	а не	4	14
16	отличие от	2	13
17	как в	3	13
18	в процессе	1	13
19	в пределах	2	13
20	во всех	13	12
21	в отличие	2	12
22	в истории	2	11
23	слово в	1	11
24	вовсе не	8	10
25	к своему	1	9
26	и с	10	9
27	не в	7	9
28	языков и	2	9
29	со своим	1	9
30	словом и	3	8
31	таким образом	8	8
32	себя в	1	8
33	прежде всего	10	8
34	слова и	2	8
35	точки зрения	4	8
36	еще не	1	7
37	с его	7	7
38	при этом	2	7
39	для него	3	7
40	с ним	5	7
41	никогда не	1	7
42	как мы	8	7
43	в его	13	7
44	и даже	4	7
45	и потому	1	7
46	как бы	12	7
47	в сущности	4	6
48	но не	4	6
49	в своем	11	6
50	все же	2	6
51	и к	5	6
52	но в	14	6
53	все эти	5	6
54	так сказать	1	6
55	значительной степени	1	6
56	в них	6	6
57	как и	10	6
58	в значительной	2	6
59	в большинстве	2	6
60	там где	3	6
61	жизни и	8	6
62	например в	5	5
63	и слова	2	5
64	человека в	1	5
65	это не	3	5
66	том что	7	5
67	мышления и	1	5
68	слово и	1	5
69	не могут	2	5
70	но все	1	5
71	той или	1	5
72	мира и	8	5
73	один из	2	5
74	в том	10	5
75	с ними	1	5
76	конечно не	2	5
77	со словом	2	5
78	и их	5	5
79	или иной	1	5
80	большинстве случаев	2	5
81	и для	3	5
82	только в	4	5
83	от него	1	5
84	и все	7	5
85	и наконец	2	5
86	его не	4	4
87	и на	5	4
88	по отношению	1	4
89	сливается с	1	4
90	связанные с	3	4
91	всех этих	6	4
92	то же	11	4
93	всех областях	1	4
94	его в	5	4
95	ни в	3	4
96	в отношении	2	4
97	бытовых и	1	4
98	и языка	2	4
99	не менее	3	4
100	в то	11	4
101	одна из	1	4
102	в основе	4	4
103	эти формы	1	4
104	же время	9	4
105	здесь не	6	4
106	для этого	1	4
107	но здесь	1	4
108	борьба с	2	4
109	наконец в	1	4
110	поэтому и	3	4
111	для всех	3	4
112	языка но	2	4
113	так как	6	4
114	и др	8	4
115	себя и	2	4
116	с помощью	3	4
117	на фоне	2	4
118	xix века	1	4
119	в той	1	4
120	а в	4	4
121	слова с	1	4
122	отношению к	1	4
123	в таком	1	4
124	ту же	2	3
125	как это	4	3
126	необходимо отметить	1	3
127	той же	4	3
128	единство и	3	3
129	говорить о	2	3
130	в чем	2	3
131	между словом	2	3
132	перед нами	4	3
133	и как	5	3
134	бы и	1	3
135	со всею	1	3
136	на этом	5	3
137	лишь в	2	3
138	еще раз	1	3
139	с точки	2	3
140	не столько	2	3
141	точку зрения	2	3
142	не была	1	3
143	связи с	6	3
144	этом отношении	5	3
145	в ней	8	3
146	в состав	1	3
147	а также	4	3
148	к нему	2	3
149	между тем	2	3
150	что и	7	3
151	слов и	1	3
152	в свете	2	3
153	быть и	1	3
154	у него	4	3
155	рядом с	2	3
156	в особенности	2	3
157	здесь в	4	3
158	и создает	1	3
159	в свою	1	3
160	связано с	1	3
161	если она	1	3
162	и там	2	3
163	и от	4	3
164	но это	5	3
165	что в	12	3
166	из себя	1	3
167	истории литературы	1	3
168	хотя бы	2	3
169	сказать что	4	3
170	речи и	1	3
171	одновременно и	2	3
172	во всяком	1	3
173	можно говорить	2	2
174	одним из	5	2
175	также и	7	2
176	это и	5	2
177	ведь и	3	2
178	оно было	2	2
179	мы уже	4	2
180	мы не	4	2
181	но она	3	2
182	с ее	5	2
183	конечно и	2	2
184	за всеми	1	2
185	подчеркнуть что	2	2
186	в прямой	1	2
187	но как	1	2
188	не все	1	2
189	менее всего	3	2
190	из важнейших	2	2
191	и речи	1	2
192	и свои	1	2
193	за пределы	1	2
194	с этим	4	2
195	кроме того	4	2
196	хотя и	5	2
197	и политической	1	2
198	время это	1	2
199	романа но	1	2
200	в себе	1	2
201	роль в	2	2
202	как он	3	2
203	очень велико	1	2
204	на его	1	2
205	он не	6	2
206	в xvii	2	2
207	в виде	1	2
208	и более	1	2
209	и связанные	2	2
210	из него	1	2
211	в нее	1	2
212	значение в	1	2
213	конечно в	2	2
214	самого автора	2	2
215	мировой литературе	2	2
216	зрения на	4	2
217	далеко не	1	2
218	независимо от	2	2
219	мы видели	7	2
220	смысл и	1	2
221	и другие	3	2
222	несколько слов	2	2
223	и при	1	2
224	в их	4	2
225	слова при	1	2
226	мы сказали	1	2
227	но эта	2	2
228	которые в	1	2
229	но он	3	2
230	даже в	2	2
231	благодаря этой	1	2
232	на котором	2	2
233	тогда когда	1	2
234	дело в	3	2
235	того как	1	2
236	и внутренней	1	2
237	того чтобы	6	2
238	чем не	2	2
239	в одном	3	2
240	к ней	2	2
241	и форм	1	2
242	в области	1	2
243	в мировой	1	2
244	в речах	1	2
245	и другим	1	2
246	значение как	1	2
247	тема о	1	2
248	должен быть	2	2
249	говорит и	2	2
250	исторические силы	1	2
251	и образ	3	2
252	свою очередь	1	2
253	без всякого	1	2
254	в себя	5	2
255	так в	2	2
256	в дальнейшем	1	2
257	в другом	3	2
258	те же	1	2
259	здесь как	4	2
