N	2gram	Bakhtin_Fr_1	Problema
1	то есть	45	46
2	в его	9	43
3	и не	22	42
4	и в	65	38
5	не может	3	27
6	может быть	6	26
7	как бы	22	22
8	по отношению	1	21
9	отношению к	1	19
10	и с	3	17
11	и его	10	16
12	в этом	15	15
13	в нем	13	15
14	только в	7	13
15	прежде всего	11	13
16	но не	2	12
17	за пределы	8	12
18	в единстве	1	12
19	в искусстве	3	12
20	во всех	9	11
21	в области	7	11
22	и для	2	11
23	не входит	2	10
24	отношение к	4	10
25	в их	4	10
26	к нему	3	10
27	не только	10	9
28	его в	7	9
29	но и	10	9
30	и как	1	8
31	входит в	4	8
32	было бы	1	8
33	точки зрения	7	8
34	место в	1	8
35	в том	16	8
36	и др	24	8
37	то что	3	8
38	еще не	6	7
39	в самом	4	7
40	вообще не	1	7
41	как и	5	7
42	не в	4	7
43	как мы	6	7
44	художественное творчество	1	7
45	с другой	3	7
46	между тем	5	7
47	отметить что	2	7
48	совершенно не	4	7
49	в своей	5	7
50	что в	3	7
51	отношения к	2	6
52	самом деле	3	6
53	там где	1	6
54	и наконец	2	6
55	в пределах	1	6
56	не к	2	6
57	с точки	3	6
58	и этим	2	6
59	можно только	4	6
60	ничего не	3	6
61	человеческой культуры	1	6
62	все же	6	6
63	отличие от	5	5
64	в своем	8	5
65	все эти	10	5
66	при этом	6	5
67	то же	1	5
68	это не	3	5
69	в них	5	5
70	рядом с	5	5
71	далеко не	3	5
72	в отличие	4	5
73	так и	10	5
74	его целом	1	5
75	в основе	8	5
76	никогда не	6	5
77	с ним	3	5
78	и прежде	3	5
79	конечно не	1	5
80	большинстве случаев	2	5
81	в большинстве	2	5
82	не на	1	5
83	а не	1	5
84	могут быть	2	5
85	быть только	2	5
86	формы и	7	5
87	на границах	2	5
88	все они	1	5
89	имеет место	1	5
90	мы здесь	2	4
91	на самом	6	4
92	конечно и	3	4
93	в виду	3	4
94	в ней	6	4
95	но конечно	1	4
96	как в	5	4
97	но в	14	4
98	в нашем	1	4
99	в себе	3	4
100	перестает быть	3	4
101	с миром	3	4
102	не менее	1	4
103	но они	1	4
104	тем самым	1	4
105	в то	1	4
106	известной степени	1	4
107	здесь не	1	4
108	в ее	3	4
109	в произведении	1	4
110	можно было	1	4
111	о том	2	4
112	направленной на	1	4
113	которых мы	1	4
114	от всех	3	4
115	с ними	1	4
116	всех его	2	4
117	в других	3	4
118	в форме	3	4
119	и только	1	4
120	к которому	1	4
121	что не	2	4
122	в романе	2	4
123	более того	2	4
124	только по	1	4
125	и потому	10	4
126	момент как	1	4
127	в более	3	4
128	себя самого	1	4
129	хотя бы	1	4
130	между ними	4	4
131	сказать что	6	4
132	другой стороны	1	4
133	например в	2	3
134	есть форма	1	3
135	действительности и	1	3
136	на материале	1	3
137	говорить о	1	3
138	на них	2	3
139	мы будем	3	3
140	менее всего	3	3
141	нет и	2	3
142	значение для	1	3
143	кроме того	2	3
144	и к	4	3
145	в целом	2	3
146	творчество и	1	3
147	к миру	1	3
148	он не	2	3
149	а как	1	3
150	может стать	1	3
151	несмотря на	2	3
152	том что	6	3
153	есть его	1	3
154	на него	2	3
155	же время	1	3
156	все то	1	3
157	в применении	3	3
158	и это	2	3
159	хотя и	2	3
160	и от	2	3
161	начало и	2	3
162	приводит к	2	3
163	в дальнейшем	8	3
164	дано в	1	3
165	мы в	1	3
166	но здесь	1	3
167	искусства и	6	3
168	основе своей	2	3
169	на ее	1	3
170	но с	2	3
171	одной из	1	3
172	с одной	2	3
173	в известной	3	3
174	и даже	8	3
175	бытия в	1	3
176	оно не	1	3
177	себя и	1	3
178	одной стороны	2	3
179	его как	1	3
180	на фоне	3	3
181	связь с	5	3
182	в область	1	3
183	применении к	3	3
184	и на	11	3
185	в тех	3	3
186	да и	2	3
187	слова и	1	3
188	но это	3	3
189	все это	9	3
190	не является	3	3
191	культуры и	8	3
192	от него	2	3
193	и все	5	3
194	не знает	6	3
195	в таком	2	3
196	все что	1	3
197	они не	1	3
198	произведения но	1	2
199	можно говорить	3	2
200	в эстетике	1	2
201	и должны	1	2
202	определить как	1	2
203	проникает в	1	2
204	др в	2	2
205	значение но	1	2
206	их и	1	2
207	и значение	1	2
208	мы имеем	1	2
209	правильного понимания	1	2
210	совпадает с	1	2
211	не вполне	2	2
212	и он	2	2
213	не остается	1	2
214	первый план	1	2
215	в чем	2	2
216	с его	5	2
217	но как	3	2
218	или иное	1	2
219	как к	1	2
220	и у	6	2
221	лица и	1	2
222	на то	1	2
223	оно было	1	2
224	момента в	1	2
225	на этом	1	2
226	человека в	1	2
227	здесь мы	1	2
228	момент и	1	2
229	лишь в	1	2
230	и других	3	2
231	действительности в	1	2
232	эти моменты	1	2
233	языка для	1	2
234	о которых	1	2
235	переходим к	1	2
236	и конец	1	2
237	на первый	1	2
238	и при	1	2
239	все и	1	2
240	где оно	1	2
241	и более	1	2
242	не могли	1	2
243	и вообще	3	2
244	и вся	1	2
245	раз и	2	2
246	от чисто	2	2
247	в таких	2	2
248	а иногда	2	2
249	она не	1	2
250	дело в	2	2
251	одна из	1	2
252	и именно	2	2
253	того чтобы	1	2
254	в самой	3	2
255	и весь	1	2
256	во всем	2	2
257	суждения и	1	2
258	связи с	4	2
259	здесь же	1	2
260	этом отношении	3	2
261	у нас	1	2
262	к себе	2	2
263	не могут	3	2
264	есть только	2	2
265	отличается от	1	2
266	для того	1	2
267	и художественное	1	2
268	что все	1	2
269	философской эстетики	1	2
270	в себя	3	2
271	особенно в	2	2
272	с самим	1	2
273	здесь нет	1	2
274	поэтому в	2	2
275	и здесь	3	2
276	как чисто	2	2
277	в значительной	6	2
278	от них	1	2
279	и во	3	2
280	носит чисто	1	2
281	выше в	1	2
282	будем называть	1	2
283	мир в	3	2
284	и мир	1	2
285	того что	2	2
286	что он	3	2
287	в какой	1	2
288	и ее	1	2
289	на мир	5	2
290	и тела	3	2
291	завершение в	1	2
292	можно определить	1	2
293	в начале	1	2
294	языка но	1	2
295	ни с	2	2
296	становится выражением	1	2
297	что и	1	2
298	вовсе не	18	2
299	и искусства	4	2
300	в некоторых	2	2
301	случае не	1	2
302	то или	1	2
303	тем что	1	2
304	в особенности	2	2
305	без всякой	1	2
306	или иной	5	2
307	связаны с	3	2
308	здесь в	8	2
309	форме и	2	2
310	следовательно не	1	2
311	характерно для	3	2
312	и пр	5	2
313	не было	1	2
314	в связи	1	2
315	именно поэтому	1	2
316	в частности	5	2
317	как это	1	2
318	все моменты	1	2
319	и оценки	4	2
320	из которых	1	2
321	характера и	1	2
322	этих явлений	4	2
323	какой мере	1	2
324	для понимания	1	2
325	можно сказать	2	2
326	форм и	9	2
327	искусства как	1	2
328	или в	2	2
329	узком смысле	2	2
