N	3gram	Savitsky_P_1	FransuaR
1	в том числе	2	10
2	том числе и	1	7
3	в том что	4	6
4	в отличие от	1	4
5	с точки зрения	3	3
6	в применении к	1	3
7	но и в	2	2
8	в значительной мере	2	2
9	в нем в	1	2
10	и в частности	1	2
11	с одной стороны	3	2
12	главным образом на	1	2
13	в большинстве случаев	1	2
14	в отрыве от	1	2
15	или хотя бы	1	1
16	многие из тех	1	1
17	чуть ли не	1	1
18	в настоящее время	1	1
19	в xix веке	1	1
20	и не только	2	1
21	что с точки	1	1
22	и не может	1	1
23	в эту эпоху	1	1
24	сами по себе	3	1
25	можно говорить о	1	1
26	в последующие века	1	1
27	потому что по	1	1
28	в собственном смысле	1	1
29	полноте и чистоте	1	1
30	все это в	1	1
31	но в то	1	1
32	хотя и без	1	1
33	и наряду с	1	1
34	в известном смысле	1	1
35	между тем в	1	1
36	но в общем	1	1
37	половины xix века	1	1
38	в ней и	1	1
39	во всяком случае	1	1
40	большей степени чем	1	1
41	с другой стороны	1	1
42	не в отрыве	1	1
43	не может быть	1	1
44	имеет не только	2	1
45	то же время	7	1
46	и пр в	1	1
47	именно потому что	1	1
48	для того чтобы	1	1
49	в то же	7	1
50	в отношении к	5	1
51	друг с другом	1	1
52	не только в	4	1
