1	и т д	6	11
2	в то же	1	7
3	то же время	1	7
4	до сих пор	5	3
5	по отношению к	1	3
6	так и в	2	2
7	и т п	3	2
8	так же как	3	2
9	в отличие от	2	2
10	в самом деле	2	2
11	во всяком случае	3	2
12	в одной из	2	2
13	именно в этом	1	2
14	в том что	16	2
15	с полным правом	1	2
16	в одном из	3	2
17	на этот вопрос	1	2
18	в том же	2	2
19	о том что	11	2
20	с другой стороны	3	2
21	нельзя молиться за	1	1
22	в году писал	1	1
23	в том числе	1	1
24	в начале xix	1	1
25	дело в том	4	1
26	тесно связан с	1	1
27	в том смысле	2	1
28	в известном смысле	1	1
29	с самого начала	3	1
30	в предисловии к	2	1
31	за царя ирода	1	1
32	xviii века и	1	1
33	указал что в	1	1
34	некоторое представление о	1	1
35	что он сам	1	1
36	не только с	2	1
37	в высшей степени	1	1
38	в связи с	1	1
39	не то что	1	1
40	в чем же	1	1
41	сами по себе	2	1
42	в письме к	5	1
43	к графине с	1	1
44	том что в	2	1
45	молиться за царя	1	1
46	не дает никакого	1	1
47	начале xix века	1	1
48	ответ пушкина на	1	1
49	по возвращении в	1	1
50	это еще не	1	1
51	и в другом	1	1
52	в русской критике	1	1
53	ничего общего с	1	1
54	суд народа над	1	1
55	же время с	1	1
56	в другом месте	2	1
57	в какой-то мере	1	1
58	в них нет	1	1
59	в г в	3	1
60	к тому же	2	1
61	одном из писем	2	1
62	точно так же	1	1
63	потому что они	1	1
64	том смысле что	1	1
65	к борису годунову	3	1
66	но это еще	1	1
67	большую роль в	1	1
68	в свою очередь	1	1
69	об этом сам	1	1
70	в то время	1	1
71	в первую очередь	1	1
72	и в том	1	1
73	нужно сказать что	1	1
74	в виду что	1	1
75	что у него	1	1
76	был склонен к	1	1
77	только потому что	2	1
78	пришел к выводу	1	1
79	и в этом	2	1
80	в в виноградов	1	1
81	же как в	1	1
82	трагедии борис годунов	1	1
83	xix века в	1	1
84	в известной статье	1	1
