N	3gram	Voloshinov_1	Literetu
1	в том что	4	11
2	в отличие от	1	5
3	в хх веке	1	5
4	то же время	5	5
5	в то же	5	5
6	в данном случае	3	4
7	в конечном счете	1	4
8	при этом как	1	3
9	может быть это	1	3
10	и прежде всего	5	3
11	дело в том	1	2
12	по отношению к	9	2
13	с точки зрения	10	2
14	в этом отношении	2	2
15	одним из наиболее	2	2
16	из того что	1	2
17	с одной стороны	1	2
18	но при этом	1	2
19	во всяком случае	3	2
20	о том что	1	2
21	тем не менее	2	2
22	это уже не	1	1
23	все тот же	2	1
24	только потому что	1	1
25	к себе самому	1	1
26	иметь в виду	1	1
27	мы никогда не	1	1
28	на самом деле	2	1
29	том что он	2	1
30	в одной из	1	1
31	в зависимости от	2	1
32	по отношению ко	2	1
33	жизни человека и	2	1
34	бы то ни	1	1
35	в наше время	1	1
36	к тому чтобы	3	1
37	отношению ко всему	1	1
38	уже не тот	1	1
39	тот или иной	1	1
40	по крайней мере	1	1
41	нуждается в объекте	1	1
42	жизни и в	1	1
43	но в то	3	1
44	в самом деле	5	1
45	на первый взгляд	1	1
46	в жизни человека	3	1
47	в себя и	1	1
48	а также и	1	1
49	а с другой	1	1
50	что он сам	1	1
51	не в силах	2	1
52	а потому и	2	1
53	в целом ряде	1	1
54	не может быть	3	1
55	по ту сторону	3	1
56	и др к	2	1
57	только то что	2	1
58	ничего общего с	1	1
59	и только то	1	1
60	всяком случае в	1	1
61	в свою очередь	1	1
62	далеко не всегда	3	1
63	во внешнем мире	3	1
64	второй половине века	1	1
65	до сих пор	3	1
66	с самого начала	5	1
67	но все же	1	1
68	во второй половине	1	1
69	в большинстве случаев	4	1
70	как и всякое	1	1
71	на всю жизнь	1	1
72	однако и здесь	1	1
73	быть не может	1	1
74	не нуждается в	1	1
