N	3gram	Bakhtin_fo_2	Dialekti
1	и т д	3	23
2	это значит что	2	21
3	с точки зрения	8	14
4	не может быть	1	6
5	о том что	1	5
6	на первый план	2	4
7	то время как	1	4
8	в то время	1	4
9	и не только	1	3
10	сами по себе	2	3
11	с одной стороны	1	3
12	в том что	3	3
13	как и в	1	3
14	и прежде всего	3	3
15	но это значит	1	2
16	как и все	1	2
17	тот или иной	1	2
18	с тех пор	1	2
19	с этой точки	1	2
20	тем более не	1	2
21	так как все	1	2
22	одно и то	1	2
23	и то же	1	2
24	и в этом	3	2
25	с другой стороны	1	2
26	руки и ноги	1	2
27	этой точки зрения	1	2
28	той или иной	1	2
29	к тому что	1	2
30	одна из самых	1	2
31	может быть или	1	1
32	и пр и	1	1
33	а следовательно и	2	1
34	в этом мире	6	1
35	было бы и	1	1
36	же в этом	1	1
37	что в основе	1	1
38	в виду что	1	1
39	все это на	1	1
40	имеем в виду	3	1
41	мы уже сказали	3	1
42	на самом деле	1	1
43	и в особенности	3	1
44	отнюдь не становится	1	1
45	так что в	1	1
46	то же самое	2	1
47	точки зрения в	1	1
48	мы вовсе не	1	1
49	сына он не	1	1
50	это учение о	1	1
51	до сих пор	2	1
52	и в то	3	1
53	друг на друга	2	1
54	в основе их	1	1
55	и та же	2	1
56	в этом отношении	2	1
57	не меньше чем	1	1
58	и во всех	2	1
59	ничего и никого	1	1
60	не только элемент	1	1
61	это вовсе не	1	1
62	жизнь со всеми	1	1
63	и говорить о	1	1
64	людей животных и	1	1
65	а так как	1	1
66	в данном случае	1	1
67	в них как	1	1
68	жизнь и смерть	2	1
69	не могут не	1	1
70	мира и жизни	1	1
71	они должны быть	1	1
72	и как бы	1	1
73	каждый из них	1	1
74	эта точка зрения	1	1
75	это не значит	1	1
76	как бы при	1	1
77	одна и та	2	1
78	однако не только	1	1
79	ни в чем	1	1
80	то же время	4	1
81	но и помимо	1	1
82	жизни и смерти	1	1
83	связи с этим	2	1
84	в одном из	1	1
85	кого и ни	1	1
86	мы имеем в	2	1
87	если же в	1	1
88	в то же	4	1
89	в связи с	7	1
90	со всеми ее	1	1
91	пр и пр	1	1
92	от бога и	1	1
93	что уже есть	1	1
94	что и в	1	1
95	и вопрос о	1	1
96	вовсе не имеем	1	1
