N	3gram	Bakhtin_Fr_3	Problema
1	о том что	2	9
2	с точки зрения	1	8
3	в том что	1	8
4	в связи с	4	7
5	с другой стороны	1	5
6	что иное как	1	3
7	в настоящее время	1	3
8	может быть только	1	3
9	и в частности	1	3
10	как будто бы	1	3
11	можно сказать что	2	3
12	в новое время	1	3
13	не что иное	1	3
14	дело в том	1	2
15	по отношению к	2	2
16	но даже и	1	2
17	также и в	1	2
18	в том числе	3	2
19	до нас в	1	2
20	до сих пор	4	2
21	бы то ни	1	2
22	но и в	2	2
23	в значительной мере	1	2
24	в данном случае	2	2
25	мы находим и	1	2
26	не может быть	2	2
27	во всяком случае	1	2
28	но все же	1	2
29	тех или иных	1	2
30	для того чтобы	3	2
31	дошедшая до нас	1	1
32	других местах и	1	1
33	встречаем и у	1	1
34	но и самого	1	1
35	же время это	1	1
36	в своем романе	2	1
37	одним и тем	1	1
38	на самом деле	3	1
39	для нового времени	1	1
40	как и его	1	1
41	свидетельствует о том	1	1
42	но все такого	1	1
43	мы не могли	1	1
44	о том как	1	1
45	имеется в виду	1	1
46	потому что не	1	1
47	в нем и	1	1
48	у нас как	1	1
49	как раз и	1	1
50	в других местах	3	1
51	здесь вовсе не	1	1
52	как мы увидим	1	1
53	между тем как	1	1
54	в этом отношении	2	1
55	и для всей	1	1
56	том числе и	2	1
57	можно было бы	2	1
58	все же в	1	1
59	и нуждается в	1	1
60	вовсе не в	1	1
61	эпохи не только	1	1
62	и тем же	1	1
63	как раз в	2	1
64	но в то	4	1
65	то ни было	1	1
66	из них мы	1	1
67	мы встречаемся с	1	1
68	а также и	3	1
69	за четыреста лет	1	1
70	далеко не сразу	1	1
71	и в этом	1	1
72	и даже с	1	1
73	уже и в	1	1
74	то есть он	1	1
75	то есть это	1	1
76	то же время	6	1
77	и тут же	1	1
78	свою жизнь в	1	1
79	что находит в	1	1
80	и вместе с	1	1
81	имея в виду	1	1
82	это и есть	1	1
83	что в ней	1	1
84	связи с этим	1	1
85	с самого начала	1	1
86	и до сих	1	1
87	той или иной	2	1
88	мы уже упоминали	2	1
89	все такого рода	1	1
90	в то же	6	1
91	можно судить по	1	1
92	в этом никакого	1	1
93	их можно было	1	1
94	ведь то что	1	1
95	также и с	1	1
96	он не видит	1	1
97	то есть с	1	1
98	в ту эпоху	7	1
