N	2gram	Medvedev_V_1	Marksizm
1	может быть	22	28
2	и в	26	19
3	как бы	5	19
4	и не	19	19
5	в процессе	16	18
6	не может	17	18
7	точки зрения	3	17
8	то же	10	16
9	и его	6	16
10	как мы	1	15
11	в этом	26	15
12	так сказать	2	14
13	таким образом	31	14
14	лишь в	2	14
15	не только	25	13
16	связи с	4	13
17	в нем	6	11
18	если бы	3	11
19	вовсе не	3	11
20	не в	6	10
21	так и	5	10
22	но и	10	10
23	в пределах	5	10
24	том что	8	10
25	самом деле	1	9
26	как и	7	9
27	как целое	1	9
28	для него	8	9
29	в основе	1	9
30	а не	7	9
31	на почве	1	9
32	с его	3	8
33	по отношению	7	8
34	в то	6	8
35	же время	5	8
36	только в	7	8
37	отнюдь не	3	8
38	не является	5	8
39	отношению к	7	8
40	его в	3	7
41	одна из	4	7
42	никогда не	4	7
43	в том	15	7
44	прежде всего	13	7
45	в связи	3	7
46	и для	2	7
47	но в	2	7
48	в таком	1	7
49	во всех	6	6
50	и как	3	6
51	в самом	4	6
52	слова и	1	6
53	ни в	1	6
54	того чтобы	3	6
55	к тому	4	6
56	для того	3	6
57	же самое	2	6
58	быть и	1	6
59	между тем	5	6
60	и все	1	6
61	хотя бы	19	6
62	в свою	1	6
63	смысле слова	2	5
64	все же	5	5
65	является не	4	5
66	в данном	1	5
67	в их	5	5
68	самого начала	1	5
69	свою очередь	1	5
70	в его	14	5
71	в форме	3	5
72	или иной	2	5
73	в той	1	5
74	совершенно не	1	5
75	к этому	9	5
76	так же	3	5
77	все те	1	4
78	а как	2	4
79	и ее	4	4
80	как если	1	4
81	конечно не	1	4
82	только на	1	4
83	в себе	6	4
84	на то	1	4
85	в единстве	4	4
86	в данной	1	4
87	это не	7	4
88	было бы	7	4
89	в слове	3	4
90	мы видели	3	4
91	тому что	6	4
92	следует что	1	4
93	точном смысле	2	4
94	той или	1	4
95	в точном	2	4
96	по мере	1	4
97	в русском	1	4
98	того что	3	4
99	с ними	4	4
100	что он	4	4
101	и их	3	4
102	как раз	3	4
103	в основном	5	4
104	к пониманию	1	4
105	бы в	3	4
106	то что	6	4
107	сказать что	5	4
108	таком случае	1	3
109	основная тенденция	1	3
110	и то	1	3
111	в котором	3	3
112	в ней	2	3
113	еще не	2	3
114	в ее	4	3
115	за пределы	1	3
116	относится к	2	3
117	чем же	4	3
118	в истории	1	3
119	с этим	3	3
120	перед нами	4	3
121	является выражением	1	3
122	все эти	6	3
123	в этой	4	3
124	но ведь	1	3
125	он не	2	3
126	не как	1	3
127	для данной	1	3
128	одно и	1	3
129	в другом	2	3
130	с другими	2	3
131	по себе	2	3
132	в этих	1	3
133	в своей	4	3
134	в устах	1	3
135	формы как	1	3
136	а иногда	1	3
137	не имеет	1	3
138	в каком	1	3
139	у нас	2	3
140	могут быть	5	3
141	бы он	1	3
142	для его	4	3
143	и это	1	3
144	оно может	1	3
145	значения и	1	3
146	на основе	5	3
147	мы только	1	3
148	громадное значение	1	3
149	о том	10	3
150	что и	3	3
151	одной из	1	3
152	в какой	1	3
153	с одной	2	3
154	в качестве	11	3
155	его и	1	3
156	и значения	1	3
157	характерно что	1	3
158	до сих	1	3
159	с другой	11	3
160	не прав	1	3
161	в живом	1	3
162	связано с	1	3
163	не было	7	3
164	одной стороны	2	3
165	как целого	3	3
166	да и	1	3
167	должно быть	2	3
