N	2gram	Nazirov_Tv_2	Problemy
1	и в	20	43
2	и не	9	29
3	может быть	8	23
4	как бы	11	22
5	не может	7	18
6	в пределах	1	16
7	как и	6	14
8	у достоевского	30	14
9	но и	8	14
10	и т	13	13
11	в этом	8	13
12	что он	6	13
13	в нем	3	12
14	в одном	2	12
15	не только	13	11
16	в каждом	1	11
17	не в	4	11
18	по себе	1	11
19	и на	5	10
20	но в	4	10
21	как мы	1	10
22	в его	10	10
23	прежде всего	8	10
24	еще не	5	9
25	он не	3	9
26	никогда не	11	9
27	в большинстве	1	9
28	т п	2	9
29	то же	7	8
30	макара девушкина	1	8
31	лишь в	1	8
32	для него	3	8
33	и его	9	8
34	перед нами	1	7
35	в самом	3	7
36	к себе	1	7
37	в то	10	7
38	и сам	5	7
39	в другом	1	7
40	до сих	3	7
41	а не	6	7
42	что же	1	7
43	сих пор	3	7
44	то что	3	7
45	и наконец	2	6
46	так сказать	2	6
47	при этом	8	6
48	к одному	1	6
49	в этих	1	6
50	что я	2	6
51	приводит к	2	6
52	о нем	1	6
53	в том	8	6
54	в котором	3	6
55	у него	6	6
56	ну что	1	5
57	самом деле	2	5
58	и он	2	5
59	но не	5	5
60	по отношению	3	5
61	хотя и	4	5
62	в себе	3	5
63	все эти	4	5
64	но ведь	2	5
65	на то	1	5
66	таким образом	10	5
67	и с	8	5
68	было бы	1	5
69	рядом с	2	5
70	у меня	1	5
71	в речи	1	5
72	о том	5	5
73	и что	2	5
74	же время	7	5
75	так что	2	5
76	вовсе не	2	5
77	все это	6	5
78	а в	4	5
79	на фоне	1	5
80	героя и	2	5
81	отношению к	3	5
82	достоевского в	9	4
83	и до	1	4
84	мы не	4	4
85	я не	2	4
86	с его	1	4
87	во всех	1	4
88	отличие от	2	4
89	героев достоевского	5	4
90	т д	11	4
91	если же	1	4
92	человека в	3	4
93	же не	2	4
94	в них	1	4
95	должно быть	1	4
96	произведениях достоевского	2	4
97	во время	1	4
98	в своей	6	4
99	в отличие	2	4
100	но он	1	4
101	у тургенева	2	4
102	их в	2	4
103	том же	2	4
104	как его	1	4
105	достоевский в	7	4
106	к тому	1	4
107	и это	3	4
108	с собой	1	4
109	по мере	1	4
110	почему же	1	4
111	этот вопрос	3	4
112	только в	2	4
113	так как	3	4
114	как раз	1	4
115	с другой	2	4
116	на этот	2	4
117	более того	2	4
118	то есть	5	4
119	не могут	1	4
120	и нет	1	4
121	но это	5	4
122	в результате	1	4
123	между ними	1	4
124	совершенно не	1	4
125	что в	7	4
126	но эти	2	4
127	связи между	1	3
128	мы уже	1	3
129	той же	1	3
130	что если	1	3
131	не была	1	3
132	так я	1	3
133	и со	1	3
134	в виду	1	3
135	он был	1	3
136	он сам	3	3
137	в одной	3	3
138	стороны и	1	3
139	когда он	4	3
140	и к	1	3
141	тому же	2	3
142	чем у	1	3
143	это не	7	3
144	в жизни	1	3
145	такой же	2	3
146	достоевского но	3	3
147	и их	1	3
148	в их	3	3
149	образом и	1	3
150	в диалоге	1	3
151	зрения и	1	3
152	даже в	1	3
153	она не	1	3
154	на него	2	3
155	себе самом	1	3
156	ничего не	4	3
