N	3gram	Bakhtin_Fr_3	Tvorches
1	то же время	6	7
2	в то же	6	7
3	по отношению к	2	3
4	до сих пор	4	3
5	не может быть	2	3
6	и не может	1	2
7	в отличие от	3	2
8	ни во что	1	2
9	в том же	2	2
10	в xix веке	1	2
11	во всяком случае	1	2
12	с другой стороны	1	2
13	о том что	2	2
14	в одном из	1	2
15	с полным правом	1	2
16	в том что	1	2
17	четыре раза в	1	1
18	в другом месте	1	1
19	том что в	1	1
20	приводит его к	1	1
21	нет и не	1	1
22	он обнаруживает в	1	1
23	мы уже говорили	3	1
24	дело в том	1	1
25	мы узнаем что	1	1
26	в том числе	3	1
27	играют большую роль	1	1
28	о том как	1	1
29	сих пор еще	1	1
30	не только читателей	1	1
31	в нем и	1	1
32	одним из древнейших	1	1
33	имеет в виду	2	1
34	не вошел в	1	1
35	может быть в	2	1
36	что в нем	1	1
37	можно было бы	2	1
38	большую роль в	1	1
39	после его смерти	1	1
40	что в романе	1	1
41	о войне и	1	1
42	в применении к	1	1
43	только то что	1	1
44	как будто бы	1	1
45	и тут же	1	1
46	войне и мире	1	1
47	но в то	4	1
48	не противопоставляет себя	1	1
49	в году и	1	1
50	и в этом	1	1
51	было бы перевести	1	1
52	это одна из	1	1
53	не только для	1	1
54	в свою очередь	1	1
55	той или иной	2	1
56	в связи с	4	1
57	в мире и	1	1
58	жизни то есть	1	1
59	и отнюдь не	1	1
60	с одной из	1	1
61	так например в	1	1
62	это и есть	1	1
63	но он дает	1	1
64	с самого начала	1	1
65	том числе и	2	1
66	в ту эпоху	7	1
67	мы знаем что	1	1
68	или во всяком	1	1
69	и прежде всего	3	1
70	и приложить к	1	1
71	в высшей степени	1	1
72	как и в	2	1
73	одной из форм	1	1
74	не так как	1	1
75	и в другом	1	1
