N	2gram	Bakhtin_Pr_1	Literetu
1	а не	22	20
2	и в	29	19
3	может быть	24	17
4	своего рода	1	13
5	то же	14	12
6	и не	31	11
7	как и	12	10
8	в том	8	10
9	но и	14	10
10	тогда как	1	9
11	в этом	22	9
12	в то	10	9
13	в мире	6	9
14	же время	9	9
15	не может	12	9
16	такого рода	1	9
17	не только	15	8
18	и даже	2	8
19	с другой	3	8
20	слова и	1	7
21	том что	7	7
22	так и	7	7
23	я в	1	7
24	то что	15	7
25	и на	7	6
26	в себе	7	6
27	при этом	2	6
28	однако в	2	6
29	себя в	1	6
30	я не	3	5
31	но не	9	5
32	он не	5	5
33	одна из	3	5
34	в качестве	1	5
35	у нас	1	5
36	того что	1	5
37	мы не	1	4
38	по отношению	8	4
39	так что	2	4
40	в рамках	1	4
41	едва ли	1	4
42	человека в	4	4
43	для него	18	4
44	точки зрения	19	4
45	не в	7	4
46	даже в	4	4
47	в русской	1	4
48	в области	1	4
49	в ней	2	4
50	тех кто	1	4
51	в его	24	4
52	один из	2	4
53	и других	1	4
54	тем что	4	4
55	прежде всего	7	4
56	в частности	1	4
57	в искусстве	1	4
58	другой стороны	3	4
59	жизни и	2	4
60	что в	8	4
61	одним из	6	3
62	идет о	4	3
63	тем же	1	3
64	в сущности	5	3
65	в кругозоре	2	3
66	и он	1	3
67	во всех	1	3
68	как к	3	3
69	в этой	4	3
70	то и	2	3
71	в нем	19	3
72	перестает быть	4	3
73	такой же	1	3
74	в их	3	3
75	с точки	13	3
76	не столько	1	3
77	никогда не	3	3
78	ничего не	5	3
79	сознания в	1	3
80	и его	14	3
81	личности в	4	3
82	данном случае	2	3
83	в себя	3	3
84	и с	4	3
85	в другом	1	3
86	в художественной	2	3
87	но с	3	3
88	а в	7	3
89	так как	6	3
90	себе и	3	3
91	этом отношении	3	3
92	и др	5	3
93	со стороны	1	3
94	в данном	2	3
95	а именно	1	3
96	по существу	3	3
97	но это	4	3
98	в начале	1	3
99	и для	4	3
100	на свою	1	3
101	и как	7	3
102	что он	8	3
103	о себе	12	3
104	отношению к	8	3
105	как на	3	3
106	себя как	2	2
107	и т	4	2
108	же как	1	2
109	и до	3	2
110	и за	1	2
111	той же	5	2
112	это прежде	1	2
113	на первом	1	2
114	в первый	1	2
115	на себя	2	2
116	жизни как	1	2
117	в каждой	1	2
118	к своему	1	2
119	но как	3	2
120	в истории	2	2
121	в художественном	3	2
122	все же	9	2
123	как уже	1	2
124	и наконец	4	2
125	и к	2	2
126	но в	7	2
127	в противоположность	2	2
128	то в	1	2
129	со своей	1	2
130	в целом	6	2
131	в нашем	1	2
132	как он	1	2
133	и сам	2	2
134	подобно тому	3	2
135	на этом	1	2
136	одно и	1	2
137	в каждом	8	2
138	в жизни	2	2
139	но уже	1	2
140	в них	3	2
141	нет в	1	2
142	пути как	1	2
143	все равно	1	2
144	с этой	2	2
145	он и	5	2
146	и еще	1	2
147	как бы	19	2
148	художественного творчества	3	2
149	с идеей	4	2
150	мысли и	5	2
151	что я	1	2
152	по преимуществу	2	2
153	одном из	1	2
154	что было	4	2
155	по крайней	1	2
156	не раз	1	2
157	в основе	4	2
158	но только	1	2
159	могут быть	6	2
160	все еще	1	2
161	для того	1	2
162	с образом	1	2
163	для себя	2	2
164	в виду	1	2
165	в ее	1	2
166	еще не	5	2
167	для этого	1	2
168	художественного мира	5	2
169	о том	1	2
170	и что	2	2
171	а потому	2	2
172	и только	1	2
173	крайней мере	1	2
174	не надо	1	2
175	художественном мире	3	2
176	было бы	5	2
177	могло бы	1	2
178	и одновременно	3	2
179	тот же	2	2
180	одной из	1	2
181	в какой	1	2
182	друг друга	3	2
183	потому что	8	2
184	уже не	13	2
185	уже в	3	2
186	ни было	2	2
187	из них	1	2
188	был бы	6	2
189	одно из	2	2
190	не так	1	2
191	ведь это	2	2
192	в одном	10	2
193	т п	3	2
194	в конце	6	2
195	что и	4	2
196	вовсе не	7	2
197	при всей	1	2
198	у него	5	2
199	как раз	6	2
200	ведь мы	1	2
201	наконец в	2	2
202	себя и	2	2
203	что не	1	2
204	не было	4	2
205	до конца	8	2
206	черты в	1	2
207	в руках	1	2
208	в россии	2	2
209	него не	2	2
210	мира в	5	2
211	жизни а	2	2
212	из которых	2	2
213	над ним	1	2
214	художественного видения	7	2
215	тому как	3	2
216	быть не	1	2
217	этом случае	1	2
218	и нет	2	2
219	в результате	4	2
220	хотя бы	2	2
221	с ним	5	2
222	же в	2	2
223	мне в	1	2
224	из тех	2	2
225	не знает	3	2
226	сознания на	1	2
227	героя в	4	2
228	себе не	1	2
229	к этой	1	2
230	в своих	3	2
231	все что	3	2
232	эта новая	1	1
233	пути своего	1	1
234	отношения к	3	1
235	в движение	1	1
236	совершенно справедливо	1	1
237	своего и	1	1
238	является принципом	1	1
239	это и	5	1
240	воля но	1	1
241	в первом	1	1
242	отношения между	1	1
243	если б	2	1
244	исходит из	1	1
245	должна быть	5	1
246	чистой функции	1	1
247	в колею	1	1
248	из всех	1	1
249	другое сознание	1	1
250	мы имеем	1	1
251	и само	1	1
252	он знает	3	1
253	как мы	4	1
254	такого героя	3	1
255	этого художественного	1	1
256	перейти в	1	1
257	и чужого	1	1
258	но даже	1	1
259	единым и	1	1
260	меньшей степени	1	1
261	культурной традиции	2	1
262	дороги и	1	1
263	он сам	3	1
264	видения жизни	1	1
265	бы то	2	1
266	критиков и	1	1
267	самом деле	6	1
268	то он	2	1
269	целом ряде	3	1
270	сознания не	4	1
271	остаются в	1	1
272	к творчеству	1	1
273	постановка проблемы	1	1
274	автора но	2	1
275	за пределы	7	1
276	сознаний а	1	1
277	как слова	1	1
278	относится к	1	1
279	которые не	1	1
280	в произведениях	3	1
281	как в	6	1
282	стороны и	1	1
283	авторская позиция	1	1
284	этой точки	1	1
285	как нам	1	1
286	однако не	2	1
287	это тоже	1	1
288	и художественного	1	1
289	в действительности	1	1
290	а перед	1	1
291	личности поэтому	1	1
292	от этого	1	1
293	за собой	1	1
294	поэтому он	1	1
295	второго порядка	2	1
296	в самом	10	1
297	героя и	10	1
298	к художественному	1	1
299	себе как	1	1
300	лежит на	1	1
301	в литературном	1	1
302	что это	1	1
303	ни один	3	1
304	все эти	9	1
305	у каждого	1	1
306	не оставляет	1	1
307	за их	1	1
308	в известном	1	1
309	но он	2	1
310	в случае	1	1
311	не следует	1	1
312	в статье	1	1
313	порядка в	3	1
314	но именно	3	1
315	конце концов	5	1
316	слова а	2	1
317	показал как	1	1
318	всех этих	2	1
319	же это	1	1
320	не укоренен	1	1
321	и вот	1	1
322	никак не	2	1
323	к собственному	1	1
324	в творческом	1	1
325	и по	1	1
326	образа и	1	1
327	или иных	1	1
328	ни был	2	1
329	таким образом	12	1
330	здесь мы	2	1
331	укоренен в	1	1
332	то ни	2	1
333	в вечности	1	1
334	что такой	1	1
335	только не	1	1
336	его не	1	1
337	значимости в	1	1
338	от земли	1	1
339	с другими	7	1
340	воспринимается как	3	1
341	его личности	1	1
342	это не	9	1
343	он есть	4	1
344	мышления о	1	1
345	характер не	1	1
346	не служит	2	1
347	вся художественная	1	1
348	она и	1	1
349	далеко не	3	1
350	в соединении	1	1
351	мира где	1	1
352	собственного слова	1	1
353	мы видели	1	1
354	между собою	1	1
355	ведет к	1	1
356	нет а	1	1
357	как действительность	2	1
358	со всей	1	1
359	власти или	1	1
360	которую он	1	1
361	ему как	1	1
362	своих границах	1	1
363	в своей	8	1
364	он должен	1	1
365	роман о	1	1
366	своего индивидуального	1	1
367	знает и	1	1
368	место в	1	1
369	себе а	1	1
370	является в	1	1
371	не путем	1	1
372	но эта	4	1
373	не его	1	1
374	далека от	1	1
375	он этой	1	1
376	их в	4	1
377	свобода и	1	1
378	того кто	1	1
379	тому что	3	1
380	в отношении	2	1
381	но они	2	1
382	например не	1	1
383	не имеет	1	1
