N	2gram	Tiupa_Teor_1	Dialekti
1	и не	13	30
2	может быть	17	20
3	не только	16	19
4	и в	18	19
5	по себе	1	18
6	а не	9	16
7	в себе	9	15
8	что она	2	14
9	потому что	3	14
10	то что	3	14
11	в том	16	14
12	так как	1	14
13	и даже	2	14
14	как бы	5	14
15	вовсе не	3	13
16	то же	7	12
17	точки зрения	9	12
18	но и	9	12
19	и как	2	10
20	что это	1	10
21	в нем	4	10
22	ни в	2	10
23	как и	4	10
24	том что	9	10
25	сказать что	3	10
26	так и	10	10
27	это не	2	10
28	по крайней	1	9
29	никогда не	4	9
30	времени и	2	9
31	крайней мере	1	9
32	не может	4	9
33	– не	4	9
34	в этом	8	8
35	в своей	6	8
36	с точки	3	8
37	не в	7	8
38	личности в	3	8
39	она не	1	8
40	прежде всего	2	8
41	– в	15	8
42	и то	2	7
43	есть не	1	7
44	сама по	1	7
45	так что	1	7
46	и к	3	7
47	должно быть	1	7
48	как это	8	7
49	и притом	2	7
50	в поэзии	2	7
51	в душе	8	7
52	как будто	2	7
53	совершенно не	1	7
54	что в	9	7
55	чтобы не	1	6
56	я не	2	6
57	но не	9	6
58	что они	1	6
59	отнюдь не	3	6
60	в то	6	6
61	что он	1	6
62	что не	1	6
63	– это	18	6
64	того что	4	6
65	личности и	4	6
66	и потому	2	5
67	и это	2	5
68	но –	2	5
69	говорить о	3	5
70	в силу	1	5
71	жизнь и	1	5
72	же время	5	5
73	и его	8	5
74	в виду	5	5
75	о том	1	5
76	и что	3	5
77	можно сказать	3	5
78	но как	1	5
79	что и	2	5
80	с другой	7	5
81	не обязательно	1	5
82	а именно	2	5
83	в одно	2	5
84	по своему	2	5
85	как раз	2	5
86	в самом	4	5
87	только в	6	5
88	во мне	2	4
89	еще не	4	4
90	или иное	1	4
91	за пределы	2	4
92	в одной	1	4
93	независимо от	1	4
94	и объекта	1	4
95	в своем	4	4
96	только то	1	4
97	при этом	12	4
98	он не	3	4
99	и вот	3	4
100	содержит в	1	4
101	– от	1	4
102	и по	2	4
103	одно и	1	4
104	таким образом	3	4
105	заключается в	2	4
106	вещи в	1	4
107	в одном	2	4
108	но он	3	4
109	все это	2	4
110	по своей	3	4
111	связи с	1	4
112	в каком	1	4
113	не могут	2	4
114	той или	1	4
115	в ее	5	4
116	то или	1	4
117	в другом	3	4
118	к нему	1	4
119	и только	1	4
120	субъекта и	2	4
121	во времени	3	4
122	без этого	1	4
123	то время	1	4
124	в связи	1	4
125	могут быть	4	4
126	быть и	2	4
127	и –	3	4
128	а в	13	4
129	другой стороны	5	4
130	же как	1	3
131	как мы	1	3
132	вопрос о	1	3
133	что иное	1	3
134	думаю что	1	3
135	иное как	1	3
136	в чем	1	3
137	а только	3	3
138	в этой	3	3
139	об этом	2	3
140	его в	2	3
141	это было	2	3
142	было бы	1	3
143	мы имеем	7	3
144	но я	1	3
145	в этих	3	3
146	или точнее	1	3
147	и более	1	3
148	даже в	3	3
149	не менее	4	3
150	и религии	1	3
151	– и	2	3
152	уже не	4	3
153	нуждается в	1	3
154	с нею	1	3
155	из них	1	3
156	ведь это	1	3
157	о котором	1	3
158	и их	1	3
159	не было	1	3
160	не сама	1	3
161	о чем	1	3
162	мы говорим	1	3
163	в данном	8	3
164	в той	2	3
165	в это	1	3
166	и от	1	3
167	– всегда	1	3
168	его с	1	3
169	была бы	3	3
170	не что	1	3
171	они не	1	3
172	я и	2	2
173	также что	1	2
174	также и	1	2
175	человека и	1	2
176	связана с	1	2
177	живое существо	1	2
178	тем же	1	2
179	например в	1	2
180	на вещи	1	2
181	из всего	1	2
182	не во	1	2
183	от своих	1	2
184	бы ни	1	2
185	как я	1	2
186	в широком	1	2
187	во всех	1	2
188	если в	2	2
189	времени то	1	2
190	и я	1	2
191	мере в	1	2
192	каждая вещь	1	2
193	в акте	2	2
194	если она	1	2
195	как в	5	2
196	перед нами	2	2
197	более или	2	2
198	но в	9	2
199	в противоположность	2	2
200	личности а	1	2
201	еще на	1	2
202	в которой	2	2
203	– тоже	1	2
204	так или	4	2
205	все эти	2	2
206	раз в	1	2
207	на его	1	2
208	время и	1	2
209	в узком	3	2
210	силу своей	1	2
211	на этом	1	2
212	в каждом	1	2
213	не будет	2	2
214	в мире	19	2
215	– то	1	2
216	на сцене	1	2
217	в жизни	2	2
218	только одно	1	2
219	только лишь	1	2
220	она и	1	2
221	с тем	1	2
222	или менее	2	2
223	в их	2	2
224	тем не	3	2
225	их в	3	2
226	не должно	1	2
227	личность в	1	2
228	тому что	2	2
229	быть без	1	2
230	виду что	1	2
231	дело не	2	2
232	в сущности	1	2
233	не по	1	2
234	иметь в	1	2
235	– все	3	2
236	он мог	1	2
237	только не	2	2
238	того и	1	2
239	не всякий	1	2
240	только и	1	2
241	или иная	1	2
242	своей природе	2	2
243	мире и	2	2
244	это уже	1	2
245	и делает	1	2
246	в области	4	2
247	однако это	1	2
248	сама жизнь	1	2
249	к тому	2	2
250	в конце	2	2
251	с ее	3	2
252	та или	1	2
253	данном случае	5	2
254	мы в	2	2
255	да да	1	2
256	в новую	1	2
257	времени в	2	2
258	собственно говоря	1	2
259	– во	1	2
260	тем или	1	2
261	смысле не	1	2
262	между тем	5	2
263	или иначе	5	2
264	его личности	1	2
265	эти два	1	2
266	жизни –	2	2
267	д и	1	2
268	мы видим	1	2
269	с ними	1	2
270	в какой	2	2
271	жизнь личности	1	2
272	на мир	1	2
273	с одной	2	2
274	себя в	6	2
275	есть в	2	2
276	если мы	2	2
277	или в	3	2
278	оно –	1	2
279	тем что	1	2
280	смысла и	1	2
281	момент в	1	2
282	именно в	3	2
283	только к	1	2
284	делает их	1	2
285	не на	2	2
286	человеческой жизни	1	2
287	жизнь в	1	2
288	в бытии	1	2
289	когда я	1	2
290	в частности	16	2
291	вместе с	2	2
292	так же	2	2
293	по нем	1	2
294	личность как	1	2
295	же самое	1	2
296	миф –	1	2
297	тех или	3	2
298	в результате	1	2
299	или иным	3	2
300	это может	1	2
301	не будучи	1	2
302	от всего	1	2
303	это еще	1	2
304	в системе	1	2
305	личность и	1	2
306	только о	1	2
307	ее в	2	2
308	того или	3	2
309	в искусстве	6	2
310	в своих	1	2
311	– как	2	2
312	но наоборот	1	1
313	говоря о	3	1
314	мы к	1	1
315	себе этот	1	1
316	того же	3	1
317	идет о	1	1
318	в самостоятельный	1	1
319	перед лицом	2	1
320	жизни по	1	1
321	между двумя	3	1
322	вещей в	1	1
323	по преимуществу	4	1
324	душе моей	1	1
325	и до	1	1
326	бесконечно и	1	1
327	неотделима от	1	1
328	принадлежит только	2	1
329	случае это	1	1
330	и идет	1	1
331	не была	1	1
332	но она	2	1
333	вещей но	1	1
334	этого термина	1	1
335	личности с	1	1
336	что можно	3	1
337	не все	3	1
338	всех сторон	1	1
339	в обычной	1	1
340	говорил о	1	1
341	видимая и	1	1
342	на них	1	1
343	стороны не	1	1
344	нечто в	1	1
345	бы то	1	1
346	ее к	1	1
347	– а	1	1
348	свою жизнь	2	1
349	личность с	1	1
350	смыслу и	1	1
351	отличие от	6	1
352	а слова	1	1
353	в материальном	1	1
354	первый взгляд	1	1
355	человеческая личность	1	1
356	реальности но	1	1
357	весь мир	1	1
358	духа и	1	1
359	или иную	1	1
360	то в	2	1
361	к чему	2	1
362	и конечно	1	1
363	из жизни	1	1
364	в целом	3	1
365	образом и	1	1
366	за это	1	1
367	он в	1	1
368	всей своей	1	1
369	из этих	3	1
370	с их	2	1
371	для настоящей	1	1
372	во многих	1	1
373	порядок в	3	1
374	если он	1	1
375	но на	1	1
376	не могла	1	1
377	образ его	1	1
378	с чем	1	1
379	к искусству	1	1
380	– на	3	1
381	на земле	1	1
382	узком и	1	1
383	можно даже	1	1
384	явлений жизни	1	1
385	когда на	1	1
386	но дело	1	1
387	себя самой	1	1
388	без исключения	4	1
389	но самое	1	1
390	не бывает	1	1
391	что все	1	1
392	значение в	1	1
393	или даже	4	1
394	таково в	1	1
395	со всех	1	1
396	преступления –	1	1
397	на почве	4	1
398	этом смысле	2	1
399	и тем	3	1
400	делает его	2	1
401	внутреннее и	1	1
402	в них	2	1
403	на которую	1	1
404	далеко не	2	1
405	всю жизнь	1	1
406	нигде не	1	1
407	ее судьбы	1	1
408	личности как	2	1
409	аллегории и	1	1
410	одного и	3	1
411	и становится	1	1
412	на первый	1	1
413	свою собственную	1	1
414	с вещами	1	1
415	– да	1	1
416	и ее	3	1
417	в принципе	4	1
418	еще нет	1	1
