N	3gram	Propp_Russ_2	Vladivir
1	о том что	4	7
2	в том что	18	7
3	дело в том	1	4
4	на то что	1	4
5	том что в	1	3
6	более или менее	1	3
7	с другой стороны	1	3
8	не может быть	3	3
9	как мы уже	1	3
10	как мы увидим	1	2
11	у нас нет	1	2
12	в том чтобы	2	2
13	в то время	2	2
14	во всяком случае	1	2
15	к этому времени	1	2
16	можно сказать что	1	2
17	и по своим	1	2
18	тем более что	1	2
19	так что в	1	2
20	тем не менее	2	2
21	для того чтобы	6	2
22	и т д	5	2
23	что иное как	2	1
24	состояла в том	2	1
25	потому что в	1	1
26	к жизни в	1	1
27	в настоящее время	1	1
28	в том же	1	1
29	самом же деле	2	1
30	как и другие	1	1
31	в одних случаях	1	1
32	полной уверенности что	1	1
33	но в этот	1	1
34	необходимо указать еще	1	1
35	но в данном	1	1
36	видно что к	1	1
37	на самом же	2	1
38	но все это	1	1
39	в полной уверенности	1	1
40	об этом не	1	1
41	в дом его	1	1
42	вместе с тем	4	1
43	дело не в	1	1
44	в это время	1	1
45	все то же	1	1
46	то время как	1	1
47	здесь мы имеем	1	1
48	себя к этой	1	1
49	с одной стороны	2	1
50	смысле этого слова	1	1
51	а именно с	1	1
52	это время не	1	1
53	и в этом	1	1
54	мы приведем только	1	1
55	том чтобы установить	1	1
56	указать еще на	1	1
57	а в других	1	1
58	кроме того в	2	1
59	мы уже знаем	1	1
60	и в том	1	1
61	в разные стороны	1	1
62	через три дня	1	1
63	по возвращении из	1	1
64	он здесь не	1	1
65	в свою очередь	1	1
66	это и есть	1	1
67	так как в	1	1
68	и все это	1	1
69	мы не будем	2	1
70	и то почему	1	1
71	в этой же	1	1
72	этого так же	1	1
73	что в этот	1	1
74	но это не	1	1
75	не что иное	2	1
76	по этому поводу	2	1
77	на две партии	1	1
78	на другой день	2	1
79	этому поводу с	1	1
80	в этом отношении	1	1
