N	3gram	Tiupa_Lite_1	Hudozhes
1	в том что	11	11
2	по отношению к	2	7
3	о том что	2	7
4	так и не	1	4
5	подобно тому как	2	4
6	то же время	5	4
7	на наш взгляд	5	4
8	в то же	5	4
9	в самом деле	1	3
10	но при этом	2	3
11	не может быть	1	3
12	в конечном счете	4	3
13	с одной стороны	2	3
14	тем не менее	2	3
15	в соответствии с	1	3
16	состоит в том	5	2
17	а не в	1	2
18	дело не только	2	2
19	и в этом	1	2
20	с точки зрения	2	2
21	только в том	2	2
22	до сих пор	1	2
23	в финале рассказа	1	2
24	можно было бы	1	2
25	тогда как в	1	2
26	в этой связи	1	2
27	в данном случае	4	2
28	в этом и	1	2
29	не только в	4	2
30	зрелого чеховского рассказа	1	2
31	к тому же	1	2
32	это уже не	1	1
33	на том что	1	1
34	не в состоянии	1	1
35	такова же и	1	1
36	то что я	1	1
37	о себе в	1	1
38	собою без другого	1	1
39	образованию филолог но	1	1
40	по воле автора	1	1
41	внутреннего я во	1	1
42	нет я не	2	1
43	казалось что он	1	1
44	дело в том	2	1
45	по образованию филолог	1	1
46	как раз и	1	1
47	к определенному месту	1	1
48	служит в банке	1	1
49	как например в	1	1
50	тот или иной	1	1
51	стать самим собою	1	1
52	личное существование держится	1	1
53	петь в частной	1	1
54	дамы с собачкой	2	1
55	бы то ни	1	1
56	уединенного сознания а	1	1
57	между тем как	1	1
58	в этом отношении	2	1
59	в частной опере	1	1
60	когда-то петь в	1	1
61	а с другой	1	1
62	и то что	2	1
63	внешнее и внутреннее	1	1
64	в это время	1	1
65	в значительной степени	1	1
66	в конечном итоге	1	1
67	едва ли не	1	1
68	в этом контексте	1	1
69	филолог но служит	1	1
70	не несет в	1	1
71	бросил имеет в	1	1
72	все та же	2	1
73	а также и	1	1
74	героя и читателя	1	1
75	с действительной жизнью	1	1
76	а не как	1	1
77	так или иначе	8	1
78	готовился когда-то петь	1	1
79	все более и	1	1
80	существование держится на	1	1
81	байрон я другой	2	1
82	за собой и	1	1
83	но служит в	1	1
84	в москве два	1	1
85	несет в себе	2	1
86	как нам представляется	1	1
87	с другой стороны	1	1
88	каждое личное существование	1	1
89	к чужому я	1	1
90	не оставляет места	2	1
91	я не байрон	2	1
92	бы не было	1	1
93	самим собою без	1	1
94	но бросил имеет	1	1
95	нельзя сказать что	1	1
96	не могло быть	2	1
97	держится на тайне	1	1
98	с самого начала	1	1
99	более и более	1	1
100	но все же	1	1
101	однако и здесь	1	1
102	как мы знаем	1	1
103	о себе как	1	1
104	в художественном мире	1	1
105	опере но бросил	1	1
106	в том числе	1	1
107	не байрон я	2	1
108	москве два дома	1	1
109	в ответ на	1	1
110	мы имеем дело	1	1
111	между я и	2	1
112	имеет в москве	1	1
113	не нуждается в	1	1
114	пока еще не	1	1
115	частной опере но	1	1
