N	3gram	Bakhtin_sl_2	Formalny
1	не может быть	15	10
2	в связи с	2	10
3	и т п	33	9
4	в самом языке	1	7
5	с точки зрения	3	7
6	в этом отношении	3	7
7	то же время	4	5
8	в то же	4	5
9	во всяком случае	2	5
10	языка как такового	1	5
11	и т д	2	5
12	как мы видели	1	4
13	не могут быть	2	4
14	того или иного	1	4
15	бы она ни	1	3
16	и не может	1	3
17	и в то	1	3
18	в зависимости от	4	3
19	но и в	1	3
20	может быть и	2	3
21	в большинстве случаев	5	3
22	в значительной степени	6	3
23	с другой стороны	1	3
24	до известной степени	1	3
25	так и в	3	3
26	она ни была	1	3
27	для того чтобы	2	3
28	в процессе этого	1	2
29	в какой мере	1	2
30	на первый план	1	2
31	как это было	1	2
32	сами по себе	1	2
33	в отличие от	12	2
34	и в дальнейшем	1	2
35	даже и не	1	2
36	в применении к	1	2
37	самом языке как	1	2
38	говорить не приходится	1	2
39	и литературный язык	1	2
40	между этими двумя	1	2
41	ни в чем	2	2
42	по себе а	1	2
43	в истории литературы	2	2
44	с самого начала	1	2
45	но в этом	1	2
46	но все же	4	2
47	мы говорим о	1	2
48	в том что	4	2
49	и не в	1	2
50	и в поэзии	1	1
51	к новому материалу	3	1
52	в этом становлении	1	1
53	как например в	1	1
54	и ее требования	1	1
55	менее всего может	1	1
56	иметь в виду	1	1
57	а вовсе не	2	1
58	более или менее	2	1
59	на этом фоне	1	1
60	к своему пределу	1	1
61	и в особенности	2	1
62	же время и	1	1
63	и др но	1	1
64	и другие языки	1	1
65	влечет за собой	1	1
66	в этом случае	6	1
67	и там где	3	1
68	по самому своему	1	1
69	с установкой на	3	1
70	с одной стороны	5	1
71	может быть при	1	1
72	до сих пор	2	1
73	слова как предмета	2	1
74	точек зрения не	1	1
75	что он не	1	1
76	но почему нельзя	1	1
77	зависимости от характера	2	1
78	во всех этих	1	1
79	в собственном смысле	3	1
80	во всей ее	1	1
81	он в корне	1	1
82	этом отношении он	1	1
83	самого по себе	1	1
84	т п все	3	1
85	и связанные с	2	1
86	без другого невозможно	1	1
87	данного сюжета и	1	1
88	может быть самая	1	1
89	мы не можем	1	1
90	его не приходится	1	1
91	всей ее конкретности	1	1
92	но в то	3	1
93	однако и здесь	1	1
94	вовсе не обязательно	1	1
95	значительной степени и	1	1
96	в той же	1	1
97	как один из	1	1
98	можно сказать так	1	1
99	однако отметить что	1	1
100	настолько велико что	1	1
101	самому своему существу	1	1
102	особенно важное значение	1	1
103	но именно в	1	1
104	все более и	1	1
105	так и для	2	1
106	как особый язык	2	1
107	значение и в	1	1
108	как к своему	1	1
109	все эти формы	3	1
110	говорить о нем	1	1
111	именно в том	1	1
112	не для того	1	1
113	в широком смысле	1	1
114	в поэзии или	1	1
115	или такой же	1	1
116	слово как таковое	1	1
117	таким образом в	1	1
118	языка но и	1	1
119	языка не может	2	1
120	взаимодействии с другими	1	1
121	но оно не	1	1
122	большей или меньшей	1	1
123	этого факта и	1	1
124	в свою очередь	2	1
125	может быть конечно	1	1
126	т п в	2	1
127	более и более	1	1
128	оно не может	3	1
129	в известной степени	1	1
130	необходимо учесть еще	1	1
131	иметь место в	1	1
132	во всех сферах	1	1
133	в его целом	1	1
134	в узком смысле	4	1
135	различия между этими	1	1
136	всего может быть	1	1
137	сама по себе	3	1
138	т п слово	1	1
139	тем не менее	1	1
140	истории литературы и	1	1
141	она не может	1	1
142	а не в	1	1
143	как и в	1	1
144	в чем не	2	1
