N	2gram	Losev_Vlad_2	DiskursI
1	в качестве	1	34
2	не только	12	28
3	в том	18	23
4	а не	7	22
5	то есть	7	20
6	том что	12	19
7	может быть	7	17
8	как и	5	16
9	и в	30	16
10	в этом	20	15
11	еще не	1	14
12	но и	8	14
13	при этом	5	13
14	но не	3	11
15	прежде всего	6	11
16	и не	18	11
17	как в	3	10
18	далеко не	1	10
19	в нем	4	9
20	не может	9	9
21	в частности	2	9
22	но в	8	8
23	своего рода	1	8
24	о том	4	8
25	так и	5	8
26	а также	10	8
27	не было	10	7
28	в себе	6	7
29	то же	4	7
30	не в	9	7
31	со стороны	4	7
32	в его	11	7
33	только в	6	7
34	в своем	8	6
35	пока еще	1	6
36	и как	3	6
37	ни к	1	6
38	и на	4	5
39	во всех	3	5
40	отличие от	3	5
41	тому же	1	5
42	в котором	5	5
43	в их	2	5
44	в отличие	3	5
45	в себя	1	5
46	сводится к	1	5
47	можно сказать	4	5
48	в данном	3	5
49	как бы	5	5
50	к тому	2	5
51	а в	11	5
52	то что	20	5
53	в своей	5	5
54	и о	4	4
55	в которых	1	4
56	с его	4	4
57	отношение к	4	4
58	и к	6	4
59	уже не	3	4
60	в целом	4	4
61	на его	4	4
62	лишь в	1	4
63	в них	3	4
64	потому что	9	4
65	для себя	5	4
66	же время	3	4
67	во втором	1	4
68	что он	13	4
69	для него	9	4
70	что не	2	4
71	связи с	8	4
72	такого рода	2	4
73	что в	12	4
74	также и	6	3
75	того же	5	3
76	и потому	2	3
77	с этим	5	3
78	перед нами	1	3
79	в самом	2	3
80	заключается в	2	3
81	это не	2	3
82	по мысли	1	3
83	общения с	1	3
84	и того	1	3
85	точки зрения	7	3
86	в своих	2	3
87	однако в	2	3
88	по себе	5	3
89	в то	9	3
90	к той	2	3
91	таким образом	3	3
92	ли не	1	3
93	должны быть	1	3
94	свою очередь	2	3
95	в произведении	1	3
96	времени и	1	3
97	не с	1	3
98	еще в	2	3
99	и даже	10	3
100	что и	3	3
101	хотя бы	3	3
102	в данной	1	3
103	из них	1	3
104	к ним	1	3
105	тем что	1	3
106	именно в	4	3
107	себе не	1	3
108	понятие о	1	3
109	по своему	2	3
110	того что	5	3
111	все же	9	3
112	как уже	1	3
113	в свою	3	3
114	сказать что	11	3
115	в действительности	1	3
116	отношения к	3	2
117	одним из	1	2
118	например в	1	2
119	и есть	2	2
120	он всегда	1	2
121	едва ли	3	2
122	в году	24	2
123	для своего	1	2
124	мы имеем	1	2
125	в сущности	2	2
126	ему в	2	2
127	в виду	2	2
128	нельзя как	1	2
129	но как	1	2
130	в новом	2	2
131	себя в	2	2
132	как к	2	2
133	что касается	3	2
134	хотя и	6	2
135	когда он	1	2
136	целый ряд	1	2
137	более или	3	2
138	в противоположность	1	2
139	в тех	1	2
140	поскольку в	3	2
141	в этой	4	2
142	так сказать	1	2
143	ей в	1	2
144	он ни	1	2
145	том чтобы	2	2
146	и по	2	2
147	на этом	2	2
148	так например	1	2
149	с позиций	1	2
150	об этом	6	2
151	и тем	1	2
152	к области	1	2
153	или менее	3	2
154	в г	1	2
155	и без	1	2
156	мысли и	2	2
157	по крайней	4	2
158	и относительно	1	2
159	то с	2	2
160	не менее	7	2
161	но они	1	2
162	что с	1	2
163	дело не	1	2
164	к такому	3	2
165	не могло	1	2
166	и его	6	2
167	крайней мере	4	2
168	уже о	2	2
169	не есть	4	2
170	и он	4	2
171	как мы	11	2
172	говоря уже	2	2
173	данном случае	2	2
174	характер и	1	2
175	на том	1	2
176	же касается	5	2
177	разного рода	4	2
178	и вообще	10	2
179	а по	1	2
180	о нем	2	2
181	во всяком	6	2
182	и что	5	2
183	это было	4	2
184	и во	2	2
185	котором он	1	2
186	представления о	1	2
187	в литературе	1	2
188	дело с	1	2
189	в какой	1	2
190	и ее	1	2
191	точка зрения	1	2
192	к работе	1	2
193	уже в	3	2
194	или даже	1	2
195	в одном	1	2
196	заметить что	1	2
197	никогда не	7	2
198	на ее	1	2
199	здесь в	2	2
200	чем он	1	2
201	и др	1	2
202	его как	1	2
203	о чем	6	2
204	то она	1	2
205	более чем	1	2
206	к его	2	2
207	одновременно с	1	2
208	что же	8	2
209	для понимания	1	2
210	жизни в	2	2
211	в начале	4	2
212	известной степени	1	2
213	и все	7	2
214	будто бы	2	2
215	хотя в	1	2
216	не говоря	3	2
217	что даже	1	2
218	это в	3	2
219	они не	1	2
220	к этому	6	2
221	том числе	1	2
222	как известно	1	1
223	это побудило	1	1
224	можно говорить	3	1
225	случае по	1	1
226	весьма значительным	1	1
227	сам по	2	1
228	однако здесь	2	1
229	и то	5	1
230	бытия а	1	1
231	необходимо отметить	1	1
232	самом деле	1	1
233	этом рассуждении	1	1
234	думал о	1	1
235	года к	2	1
236	и до	2	1
237	смерть в	1	1
238	из его	2	1
239	и за	1	1
240	состояния в	1	1
241	той же	4	1
242	статей по	1	1
243	из своих	1	1
244	говорить о	1	1
245	но она	1	1
246	в полной	1	1
247	я не	4	1
248	но уже	2	1
249	в изложении	1	1
250	которое не	1	1
251	мы и	1	1
252	он сам	2	1
253	не могу	2	1
254	истории в	1	1
255	надо бы	1	1
256	с чувствами	1	1
257	поскольку по	1	1
258	а только	1	1
259	не то	3	1
260	себе и	2	1
261	он пишет	2	1
262	тут же	2	1
263	нет и	1	1
264	что они	1	1
265	как говорит	1	1
266	вследствие чего	1	1
267	что во	1	1
268	же с	13	1
269	независимо от	1	1
270	его на	3	1
271	человеческого бытия	1	1
272	о жизни	1	1
273	там же	12	1
274	этом же	1	1
275	вопросом о	1	1
276	это тоже	2	1
277	к числу	2	1
278	есть его	2	1
279	со своей	2	1
280	в которой	4	1
281	бы и	1	1
282	отношения с	1	1
283	что это	4	1
284	не был	2	1
285	он в	1	1
286	без учета	1	1
287	в нашем	1	1
288	из этих	3	1
289	это впрочем	1	1
290	это разделение	1	1
291	право на	1	1
292	учение о	3	1
293	по преимуществу	1	1
294	но его	2	1
295	на то	2	1
296	человек не	2	1
297	что она	1	1
298	время и	1	1
299	он не	4	1
300	с ней	2	1
301	они в	1	1
302	всех этих	3	1
303	в первую	1	1
304	он вдруг	1	1
305	чем у	1	1
306	к одному	1	1
307	не к	1	1
308	содержит в	4	1
309	на земле	2	1
310	свое время	1	1
311	как историческая	1	1
312	вследствие своей	1	1
313	но все	2	1
314	мы его	1	1
315	не будет	1	1
316	и может	2	1
317	есть все	1	1
318	имелись в	1	1
319	на все	2	1
320	для своей	1	1
321	при помощи	1	1
322	и других	1	1
323	первую очередь	1	1
324	этом смысле	1	1
325	в жизни	1	1
326	для них	1	1
327	характера то	1	1
328	с этой	4	1
329	с тем	2	1
330	со своими	1	1
331	которой он	2	1
332	мы видели	2	1
333	оно имеет	1	1
334	мы не	2	1
335	не мог	8	1
336	в этих	4	1
337	во время	1	1
338	бы на	1	1
339	интерес представляет	1	1
340	и при	2	1
341	что такое	1	1
342	а как	1	1
343	это делает	1	1
344	с точки	3	1
345	не столько	3	1
346	в первый	1	1
347	что до	1	1
348	вплоть до	3	1
349	смысле а	1	1
350	поэтому в	1	1
351	мир и	1	1
352	которые в	1	1
353	жизни можно	1	1
354	в россии	3	1
355	его к	1	1
356	тем не	6	1
357	а последнее	1	1
358	не могли	3	1
359	признаков не	1	1
360	между двумя	1	1
361	раз и	2	1
362	до конца	7	1
363	до известной	1	1
364	как можно	1	1
365	даже не	1	1
366	самого начала	1	1
367	не имеет	2	1
368	дело в	3	1
369	и притом	2	1
370	своего существования	1	1
371	в русской	1	1
372	после своего	1	1
373	мы все	1	1
374	но только	1	1
375	всю область	2	1
376	в отношениях	1	1
377	не вполне	2	1
378	для всех	1	1
379	этих двух	1	1
380	время к	1	1
381	не все	1	1
382	к концу	5	1
383	и является	1	1
384	во всем	1	1
385	добру и	1	1
386	этом надо	1	1
387	на него	1	1
388	здесь же	1	1
389	как будто	2	1
390	этом отношении	1	1
391	в каком	1	1
392	перед ним	1	1
393	ни о	1	1
394	не могут	1	1
395	и должно	1	1
396	когда мы	3	1
397	во все	1	1
398	и вполне	3	1
399	глубиной мысли	1	1
400	уже было	1	1
401	он стал	1	1
402	этой книги	2	1
403	и другим	1	1
404	все еще	1	1
405	отказаться от	1	1
406	в работе	2	1
407	которое принадлежит	1	1
408	и это	3	1
409	к индивидуальной	1	1
410	своего развития	1	1
411	но по	2	1
412	здесь не	4	1
413	и от	2	1
414	чтобы быть	1	1
415	только то	1	1
416	с самого	1	1
417	и сам	2	1
418	те же	3	1
419	он говорит	1	1
420	здесь как	1	1
421	особенно в	1	1
422	менее об	1	1
423	во второй	2	1
424	том как	1	1
425	если бы	1	1
426	собой и	1	1
427	действия не	1	1
428	быть в	3	1
429	философия наконец	1	1
430	в подобном	1	1
431	что его	4	1
432	второй редакции	1	1
433	нас в	2	1
434	а напротив	1	1
435	к истине	1	1
436	к нему	2	1
437	и всю	1	1
438	vi в	1	1
439	литературой а	1	1
440	наконец в	3	1
441	в теории	2	1
442	еще только	1	1
443	вообще в	3	1
444	и мы	4	1
445	дней в	1	1
446	при самом	1	1
447	что здесь	1	1
448	известного рода	1	1
449	которое мы	1	1
450	например с	1	1
451	до нас	1	1
452	и кончая	1	1
453	он уже	5	1
454	всех его	1	1
455	только при	1	1
456	со всеми	1	1
457	до наших	1	1
458	оказывается в	1	1
459	с двумя	1	1
460	как процесс	1	1
461	я в	3	1
462	только на	1	1
463	ничего нельзя	1	1
464	то и	1	1
465	в виде	3	1
466	если в	1	1
467	слова не	1	1
468	его и	2	1
469	но для	1	1
470	за ним	1	1
471	местам и	1	1
472	о поэзии	1	1
473	иногда не	1	1
474	и их	1	1
475	всяком случае	6	1
476	представлений о	1	1
477	в прошлом	1	1
478	в конце	13	1
479	содержания а	1	1
480	не о	2	1
481	друг друга	2	1
482	каждый из	1	1
483	не исключая	1	1
484	как раз	1	1
485	не единственная	1	1
486	быть названа	1	1
487	представление о	1	1
488	чему не	1	1
489	но эти	1	1
490	в области	3	1
491	до сих	1	1
492	что человек	1	1
493	а именно	6	1
494	в каких	2	1
495	и прежде	2	1
496	было бы	9	1
497	еще и	6	1
498	было и	1	1
499	же о	1	1
500	] и	2	1
501	о ее	1	1
502	этому времени	2	1
503	его из	1	1
504	которая и	1	1
505	к более	1	1
506	мы сами	2	1
507	стремится к	2	1
508	ничем не	1	1
509	не на	2	1
510	было сказано	1	1
511	и требования	1	1
512	что так	1	1
513	этом случае	1	1
514	на слово	1	1
515	несмотря на	4	1
516	в связи	8	1
517	исходить из	2	1
518	вместе с	8	1
519	до этого	1	1
520	как это	7	1
521	из трех	3	1
522	только его	2	1
523	требует от	1	1
524	чем то	1	1
525	просьбы и	1	1
526	наряду с	2	1
527	в той	2	1
528	однако эти	1	1
529	и ведет	1	1
530	да и	3	1
531	в современной	1	1
532	к чему	1	1
533	однако он	1	1
534	позицию в	1	1
535	быть и	1	1
536	впрочем не	3	1
537	сих пор	1	1
538	в основном	5	1
539	оба они	1	1
540	о его	5	1
541	в чем	2	1
542	в смысле	1	1
543	при всем	1	1
544	под названием	3	1
545	годов в	2	1
546	в книге	1	1
547	фундаментальным трудом	1	1
548	в начальной	1	1
549	и часто	2	1
550	в правильности	1	1
551	в результате	5	1
552	а к	2	1
553	развития и	1	1
554	появилось в	1	1
555	у них	1	1
556	у достоевского	2	1
557	от того	1	1
558	тем более	3	1
559	мы должны	4	1
560	знание в	1	1
561	но это	4	1
562	могли быть	1	1
563	личности и	1	1
564	отношении к	1	1
565	в период	1	1
566	сведения о	3	1
567	отношением к	1	1
568	как нечто	1	1
569	в свое	1	1
570	будучи в	1	1
571	этот термин	1	1
572	и другие	1	1
573	именно здесь	1	1
574	к м	2	1
575	в таком	3	1
