N	3gram	Voloshinov_1	EvropaiC
1	в том что	1	16
2	до сих пор	1	12
3	с точки зрения	5	8
4	на самом деле	3	7
5	более или менее	1	7
6	мы говорили выше	1	6
7	для того чтобы	7	6
8	в самом деле	1	5
9	по сравнению с	1	5
10	в своем развитии	1	4
11	в этом случае	3	4
12	с другой стороны	1	4
13	не может быть	2	4
14	о том что	2	4
15	тот факт что	1	4
16	тем не менее	1	4
17	с течением времени	1	4
18	в конце концов	3	4
19	и того же	1	3
20	не может не	1	3
21	одного и того	1	3
22	в связи с	2	3
23	в том и	1	2
24	о которой мы	1	2
25	лишь при условии	1	2
26	заключает в себе	4	2
27	то же время	7	2
28	вместе с тем	2	2
29	именно потому что	1	2
30	в нашем случае	1	2
31	между этими двумя	1	2
32	как и в	1	2
33	в свою очередь	4	2
34	но все же	2	2
35	мы все же	1	2
36	в то же	9	2
37	вполне очевидно что	1	1
38	бы не в	1	1
39	если бы нам	1	1
40	нет и не	1	1
41	в голову не	2	1
42	бы нам удалось	1	1
43	и то же	3	1
44	иметь в виду	1	1
45	а затем и	1	1
46	мы можем не	2	1
47	и поэтому мы	1	1
48	не говоря уже	1	1
49	но при этом	2	1
50	если мы будем	1	1
51	то же самое	4	1
52	и в голову	1	1
53	и тому же	1	1
54	в котором они	1	1
55	между тем в	1	1
56	из них в	1	1
57	и не может	1	1
58	в зависимости от	5	1
59	если бы человечество	1	1
60	образом здесь не	1	1
61	независимо от того	1	1
62	том и другом	1	1
63	в себе и	1	1
64	по крайней мере	1	1
65	одно и то	3	1
66	не будет уже	1	1
67	и в жизни	1	1
68	не забудем что	3	1
69	иметь не может	1	1
70	полного тождества между	1	1
71	если мы возьмем	1	1
72	но и его	1	1
73	мы не знаем	2	1
74	лишь постепенно в	1	1
75	на первый взгляд	1	1
76	бы прежде всего	1	1
77	благодаря тому что	1	1
78	как и вообще	1	1
79	показаться что мы	1	1
80	возможна лишь при	1	1
81	и от всех	1	1
82	социальной жизни он	1	1
83	так и от	1	1
84	но вместе с	1	1
85	во всех их	1	1
86	о котором мы	1	1
87	и той же	2	1
88	все то что	2	1
89	что при этом	1	1
90	на каждом этапе	1	1
91	в тех случаях	2	1
92	борьбе за существование	1	1
93	и все же	1	1
94	но для того	3	1
95	таким образом мы	1	1
96	сошли с ума	1	1
97	то для того	1	1
98	отнюдь не противоречит	1	1
99	та или иная	1	1
100	но в этой	1	1
101	хотя бы в	1	1
102	смысле этого слова	2	1
103	самом деле является	1	1
104	с самого начала	4	1
105	не только не	1	1
106	может показаться что	2	1
107	при этом не	1	1
108	мысль о том	1	1
109	и т.д в	1	1
110	в самом широком	1	1
111	мы видели что	2	1
112	тех случаях когда	2	1
113	к тому что	2	1
114	мы видим что	2	1
115	одной и той	2	1
116	как мы видели	3	1
117	самом широком смысле	1	1
118	мы уже знаем	1	1
119	этот вопрос в	1	1
120	одному и тому	1	1
121	только тогда когда	1	1
122	для этого необходимо	1	1
123	тот или иной	1	1
