N	2gram	Medvedev_F_1	Komedia
1	и в	24	22
2	и не	20	21
3	т е	34	16
4	том что	1	13
5	таким образом	13	12
6	в том	6	12
7	так как	1	11
8	со стороны	5	11
9	ни в	2	10
10	потому что	1	10
11	в самом	5	9
12	до сих	6	9
13	вместе с	2	9
14	сих пор	6	9
15	в этом	15	8
16	его в	3	8
17	в своем	11	8
18	к ней	2	8
19	если бы	4	8
20	в его	23	8
21	что и	2	8
22	что он	3	8
23	едва ли	1	7
24	то же	10	7
25	при этом	5	7
26	не по	3	7
27	только что	1	7
28	а в	6	7
29	в свою	8	7
30	самом деле	6	6
31	еще не	6	6
32	так что	1	6
33	в то	9	6
34	и его	10	6
35	к тому	3	6
36	того чтобы	1	6
37	свою очередь	6	6
38	ясно что	3	6
39	и что	2	6
40	может быть	14	6
41	как раз	2	6
42	к этому	1	6
43	отношение к	3	5
44	но в	5	5
45	не только	7	5
46	он не	3	5
47	в своей	11	5
48	не менее	11	5
49	же время	8	5
50	связи с	3	5
51	хотя и	1	5
52	с ним	2	5
53	к нему	1	5
54	что в	4	5
55	по отношению	4	5
56	из них	1	5
57	прежде всего	22	5
58	как это	6	5
59	все это	9	5
60	и т	12	4
61	на себя	1	4
62	в ней	10	4
63	с другой	5	4
64	нет и	2	4
65	и речи	1	4
66	отнюдь не	6	4
67	все же	3	4
68	когда он	3	4
69	то что	8	4
70	в себе	3	4
71	но все	2	4
72	и с	8	4
73	должен был	1	4
74	с тем	2	4
75	несмотря на	1	4
76	точки зрения	16	4
77	не в	8	4
78	в отношении	3	4
79	самого начала	1	4
80	на него	2	4
81	у него	1	4
82	и здесь	6	4
83	с самого	1	4
84	друг друга	4	4
85	так и	18	4
86	здесь нет	1	4
87	между собой	1	4
88	с помощью	3	4
89	не дает	2	4
90	т п	4	4
91	вовсе не	10	4
92	но и	7	4
93	до конца	7	4
94	ничем не	3	4
95	а не	10	4
96	в связи	4	4
97	не является	1	4
98	и для	1	4
99	бы в	3	4
100	тем более	1	4
101	хотя бы	5	4
102	речи о	1	4
103	так же	4	4
104	идет о	2	3
105	который в	1	3
106	говорить о	1	3
107	с его	4	3
108	в ее	8	3
109	с этим	2	3
110	и к	4	3
111	в которой	4	3
112	в этой	6	3
113	как он	1	3
114	на то	1	3
115	не могла	2	3
116	в нем	14	3
117	прежде чем	2	3
118	приводит к	2	3
119	от нее	2	3
120	то ни	3	3
121	было бы	6	3
122	в них	3	3
123	далеко не	1	3
124	как и	11	3
125	себе в	1	3
126	с точки	13	3
127	тем не	1	3
128	не имеет	1	3
129	никогда не	4	3
130	ничего не	2	3
131	одного из	1	3
132	должно было	1	3
133	тех пор	1	3
134	в двух	1	3
135	не о	3	3
136	одной из	2	3
137	нисколько не	2	3
138	с одной	4	3
139	что не	1	3
140	не так	2	3
141	всяком случае	4	3
142	отношению к	4	3
143	и даже	3	3
144	даже не	1	3
145	на ее	1	3
146	один из	3	3
147	в частности	4	3
148	не может	16	3
149	конечно не	4	3
150	по своему	1	3
151	одной стороны	4	3
152	как бы	6	3
153	с этой	4	3
154	в целом	6	3
155	из себя	1	3
156	до тех	1	3
157	не знает	1	3
158	во всяком	4	3
159	отношения к	6	2
160	достаточно вспомнить	1	2
161	из его	1	2
162	его не	2	2
163	в и	1	2
164	мы не	3	2
165	х годов	1	2
166	меньше чем	1	2
167	и на	8	2
168	бы то	3	2
169	во всех	5	2
170	мешает ему	1	2
171	отличие от	1	2
172	за пределы	2	2
173	что они	1	2
174	как в	8	2
175	стороны и	4	2
176	ней в	1	2
177	что касается	1	2
178	целый ряд	3	2
179	в результате	2	2
180	не приходится	2	2
181	так или	1	2
182	если он	3	2
183	ни было	2	2
184	и если	2	2
185	на его	2	2
186	состоит в	1	2
187	в силу	1	2
188	чтобы в	1	2
189	людей и	1	2
190	в мире	4	2
191	является конечно	2	2
192	не с	2	2
193	а как	2	2
194	с другими	4	2
195	это не	2	2
196	ни одной	1	2
197	не мог	1	2
198	которую он	1	2
199	в г	1	2
200	и без	1	2
201	в котором	1	2
202	в их	11	2
203	из которой	1	2
204	в одном	2	2
205	тому что	1	2
206	она не	6	2
207	в основе	3	2
208	положение вещей	1	2
209	в области	3	2
210	в руки	1	2
211	и со	2	2
212	если же	2	2
213	и это	2	2
214	как мы	5	2
215	и о	1	2
216	здесь не	3	2
217	роль в	1	2
218	в образе	1	2
219	она была	2	2
220	наряду с	1	2
221	сама она	1	2
222	а также	1	2
223	в другом	1	2
224	аналогии с	3	2
225	и во	1	2
226	между тем	2	2
227	все время	2	2
228	за ней	1	2
229	как из	1	2
230	не как	4	2
231	могло быть	1	2
232	должен быть	5	2
233	по мнению	1	2
234	и ее	10	2
235	не мешает	1	2
236	если мы	2	2
237	мы знаем	1	2
238	был бы	1	2
239	этом отношении	1	2
240	от того	2	2
241	к одной	1	2
242	или иначе	2	2
243	что для	1	2
244	не было	3	2
245	а на	1	2
246	а сам	1	2
247	под влиянием	2	2
248	он и	1	2
249	и особенно	2	2
250	его на	1	2
251	из которых	1	2
252	к своему	1	2
253	в пределах	6	2
254	не могут	1	2
255	сравнению с	1	2
256	по существу	2	2
257	его от	1	2
258	все остальные	1	2
259	при всем	1	2
260	и все	6	2
261	обстоит дело	1	2
262	из этой	2	2
263	е в	1	2
264	а о	1	2
265	между ними	3	2
266	только как	2	2
267	другой стороны	1	2
268	совершенно не	1	2
269	из этого	1	2
270	к этой	4	2
271	по сравнению	1	2
272	в своих	2	2
273	это в	1	2
274	формы и	5	1
275	например в	1	1
276	чтобы не	2	1
277	в объяснении	1	1
278	или к	1	1
279	всего это	1	1
280	в первом	1	1
281	и до	5	1
282	в зависимости	2	1
283	и должен	2	1
284	и само	1	1
285	это совершенно	1	1
286	этому же	1	1
287	и наш	1	1
288	вопрос о	2	1
289	этом не	1	1
290	начинается с	1	1
291	а для	1	1
292	требует от	1	1
293	не сводится	2	1
294	они были	2	1
295	ему в	1	1
296	не оказать	1	1
297	зависимости от	3	1
298	из ее	1	1
299	это время	1	1
300	в большинстве	3	1
301	не найдем	2	1
302	все эти	6	1
303	не был	1	1
304	говоря уже	1	1
305	реагировать на	2	1
306	в чем	1	1
307	тем как	1	1
308	воли совершенно	1	1
309	глаза на	1	1
310	одним словом	5	1
311	но не	3	1
312	к которой	1	1
313	и всякий	2	1
314	в сторону	1	1
315	не входит	1	1
316	если в	1	1
317	можем не	1	1
318	друг от	2	1
319	в истории	4	1
320	если она	1	1
321	независимо от	4	1
322	общего с	1	1
323	как к	3	1
324	бы при	1	1
325	перед нами	1	1
326	этого еще	1	1
327	и как	3	1
328	и наконец	3	1
329	самом начале	1	1
330	более или	6	1
331	в действительности	2	1
332	от этого	2	1
333	в этот	1	1
334	к идеалу	1	1
335	от чего	2	1
336	в нашем	2	1
337	из этих	1	1
338	тем он	1	1
339	и те	2	1
340	в статье	1	1
341	сказать в	1	1
342	т д	8	1
343	человек не	3	1
344	жизни вовсе	1	1
345	в восприятии	1	1
346	нее и	1	1
347	в понимании	5	1
348	к одному	1	1
349	том чтобы	2	1
350	о новом	1	1
351	нашего времени	1	1
352	прошлого века	1	1
353	на этом	1	1
354	в нее	1	1
355	эта же	2	1
356	в каждом	3	1
357	для всей	1	1
358	то чтобы	1	1
359	значение в	3	1
360	той же	1	1
361	подходит к	3	1
362	и тем	1	1
363	в это	1	1
364	материал для	1	1
365	участие в	1	1
366	во многом	1	1
367	его и	2	1
368	для них	1	1
369	он является	1	1
370	нет в	1	1
371	этого не	1	1
372	зрения самого	1	1
373	такой же	1	1
374	при изучении	1	1
375	таким же	2	1
376	бы к	1	1
377	целом так	2	1
378	чем более	1	1
379	место в	7	1
380	не столько	1	1
381	не от	2	1
382	в отличие	1	1
383	знаем что	1	1
384	для всякого	2	1
385	ли этот	1	1
386	такую же	1	1
387	времени не	1	1
388	но он	1	1
389	друг другу	1	1
390	том и	1	1
391	вещей и	3	1
392	ее своей	1	1
393	этой работы	2	1
394	и вся	1	1
395	случае в	1	1
396	виду что	2	1
397	только здесь	2	1
398	в обоих	1	1
399	текста и	1	1
400	и притом	1	1
401	душе и	1	1
402	к этим	1	1
403	и снова	1	1
404	не могло	5	1
405	нем к	1	1
406	остановимся здесь	1	1
407	на котором	1	1
408	вся его	1	1
409	теперь с	1	1
410	и лишь	2	1
411	и по	1	1
412	в сравнительно	1	1
413	он хочет	1	1
414	по своей	1	1
415	во всем	2	1
416	же он	1	1
417	в сознании	1	1
418	фоне этих	1	1
419	что впрочем	1	1
420	что на	1	1
421	они так	1	1
422	явно не	1	1
423	не останется	1	1
424	свое собственное	1	1
425	уже о	1	1
426	все то	1	1
427	могут быть	1	1
428	этом еще	1	1
429	числе и	1	1
430	всего в	3	1
431	они становятся	2	1
432	что при	1	1
433	но сама	1	1
434	правда не	1	1
435	литературы на	3	1
436	то естественно	1	1
437	от друга	2	1
438	и сами	1	1
439	ни одно	1	1
440	трагика и	1	1
441	и от	7	1
442	быть вполне	1	1
443	и может	4	1
444	как с	2	1
445	что у	1	1
446	особенно в	3	1
447	мог бы	1	1
448	к его	1	1
449	остается только	1	1
450	жизнь и	3	1
451	них есть	1	1
452	не лучше	1	1
453	здесь снова	1	1
454	для этого	4	1
455	из одного	1	1
456	в настоящее	10	1
457	входящих в	2	1
458	не меньше	1	1
459	ней как	1	1
460	могла не	1	1
461	на кого	2	1
462	сводится к	3	1
463	структур в	1	1
464	того он	1	1
465	язык и	1	1
466	настоящее время	10	1
467	его жизни	1	1
468	может не	1	1
469	как нет	1	1
470	то в	1	1
471	но ничего	1	1
472	были здесь	1	1
473	являются в	1	1
474	от них	1	1
475	достаточно назвать	1	1
476	вслед за	1	1
477	и подобных	1	1
478	в лучшем	3	1
479	своей природе	1	1
480	для самого	1	1
481	на которой	1	1
482	мысли не	1	1
483	ни к	1	1
484	мы видим	1	1
485	менее в	1	1
486	всю свою	2	1
487	только в	2	1
488	непосредственно из	2	1
489	в стороне	1	1
490	переходят к	1	1
491	различны в	1	1
492	со всеми	3	1
493	к какому	1	1
494	только на	5	1
495	ни одного	2	1
496	действий и	2	1
497	не из	4	1
498	в душе	2	1
499	и других	3	1
500	не стал	1	1
501	и их	10	1
502	руки и	1	1
503	на одном	1	1
504	в современном	2	1
505	с этими	1	1
506	как его	1	1
507	этим же	1	1
508	но вместе	1	1
509	не были	1	1
510	в н	1	1
511	ней и	1	1
512	выходит за	1	1
513	сами эти	1	1
514	а именно	1	1
515	эти две	1	1
516	а с	1	1
517	относящихся к	1	1
518	содержание его	1	1
519	сюжета или	1	1
520	остается еще	1	1
521	не на	2	1
522	от их	2	1
523	однако и	1	1
524	то по	1	1
525	в слове	1	1
526	мы остановимся	1	1
527	в изучении	1	1
528	сходится с	1	1
529	было в	1	1
530	на фоне	3	1
531	или на	2	1
532	ко всем	2	1
533	и потому	9	1
534	чем на	1	1
535	в сборнике	1	1
536	ей и	1	1
537	одновременно с	2	1
538	быть только	1	1
539	для человека	1	1
540	в первой	1	1
541	образом на	2	1
542	целое а	1	1
543	в реальном	1	1
544	что между	1	1
545	нашей работы	3	1
546	можно сказать	1	1
547	в основном	3	1
548	в смысле	1	1
549	он должен	3	1
550	к вопросу	1	1
551	она должна	3	1
552	еще одна	2	1
553	было ясно	1	1
554	войти в	2	1
555	или в	1	1
556	которого они	1	1
557	в другой	2	1
558	чтобы понять	1	1
559	довести до	1	1
560	последнего времени	1	1
561	для нас	1	1
562	или менее	6	1
563	же что	1	1
564	у них	3	1
565	в этих	1	1
566	не будучи	1	1
567	не должен	1	1
568	места в	2	1
569	отношении к	2	1
570	быть все	1	1
571	жизни в	2	1
572	от ее	1	1
573	с ней	1	1
574	не говоря	1	1
575	сказать что	1	1
576	была бы	2	1
577	обычно не	1	1
578	для нашего	2	1
579	жизни а	1	1
580	ко времени	2	1
581	на своем	2	1
582	всем этом	1	1
583	жизни и	7	1
584	пути к	1	1
585	по поводу	1	1
586	и эта	1	1
587	как на	4	1
588	этой точки	1	1
589	том числе	1	1
590	они не	3	1
591	ничего общего	1	1
