N	2gram	Trubetskoy_1	Marksizm
1	точки зрения	13	34
2	может быть	10	26
3	и не	8	26
4	не может	4	24
5	с точки	6	20
6	и его	1	19
7	и в	26	19
8	таким образом	22	17
9	языка как	1	17
10	в этом	15	16
11	как бы	12	15
12	в процессе	2	14
13	прежде всего	2	13
14	как и	1	12
15	и пр	1	12
16	и для	5	11
17	связи с	9	11
18	так и	6	11
19	в нем	4	10
20	в слове	1	10
21	ни было	2	10
22	в самом	4	10
23	самом деле	1	10
24	для него	3	9
25	лишь в	5	9
26	только в	4	9
27	в результате	3	9
28	все же	6	8
29	бы то	2	8
30	при этом	3	8
31	сих пор	5	8
32	до сих	5	8
33	но и	9	8
34	то что	7	8
35	то ни	2	8
36	друг друга	1	8
37	не только	10	8
38	все эти	6	7
39	в связи	3	7
40	так же	5	7
41	во всех	2	7
42	в ее	1	7
43	но в	7	7
44	то же	4	7
45	бытия в	1	7
46	и те	3	7
47	а не	5	7
48	и здесь	2	6
49	и того	1	6
50	того же	6	6
51	кроме того	1	6
52	с помощью	1	6
53	настоящее время	1	6
54	мы не	1	6
55	в смысле	4	6
56	в настоящее	1	6
57	в том	11	6
58	в его	5	6
59	на почве	1	6
60	ничего не	1	6
61	другой стороны	1	6
62	так сказать	1	6
63	во всяком	6	5
64	входит в	1	5
65	и все	2	5
66	не в	2	5
67	хотя бы	3	5
68	в конце	6	5
69	ничего общего	2	5
70	те же	2	5
71	необходимо чтобы	1	5
72	того чтобы	5	5
73	одного и	1	5
74	в начале	2	5
75	отличие от	1	5
76	до настоящего	1	5
77	и потому	6	5
78	ясно что	3	5
79	именно в	2	5
80	этот вопрос	1	5
81	в отличие	1	5
82	с другой	8	5
83	к этому	3	5
84	настоящего времени	1	5
85	конечно не	2	5
86	совершается в	1	5
87	мы знаем	1	5
88	еще не	2	4
89	и тот	1	4
90	не менее	3	4
91	язык в	1	4
92	психической жизни	2	4
93	по себе	1	4
94	а в	4	4
95	в отношении	6	4
96	что в	9	4
97	с этим	1	4
98	и на	2	4
99	как в	1	4
100	тот же	2	4
101	для того	5	4
102	так называемая	1	4
103	далеко не	4	4
104	самого начала	2	4
105	с самого	3	4
106	наука об	1	4
107	в ней	1	4
108	сказать что	2	4
109	было бы	1	4
110	не является	1	4
111	только на	1	4
112	к одному	1	4
113	в данном	1	4
114	в которой	3	3
115	же время	2	3
116	должны быть	1	3
117	конце концов	3	3
118	первом случае	1	3
119	можно сказать	3	3
120	место в	1	3
121	к этим	1	3
122	и ее	1	3
123	и действительно	2	3
124	не было	2	3
125	с другими	4	3
126	в своей	1	3
127	социальной жизни	1	3
128	всех других	2	3
129	его в	1	3
130	но все	7	3
131	смысле этого	1	3
132	одной из	5	3
133	один и	1	3
134	совершенно не	1	3
135	в корне	1	3
136	между тем	2	3
137	различие между	1	3
138	по отношению	1	3
139	и к	5	3
140	является лишь	1	3
141	а как	1	3
142	он может	1	3
143	этом отношении	2	3
144	и при	3	3
145	это и	1	3
146	общего с	2	3
147	в то	4	3
148	мы должны	6	3
149	и от	4	3
150	в сущности	1	3
151	он не	4	3
152	в первом	1	3
153	в котором	4	3
154	не существует	1	3
155	того что	3	3
156	не могут	2	3
157	нет ничего	1	3
158	и как	3	3
159	быть и	2	3
160	для каждого	2	3
161	не имеет	5	3
162	на этот	4	3
163	в каком	1	3
164	все это	6	3
165	в области	9	3
166	целый ряд	4	3
167	и есть	1	3
168	одного из	1	3
169	и это	2	3
170	или иной	2	3
171	из них	7	3
172	но именно	1	3
173	и следовательно	1	3
174	же самое	2	3
175	не есть	1	3
176	том что	7	3
177	одним из	2	2
178	одну из	1	2
179	и этот	1	2
180	или иначе	3	2
181	для всех	2	2
182	в себе	6	2
183	и с	10	2
184	бы в	1	2
185	вся история	1	2
186	из этих	10	2
187	числе и	4	2
188	жизни и	2	2
189	и другую	1	2
190	от этого	1	2
191	и стать	1	2
192	и прежде	1	2
193	по мере	1	2
194	отношению к	3	2
195	и является	2	2
196	но при	2	2
197	этими двумя	2	2
198	с системой	1	2
199	как с	1	2
200	и их	1	2
201	этим определяется	1	2
202	зависит от	1	2
203	в сознании	1	2
204	как раз	1	2
205	и во	1	2
206	там где	1	2
207	связана с	2	2
208	если он	1	2
209	то в	1	2
210	его к	1	2
211	таком случае	1	2
212	и только	4	2
213	между собой	1	2
214	с этой	3	2
215	из него	2	2
216	на этой	1	2
217	мира и	1	2
218	в таком	3	2
219	следовательно и	1	2
220	еще только	2	2
221	отчет в	1	2
222	но если	2	2
223	никогда не	5	2
224	и даже	3	2
225	и других	1	2
226	из которых	4	2
227	с ее	1	2
228	из этого	2	2
229	культуры и	3	2
230	другими словами	1	2
231	в качестве	3	2
232	у нас	1	2
233	нет никакой	1	2
234	к его	2	2
235	языка с	1	2
236	к тому	6	2
237	что такое	1	2
238	никто из	2	2
