N	3gram	Voloshinov_1	FransuaR
1	в то же	9	9
2	то же время	7	9
3	для того чтобы	7	6
4	в том что	1	6
5	но в то	2	5
6	в этом отношении	2	5
7	в связи с	2	5
8	на самом деле	3	4
9	как мы видели	3	4
10	связи с этим	2	3
11	хлеб и вино	1	3
12	и во всех	1	3
13	до сих пор	1	3
14	в большинстве случаев	1	2
15	в другом месте	1	2
16	мы видим что	2	2
17	всего сказанного нами	1	2
18	то же самое	4	2
19	можно сказать что	2	2
20	происходит как бы	2	2
21	можно было бы	1	2
22	и не могут	1	2
23	точку зрения на	1	2
24	от страха и	1	2
25	с точки зрения	5	2
26	хотя бы в	1	2
27	роль и в	1	2
28	как бы в	3	2
29	не может быть	2	2
30	борьбы человека с	1	1
31	о том что	2	1
32	мы не можем	1	1
33	так и всего	1	1
34	одной и той	2	1
35	же время и	1	1
36	в так называемой	2	1
37	были связаны с	1	1
38	только тогда когда	1	1
39	еще говорить в	1	1
40	в одном и	1	1
41	он должен будет	1	1
42	теми или иными	1	1
43	и в то	2	1
44	мы видели что	2	1
45	как и в	1	1
46	в своей жизни	1	1
47	и в наши	1	1
48	если не будем	1	1
49	не будет уже	1	1
50	что иное как	2	1
51	не мог он	1	1
52	именно потому что	1	1
53	к одной и	1	1
54	и того же	1	1
55	одном и том	1	1
56	здесь нет и	1	1
57	какую громадную роль	1	1
58	как это ни	1	1
59	но вместе с	1	1
60	и в основе	2	1
61	все то что	2	1
62	как раз и	1	1
63	в значительной степени	2	1
64	не что иное	2	1
65	и той же	2	1
66	как мы уже	2	1
67	наконец и это	1	1
68	той или иной	3	1
69	того чтобы не	1	1
70	в конечном счете	1	1
71	независимо от того	1	1
72	и том же	1	1
73	и та же	1	1
74	это связано с	1	1
75	одного и того	1	1
76	в самом деле	1	1
77	в скрытой форме	1	1
78	об этом мы	1	1
79	вместе с тем	2	1
80	есть не что	2	1
81	одна и та	1	1
82	у нас есть	1	1
83	мы не поймем	1	1
84	не только о	1	1
85	в свою очередь	4	1
86	своей жизни и	1	1
87	но и вообще	1	1
88	для него почти	1	1
89	тем не менее	1	1
90	вполне понятно что	1	1
91	то мы сразу	1	1
