1	по отношению к	4	7
2	в том что	4	7
3	о том что	4	5
4	так и не	1	5
5	с другой стороны	2	5
6	в свою очередь	1	4
7	в сочетании с	1	3
8	к тому же	5	3
9	в то же	7	3
10	той или иной	2	3
11	то же время	7	3
12	в данном случае	4	3
13	в этом отношении	5	3
14	не только не	1	3
15	с точки зрения	3	2
16	тем не менее	1	2
17	в отличие от	5	2
18	едва ли не	1	2
19	что несмотря на	1	2
20	этого текста в	1	2
21	в значительной степени	1	2
22	сама по себе	1	2
23	с одной стороны	4	2
24	на наш взгляд	1	2
25	при этом как	1	2
26	в конечном счете	1	2
27	я в мире	1	2
28	подобно тому как	2	2
29	той же эстетической	1	1
30	которые могли бы	1	1
31	внимание лишь на	1	1
32	с тех пор	1	1
33	в самом начале	1	1
34	по два сверхсхемных	1	1
35	в той или	1	1
36	раз в том	1	1
37	субъекта и адресата	1	1
38	уже не может	1	1
39	состоит как раз	1	1
40	не за себя	1	1
41	что иное как	1	1
42	говоря уже о	3	1
43	хотя бы и	1	1
44	произведения в его	1	1
45	не может быть	3	1
46	или иначе в	1	1
47	присутствия в мире	6	1
48	тогда как в	3	1
49	обратим внимание на	2	1
50	не что иное	1	1
51	коммуникативного события как	1	1
52	два сверхсхемных ударения	1	1
53	друг от друга	1	1
54	внешних и внутренних	1	1
55	в том чтобы	2	1
56	к сверхличному содержанию	1	1
57	хотя и не	1	1
58	по этой причине	1	1
59	личности в мире	1	1
60	я и мир	1	1
61	в самом деле	2	1
62	а не как	2	1
63	в этом контексте	1	1
64	возвращает нас к	1	1
65	может быть определена	1	1
66	именно в этом	1	1
67	при этом и	1	1
68	не только в	2	1
69	как бы не	1	1
70	в одном из	2	1
71	то есть от	1	1
72	в чистом виде	1	1
73	как и положено	1	1
74	для того чтобы	1	1
75	по сути своей	1	1
76	не говоря уже	4	1
77	действительность в ее	1	1
78	обратим внимание лишь	1	1
79	это уже не	1	1
80	и не всегда	1	1
81	между отцом и	1	1
82	быть определена как	1	1
83	себе самому в	1	1
84	эстетического объекта в	1	1
85	как бы в	1	1
86	факторов художественного впечатления	1	1
87	же время в	1	1
88	на самом деле	1	1
89	одном из двух	1	1
90	ту или иную	1	1
91	если говорить о	1	1
92	себя в жизни	1	1
93	в связи с	1	1
94	вопрос о том	1	1
95	искусству как способу	1	1
96	но еще и	1	1
97	в глубине души	1	1
98	к себе самому	2	1
99	том что лирическое	1	1
100	с творческой волей	1	1
101	в эстетический объект	1	1
102	между тем как	1	1
103	одно из самых	1	1
104	не только по	1	1
105	тогда как сам	1	1
106	может и не	1	1
107	как раз в	1	1
108	что произведение искусства	1	1
109	в мире есть	1	1
110	остаться самим собой	1	1
111	легко может быть	1	1
112	так или иначе	2	1
113	неслиянности и нераздельности	1	1
