N	3gram	Vinokur_Vv_1	Psycholo
1	в том что	12	17
2	для того чтобы	21	13
3	в самом деле	5	11
4	с точки зрения	2	10
5	заключается в том	3	10
6	и т п	5	8
7	не может быть	8	8
8	совершенно ясно что	1	6
9	то же самое	2	6
10	на самом деле	1	5
11	до сих пор	5	5
12	в этом отношении	3	5
13	и той же	2	4
14	сам по себе	1	4
15	можно было бы	3	4
16	так же как	1	4
17	в данном случае	4	4
18	тем не менее	8	4
19	о том что	12	4
20	и в самом	3	4
21	только в том	2	4
22	одной и той	2	4
23	в том виде	3	3
24	с тем что	3	3
25	точно так же	2	3
26	в том чтобы	5	3
27	в конце концов	2	3
28	само по себе	3	3
29	том что в	1	2
30	том виде как	1	2
31	имеет дело с	2	2
32	состоит в том	2	2
33	подобно тому как	1	2
34	представление о том	1	2
35	на этот вопрос	3	2
36	и то что	2	2
37	если же мы	1	2
38	не в том	2	2
39	самое что и	1	2
40	по сравнению с	3	2
41	потому что она	1	2
42	не остается ничего	1	2
43	бы то ни	1	2
44	во всяком случае	3	2
45	этой точки зрения	1	2
46	и в том	3	2
47	то же время	5	2
48	потому что все	1	2
49	же самое что	2	2
50	в свою очередь	1	2
51	того или иного	1	2
52	и никогда не	1	2
53	с другой стороны	5	2
54	ответом на вопрос	1	2
55	в то же	5	2
56	заключает в себе	1	2
57	к тому что	1	2
58	только потому что	1	2
59	и т д	37	2
60	чем же заключаются	1	1
61	и того же	2	1
62	а между тем	1	1
63	что иное как	4	1
64	и до наших	1	1
65	и даже к	1	1
66	и с изучением	1	1
67	тех пор пока	1	1
68	мы можем только	1	1
69	в чем же	3	1
70	потому что в	1	1
71	как об особом	2	1
72	имеем в виду	1	1
73	нашего времени и	1	1
74	в этом смысле	10	1
75	никак не может	1	1
76	что это только	1	1
77	в этом случае	6	1
78	что же касается	2	1
79	этого понятия в	2	1
80	принять во внимание	2	1
81	этого метода и	1	1
82	как раз наоборот	1	1
83	в зависимости от	1	1
84	сам для себя	1	1
85	в отличие от	3	1
86	не самоцель а	1	1
87	но и в	1	1
88	по своему значению	2	1
89	только то что	1	1
90	что не только	1	1
91	тем что она	1	1
92	но и как	1	1
93	с этой точки	1	1
94	по крайней мере	4	1
95	как если бы	1	1
96	то или иное	1	1
97	вместе с тем	3	1
98	не то что	1	1
99	и тем не	3	1
100	не похожи на	1	1
101	одно и то	1	1
102	нужно принять во	1	1
103	потому что он	2	1
104	от того что	1	1
105	то ни было	1	1
106	так как она	1	1
107	чтобы убедиться в	1	1
108	а не только	1	1
109	может быть не	1	1
110	не есть еще	1	1
111	ни к какому	1	1
112	с одной стороны	4	1
113	это однако не	2	1
114	зависимости от того	1	1
115	и то же	1	1
116	и в целом	1	1
117	в том как	1	1
118	как будто бы	2	1
119	т д мы	1	1
120	по тому же	1	1
121	приходит к выводу	1	1
122	не могут быть	2	1
123	что этот процесс	1	1
124	имеем дело с	1	1
125	в одном случае	1	1
126	в связи с	2	1
127	в сущности очень	1	1
128	по себе так	1	1
129	того чтобы сделать	1	1
130	с этой целью	1	1
131	того же автора	1	1
132	ответ на этот	1	1
133	тем что в	1	1
134	есть не самоцель	1	1
135	в свое время	2	1
136	до наших дней	1	1
137	по себе не	1	1
138	есть не что	2	1
139	в русском языке	1	1
140	природы таким образом	1	1
141	уже и в	1	1
142	нечего и говорить	1	1
143	то обстоятельство что	1	1
144	что таким путем	1	1
145	очевидно что если	1	1
146	дело не с	1	1
147	всего того что	1	1
148	мы имеем в	1	1
149	связи с этим	1	1
150	и что следовательно	1	1
151	к выводу что	5	1
152	с самого начала	1	1
153	имеет своей целью	1	1
154	не соглашаться с	1	1
155	нужно сказать что	1	1
156	можно сказать что	3	1
157	одного и того	2	1
158	до тех пор	1	1
159	именно в этой	1	1
160	после того как	2	1
161	все зависит от	1	1
162	по этому поводу	2	1
163	не потому что	1	1
164	не значит что	1	1
165	не что иное	4	1
166	в первом случае	2	1
167	тот факт что	1	1
