N	2gram	Trubetskoy_1	Psycholo
1	то что	7	44
2	и в	26	33
3	в этом	15	28
4	и что	4	25
5	как бы	12	25
6	потому что	7	24
7	для того	5	23
8	том что	7	22
9	того чтобы	5	22
10	может быть	10	22
11	что в	9	21
12	в том	11	21
13	о том	6	20
14	что он	4	20
15	сейчас же	1	16
16	только что	2	15
17	что это	3	13
18	таким образом	22	13
19	то есть	4	13
20	так же	5	13
21	и не	8	13
22	все это	6	13
23	сказать что	2	13
24	самом деле	1	12
25	в самом	4	12
26	было бы	1	12
27	к тому	6	12
28	и все	2	12
29	так как	9	12
30	он не	4	11
31	что все	4	11
32	на то	2	10
33	что она	1	10
34	если бы	3	10
35	в его	5	10
36	как она	1	10
37	не может	4	10
38	то же	4	9
39	в этой	4	9
40	и если	3	9
41	по себе	1	9
42	как раз	1	9
43	в конце	6	8
44	совершенно ясно	1	8
45	для этого	2	8
46	вместе с	15	8
47	в каком	1	8
48	в своем	3	7
49	не только	10	7
50	в нем	4	7
51	так что	3	7
52	и только	4	7
53	когда он	3	7
54	в сущности	1	6
55	в ней	1	6
56	что они	1	6
57	все эти	6	6
58	в себе	6	6
59	во время	4	6
60	точки зрения	13	6
61	в самой	2	6
62	когда мы	1	6
63	же самое	2	6
64	это не	1	6
65	мы видим	1	6
66	у него	1	6
67	а не	5	6
68	что мы	2	6
69	мы должны	6	6
70	как на	8	6
71	это и	1	5
72	мы уже	1	5
73	мы не	1	5
74	и на	2	5
75	с этим	1	5
76	все же	6	5
77	целый ряд	4	5
78	и как	3	5
79	ясно что	3	5
80	как и	1	5
81	самого начала	2	5
82	никогда не	5	5
83	и его	1	5
84	и это	2	5
85	с самого	3	5
86	и совершенно	1	5
87	казалось бы	1	5
88	с ним	1	5
89	заключается в	1	5
90	мы можем	2	5
91	связь с	2	5
92	из этого	2	5
93	и есть	1	4
94	той же	1	4
95	в которой	3	4
96	с именем	2	4
97	это было	1	4
98	с тем	18	4
99	в своей	1	4
100	заставляет его	1	4
101	с точки	6	4
102	ее с	2	4
103	а в	4	4
104	с другом	5	4
105	у нас	1	4
106	так например	2	4
107	и о	3	4
108	того что	3	4
109	этот вопрос	1	4
110	только в	4	4
111	и так	1	4
112	себя в	1	4
113	в жизни	1	4
114	при помощи	1	4
115	и других	1	4
116	но совершенно	1	4
117	из них	7	4
118	никто не	1	4
119	от этих	1	4
120	смысла и	1	4
121	целым рядом	1	4
122	друг с	5	4
123	с этой	3	4
124	совершенно не	1	4
125	либо в	2	4
126	жизни и	2	4
127	к этому	3	4
128	в таком	3	4
129	речь идет	1	3
130	же как	3	3
131	к своей	1	3
132	идет о	1	3
133	и до	1	3
134	и этот	1	3
135	и за	1	3
136	это совершенно	1	3
137	что его	1	3
138	события в	1	3
139	но не	8	3
140	в сторону	1	3
141	конце концов	3	3
142	как в	1	3
143	что именно	2	3
144	от этого	1	3
145	не можем	1	3
146	та же	1	3
147	из этой	2	3
148	на этом	1	3
149	его в	1	3
150	должен был	4	3
151	ни в	1	3
152	этого слова	1	3
153	далеко не	4	3
154	должно быть	1	3
155	всех этих	1	3
156	но если	2	3
157	и сейчас	2	3
158	в которых	4	3
159	борьбу с	1	3
160	их в	1	3
161	в то	4	3
162	пути и	1	3
163	ли это	2	3
164	и для	5	3
165	с ее	1	3
166	в мире	5	3
167	так и	6	3
168	и здесь	2	3
169	что и	6	3
170	во всей	1	3
171	вслед за	2	3
172	и другую	1	3
173	сделать это	1	3
174	том как	1	3
175	дело с	1	3
176	или его	1	3
177	в уста	1	3
178	с одной	7	3
179	конечно не	2	3
180	в виде	4	3
181	тому же	5	3
182	всяком случае	6	3
183	могло бы	1	3
184	в одном	3	3
185	сами по	1	3
186	не для	1	3
187	тем что	1	3
188	и из	2	3
189	до сих	5	3
190	но и	9	3
191	на этот	4	3
192	не было	2	3
193	одной стороны	7	3
194	эти слова	1	3
195	из которых	4	3
196	в той	1	3
197	смысле этого	1	3
198	да и	1	3
199	сих пор	5	3
200	при таком	2	3
201	что оно	4	3
202	указывает на	1	3
203	тот же	2	3
204	к этой	1	3
205	в своих	1	3
206	точно так	3	3
207	во всяком	6	3
208	он может	1	2
209	силы и	2	2
210	что эти	3	2
211	все те	1	2
212	а как	1	2
213	мы имеем	2	2
214	нам в	1	2
215	так чтобы	2	2
216	время как	1	2
217	и ее	1	2
218	большей частью	3	2
219	мы читаем	1	2
220	не был	1	2
221	бы то	2	2
222	с его	2	2
223	во всех	2	2
224	и всякий	1	2
225	с психологической	1	2
226	оно является	2	2
227	в одной	1	2
228	что касается	1	2
229	однако не	1	2
230	всей этой	1	2
231	и наконец	2	2
232	не в	2	2
233	и к	5	2
234	но в	7	2
235	бы и	1	2
236	представляет собой	3	2
237	из этих	10	2
238	думать что	1	2
239	если он	1	2
240	при этом	3	2
241	тем и	2	2
242	нужные для	1	2
243	на все	2	2
244	в них	2	2
245	о которых	1	2
246	он знает	1	2
247	такой же	1	2
248	почти в	1	2
249	взгляд на	2	2
250	в такой	1	2
251	в котором	4	2
252	в их	1	2
253	место в	1	2
254	оказывается что	3	2
255	даже в	1	2
256	надо было	2	2
257	и ясно	1	2
258	не имеет	5	2
259	и остается	1	2
260	не по	1	2
261	взглянуть на	1	2
262	только не	2	2
263	больше чем	2	2
264	же время	2	2
265	и является	2	2
266	бы по	1	2
267	только с	1	2
268	не потому	2	2
269	но все	7	2
270	лежит в	1	2
271	как только	1	2
272	и другим	1	2
273	мысли о	1	2
274	и конечно	1	2
275	перейти к	1	2
276	могли бы	1	2
277	без всякого	1	2
278	в ее	1	2
279	нет никакой	1	2
280	уже с	3	2
281	то время	1	2
282	до самого	1	2
283	на нее	3	2
284	те же	2	2
285	когда его	1	2
286	в какое-то	1	2
287	и с	10	2
288	основана на	1	2
289	ничего не	1	2
290	можно сказать	3	2
291	образом в	5	2
292	в виду	2	2
293	должно было	2	2
294	не надо	1	2
295	один из	2	2
296	связи с	9	2
297	уже в	2	2
298	чтобы он	1	2
299	в нашей	1	2
300	мы знаем	1	2
301	одно из	2	2
302	видим что	1	2
303	с другой	8	2
304	именно в	2	2
305	сам себя	1	2
306	а с	7	2
307	прежде всего	2	2
308	тех пор	2	2
309	ничем не	4	2
310	с конца	1	2
311	дыхания и	1	2
312	ни на	1	2
313	и потому	6	2
314	некоторые из	2	2
315	есть как	2	2
316	по существу	2	2
317	на пути	2	2
318	видят в	1	2
319	не является	1	2
320	совершается в	1	2
321	и от	4	2
322	в результате	3	2
323	его не	2	2
324	этой точке	1	2
325	хотя бы	3	2
326	все они	1	2
327	другой стороны	1	2
328	себя как	1	1
329	только он	1	1
330	от этой	1	1
331	это однако	1	1
332	этого в	1	1
333	таком случае	1	1
334	человека и	1	1
335	начинается с	1	1
336	связана с	2	1
337	того же	6	1
338	очень много	2	1
339	тем же	1	1
340	полагают что	1	1
341	в первом	1	1
342	в какой-то	1	1
343	через эти	2	1
344	где я	1	1
345	есть не	1	1
346	смотреть на	2	1
347	к новой	1	1
348	он как	1	1
349	свое завершение	1	1
350	это всегда	1	1
351	требует от	2	1
352	принято называть	2	1
353	к началу	1	1
354	но даже	1	1
355	мы и	1	1
356	которое в	1	1
357	и заставляет	2	1
358	так называемые	3	1
359	два совершенно	1	1
360	еще не	2	1
361	в создании	2	1
362	природы и	1	1
363	так для	1	1
364	друг к	1	1
365	признать что	2	1
366	если в	3	1
367	по отношению	1	1
368	в общем	8	1
369	двум различным	1	1
370	а через	1	1
371	несмотря на	6	1
372	когда тот	1	1
373	связи и	1	1
374	относится к	2	1
375	общего с	2	1
376	как к	1	1
377	анализа к	1	1
378	не имеющие	1	1
379	неизмеримо более	1	1
380	в этот	1	1
381	формы в	1	1
382	так или	3	1
383	в нашем	1	1
384	и те	3	1
385	не могла	2	1
386	так сказать	1	1
387	на его	1	1
388	главным образом	8	1
389	именно то	1	1
390	себя вполне	1	1
391	он должен	1	1
392	в корне	1	1
393	новое и	1	1
394	отцов и	1	1
395	которые только	1	1
396	из него	2	1
397	его от	2	1
398	в одну	1	1
399	то ни	2	1
400	факт что	1	1
401	к другу	2	1
402	них не	2	1
403	в музыке	1	1
404	не имеющего	1	1
405	смерть и	1	1
406	и смерти	1	1
407	в минуту	1	1
408	явствует что	1	1
409	она и	1	1
410	которые из	1	1
411	и некоторые	1	1
412	понятия и	1	1
413	перед собой	1	1
414	в эту	2	1
415	в этих	4	1
416	для него	3	1
417	в связь	1	1
418	нет для	2	1
419	что такое	1	1
420	согласно этому	1	1
421	и вокруг	1	1
422	все и	1	1
423	природы но	1	1
424	одном из	1	1
425	его жизнь	1	1
426	от прежних	1	1
427	которые в	2	1
428	и более	1	1
429	не могли	1	1
430	необходимо чтобы	1	1
431	бы быть	1	1
432	покоится на	1	1
433	то с	3	1
434	над этими	1	1
435	в отношении	6	1
436	но они	1	1
437	а иногда	1	1
438	что с	1	1
439	особенно ярко	1	1
440	и отсюда	1	1
441	тогда когда	2	1
442	того как	1	1
443	к этим	1	1
444	выработала целый	1	1
445	борьбу против	1	1
446	это мы	1	1
447	мы испытываем	1	1
448	этому что	1	1
449	найти в	1	1
450	с одним	2	1
451	к концу	3	1
452	за исключением	1	1
453	уже говорили	1	1
454	не нужен	1	1
455	в сознании	1	1
456	самой этой	2	1
457	это уже	1	1
458	однако это	1	1
459	означает конечно	1	1
460	может показаться	1	1
461	целое но	1	1
462	начиная с	2	1
463	все думаем	1	1
464	всего что	1	1
465	на это	1	1
466	заставить их	1	1
467	но по	3	1
468	как не	1	1
469	свою очередь	1	1
470	всего этого	1	1
471	но далеко	1	1
472	мысль о	2	1
473	с первого	1	1
474	только то	1	1
475	как с	1	1
476	с собой	1	1
477	себя что	1	1
478	нужно было	1	1
479	чем все	2	1
480	она была	1	1
481	жизнь это	1	1
482	ничего подобного	1	1
483	что от	1	1
484	нет вовсе	2	1
485	он сам	1	1
486	должны признать	2	1
487	стремление к	1	1
488	но такая	1	1
489	быть в	1	1
490	то они	1	1
491	другими словами	1	1
492	а также	2	1
493	может не	1	1
494	был сделан	1	1
495	и во	1	1
496	все в	1	1
497	в которую	1	1
498	к нему	7	1
499	чистый вид	1	1
500	творчества в	1	1
501	привели к	1	1
502	его с	1	1
503	на одном	1	1
504	несоответствия между	1	1
505	от нее	1	1
506	ряд других	1	1
507	но с	3	1
508	этой точки	2	1
509	отдельных единиц	1	1
510	совсем не	1	1
511	одной из	5	1
512	в свой	1	1
513	что даже	1	1
514	и действительно	2	1
515	которое мы	1	1
516	между тем	2	1
517	чтобы найти	1	1
518	обо всем	1	1
519	и у	8	1
520	только на	1	1
521	больше не	2	1
522	ни было	2	1
523	как показывает	1	1
524	какой-нибудь другой	1	1
525	в душе	1	1
526	эти два	1	1
527	не так	1	1
528	себе в	1	1
529	и их	1	1
530	краски и	1	1
531	иначе как	1	1
532	с молитвой	1	1
533	от тех	1	1
534	с этими	1	1
535	его нравственные	1	1
536	и никогда	1	1
537	жизни на	1	1
538	или ином	1	1
539	и вместе	4	1
540	он один	2	1
541	этим двум	1	1
542	представляют собой	1	1
543	к его	2	1
544	спрашивать не	1	1
545	до начала	1	1
546	со всем	1	1
547	пропасть между	1	1
548	ней и	1	1
549	и даже	3	1
550	не следует	1	1
551	вовсе и	1	1
552	или иначе	3	1
553	по своим	2	1
554	к которому	2	1
555	дело при	1	1
556	деле если	1	1
557	превращается в	2	1
558	и своего	1	1
559	и самый	1	1
560	других для	1	1
561	в ту	1	1
562	в ничто	1	1
563	только от	1	1
564	когда она	1	1
565	на многие	1	1
566	ясно представить	1	1
567	мы поймем	1	1
568	действия в	1	1
569	и об	1	1
570	материалом для	1	1
571	уже давно	2	1
572	него в	1	1
573	есть что	1	1
574	за тем	1	1
575	вся история	1	1
576	которого мы	1	1
577	знаем о	1	1
578	тот факт	1	1
579	и глубоко	1	1
580	в течение	4	1
581	которая у	1	1
582	на эту	1	1
583	это есть	1	1
584	которые по	1	1
585	отношению к	3	1
586	с толку	1	1
587	там где	1	1
588	есть тот	1	1
589	только для	2	1
590	но это	1	1
591	о его	1	1
592	и таким	3	1
593	отличается от	2	1
594	в чем	1	1
595	к двум	1	1
596	но для	1	1
597	в смысле	4	1
598	это как	1	1
599	за убийство	1	1
600	душе человека	1	1
601	и надо	1	1
602	которых он	1	1
603	не имея	1	1
604	в связи	3	1
605	и состоит	1	1
606	разных образах	1	1
607	этого и	1	1
608	совершенно иное	1	1
609	совершенно иной	2	1
610	из себя	2	1
611	бы в	1	1
612	главным предметом	1	1
613	мы ничего	1	1
614	же в	1	1
615	и другие	3	1
616	о всем	1	1
617	психологической точки	1	1
618	к ее	1	1
619	при всяком	1	1
620	нет ничего	1	1
621	существование и	1	1
622	в свою	2	1
623	народом в	1	1
624	с ней	3	1
625	а ведь	1	1
626	том или	1	1
627	их с	1	1
628	в глаза	1	1
629	своего отца	1	1
630	по одному	1	1
631	предвзятыми и	1	1
632	эти элементы	1	1
633	ничего общего	2	1
