N	3gram	Potebnia_M_3	KFilosof
1	по отношению к	5	21
2	не может быть	3	11
3	может быть только	3	6
4	в чем не	1	4
5	на самом деле	1	3
6	то что я	2	2
7	один и тот	1	2
8	то же время	5	2
9	в целом и	1	2
10	в то же	5	2
11	тем не менее	3	2
12	в том что	16	2
13	а не в	1	2
14	и тот же	1	2
15	то все же	1	1
16	на то что	1	1
17	и говорить о	1	1
18	сознания и не	1	1
19	того что в	1	1
20	к содержанию как	1	1
21	потому что в	1	1
22	зависит от того	2	1
23	не зависит от	1	1
24	образом то что	1	1
25	равно как и	1	1
26	и может быть	2	1
27	не в смысле	1	1
28	нет сомнения что	1	1
29	будет ли она	2	1
30	в том же	2	1
31	но все это	1	1
32	только в том	3	1
33	не подлежит сомнению	1	1
34	есть для меня	2	1
35	и та же	1	1
36	тогда когда он	1	1
37	не само по	1	1
38	в противном случае	1	1
39	слово может быть	4	1
40	и это будет	1	1
41	со всех сторон	1	1
42	вместе с тем	4	1
43	и то что	1	1
44	слова и его	1	1
45	это и не	1	1
46	все это в	1	1
47	для него самого	1	1
48	том смысле в	1	1
49	в первом случае	2	1
50	не есть еще	2	1
51	стороны своего содержания	1	1
52	предмету но не	1	1
53	жизни может быть	1	1
54	смысле этого слова	7	1
55	в том случае	1	1
56	то для меня	1	1
57	притом не только	1	1
58	а не как	1	1
59	не в том	5	1
60	с нашей точки	1	1
61	бы оно ни	1	1
62	необходимом отношении к	1	1
63	быть не может	1	1
64	одна и та	1	1
65	заключать в себе	1	1
66	в смысле совокупности	1	1
67	для того чтобы	3	1
68	в стороне вопрос	1	1
69	в нем его	1	1
70	было бы совершенно	1	1
71	по себе а	4	1
72	мы не можем	2	1
73	если бы эта	1	1
74	и на чем	1	1
75	невозможно если бы	1	1
76	а в смысле	2	1
77	в свою очередь	3	1
78	само по себе	3	1
79	и тем самым	1	1
80	значит что я	1	1
81	не может стать	1	1
82	но и от	1	1
83	не было ни	1	1
84	как бы ни	2	1
85	но не в	1	1
86	и некоторым образом	1	1
87	в этом последнем	2	1
88	него самого и	1	1
89	к тому что	2	1
90	в том смысле	3	1
91	полученное этим путем	1	1
92	что тем самым	1	1
93	не только от	1	1
94	том случае когда	1	1
95	и в ее	1	1
96	что и в	3	1
97	могло бы быть	1	1
98	только тогда когда	7	1
99	то же самое	1	1
100	не имеет смысла	1	1
101	человек и все	1	1
