N	2gram	Bakhtin_Pr_3	Myslijsy
1	потому что	12	52
2	то есть	1	42
3	и в	34	39
4	может быть	19	27
5	в том	3	26
6	только в	6	25
7	не может	19	22
8	что в	7	22
9	не только	10	21
10	так как	4	21
11	а не	9	21
12	в нем	19	20
13	но и	12	20
14	и не	29	18
15	том что	3	16
16	так что	5	16
17	в этом	16	15
18	не в	9	15
19	если бы	4	14
20	по отношению	5	13
21	в себе	6	13
22	таким образом	5	13
23	так и	6	13
24	отношению к	6	13
25	было бы	2	12
26	в душе	2	11
27	есть только	3	11
28	как в	4	10
29	по себе	3	10
30	и что	5	10
31	то что	11	10
32	что не	7	10
33	в человеке	2	10
34	но в	16	9
35	как и	18	9
36	мысли в	1	9
37	тогда когда	1	9
38	тем что	4	9
39	но не	4	8
40	в слове	5	8
41	точки зрения	8	8
42	в одном	5	8
43	того что	5	8
44	вместе с	4	8
45	по его	1	7
46	в ней	3	7
47	с этим	2	7
48	это не	5	7
49	в этих	1	7
50	с другой	4	7
51	должно быть	3	7
52	и т	8	6
53	то же	14	6
54	независимо от	1	6
55	все же	7	6
56	и как	3	6
57	бы не	2	6
58	при этом	4	6
59	и по	1	6
60	не менее	3	6
61	тем не	2	6
62	что на	1	6
63	что и	5	6
64	еще не	4	6
65	как бы	27	6
66	в первом	1	5
67	то это	1	5
68	во всех	2	5
69	мысль что	2	5
70	то в	2	5
71	с тем	5	5
72	несмотря на	1	5
73	и его	16	5
74	между тем	3	5
75	в его	22	5
76	для всех	1	5
77	вовсе не	11	5
78	друг друга	2	5
79	что человек	1	5
80	так же	8	5
81	и потому	2	5
82	но это	4	5
83	и для	8	5
84	а в	5	5
85	другой стороны	3	5
86	его мнению	1	4
87	вопрос о	2	4
88	есть нечто	1	4
89	бы ни	1	4
90	увидим что	2	4
91	т д	2	4
92	в каждом	3	4
93	этом смысле	4	4
94	мы видели	3	4
95	т п	6	4
96	однако в	2	4
97	бы быть	1	4
98	в то	12	4
99	а так	2	4
100	никогда не	8	4
101	можно бы	1	4
102	же время	12	4
103	во всем	3	4
104	не могут	1	4
105	к тому	5	4
106	свою очередь	1	4
107	каждый раз	1	4
108	бы в	3	4
109	говорит он	3	4
110	и других	1	4
111	для него	13	4
112	не было	2	4
113	и даже	7	4
114	прежде всего	15	4
115	там где	7	4
116	тому как	2	4
117	самого себя	2	4
118	быть не	1	4
119	слова и	10	4
120	от него	6	4
121	мысли о	2	4
122	в свою	1	4
123	в своих	1	4
124	а между	3	3
125	того же	2	3
126	но тем	1	3
127	что если	1	3
128	и то	3	3
129	вопрос об	1	3
130	столь же	2	3
131	тем как	1	3
132	сама по	2	3
133	в своем	2	3
134	хотя и	3	3
135	что по	1	3
136	в самом	8	3
137	что это	5	3
138	что слово	1	3
139	он не	15	3
140	ни были	1	3
141	подобно тому	2	3
142	так например	1	3
143	а вместе	1	3
144	то ни	4	3
145	что все	4	3
146	действует на	1	3
147	в мире	4	3
148	той же	2	3
149	и с	15	3
150	а его	1	3
151	в жизни	2	3
152	в них	2	3
153	в этой	1	3
154	не мог	5	3
155	не так	1	3
156	и при	1	3
157	в своей	3	3
158	и без	2	3
159	с точки	4	3
160	человеком и	1	3
161	друг другу	4	3
162	что сам	2	3
163	тому что	2	3
164	слова мы	2	3
