N	2gram	Propp_Isto_4	Tvorches
1	и в	26	21
2	как бы	3	17
3	в то	1	15
4	то же	8	13
5	в его	5	13
6	как и	7	12
7	что в	14	12
8	том что	3	11
9	все это	2	10
10	как в	7	8
11	он не	7	8
12	то что	16	8
13	и на	2	7
14	но в	5	7
15	не только	15	7
16	при этом	3	7
17	тем самым	1	7
18	у него	5	7
19	и не	9	7
20	в том	3	7
21	в этом	7	6
22	человека в	1	6
23	в котором	1	6
24	не менее	2	6
25	и его	10	6
26	он сам	1	6
27	о том	4	6
28	и все	2	6
29	что он	10	6
30	а в	8	6
31	все же	9	5
32	в этой	2	5
33	таким образом	10	5
34	вовсе не	4	5
35	в своих	1	5
36	в русской	3	5
37	потому что	6	5
38	как будто	1	5
39	только в	3	5
40	может быть	14	5
41	а не	6	5
42	но это	3	5
43	это уже	2	5
44	хотя бы	2	5
45	не имеют	1	4
46	в своем	2	4
47	и как	5	4
48	та же	1	4
49	в целом	2	4
50	это не	5	4
51	в своей	4	4
52	своего рода	1	4
53	не случайно	2	4
54	одной из	1	4
55	прежде всего	1	4
56	на эту	1	4
57	в момент	1	4
58	не может	6	4
59	в основном	1	4
60	один из	1	4
61	одним из	1	4
62	и т	27	3
63	это и	5	3
64	той же	1	3
65	что я	2	3
66	хотя и	2	3
67	года до	1	3
68	сливается с	2	3
69	представляет собой	2	3
70	тут и	2	3
71	в нем	2	3
72	на его	3	3
73	на земле	3	3
74	и по	5	3
75	и с	5	3
76	и других	3	3
77	представление о	1	3
78	даже в	4	3
79	дело не	2	3
80	не по	2	3
81	никогда не	2	3
82	вот почему	1	3
83	с ее	1	3
84	и другие	3	3
85	в дальнейшем	6	3
86	с ним	1	3
87	того что	2	3
88	по мнению	1	3
89	уже не	5	3
90	уже в	2	3
91	в виде	2	3
92	говорит о	2	3
93	так как	9	3
94	связан с	3	3
95	и даже	4	3
96	с другой	4	3
97	но и	12	3
98	но не	5	3
99	он говорит	2	3
100	для человека	1	3
101	на берегу	2	3
102	но если	1	3
103	жизни и	1	3
104	это в	1	3
105	так же	18	3
106	вряд ли	1	2
107	в нашей	1	2
108	а как	2	2
109	есть не	1	2
110	но она	1	2
111	и он	3	2
112	в ней	1	2
113	собой в	2	2
114	в чем	1	2
115	если в	1	2
116	в одной	3	2
117	как к	1	2
118	что как	1	2
119	когда он	6	2
120	говорит что	2	2
121	и наконец	1	2
122	но его	1	2
123	отчасти и	1	2
124	в себе	2	2
125	что она	3	2
126	тем не	2	2
127	здесь мы	2	2
128	а затем	3	2
129	этом он	1	2
130	а по	4	2
131	известно что	2	2
132	и тем	2	2
133	в данном	3	2
134	бога и	1	2
135	такой же	1	2
136	в этих	7	2
137	этой связи	1	2
138	говорит об	2	2
139	не в	5	2
140	но он	4	2
141	однако в	2	2
142	человека таким	1	2
143	одна из	2	2
144	в основе	1	2
145	к ней	1	2
146	людей и	1	2
147	никуда не	2	2
148	которого он	1	2
149	могут быть	6	2
150	к тому	1	2
151	а что	1	2
152	где он	1	2
153	в виду	1	2
154	данном случае	3	2
155	во главе	1	2
156	приводит к	1	2
157	на том	2	2
158	так и	10	2
159	за то	1	2
160	живет в	2	2
161	здесь нет	1	2
162	об этом	7	2
163	во второй	1	2
164	можно сказать	1	2
165	одного из	1	2
166	переходит в	3	2
167	что и	9	2
168	вот в	1	2
169	в лице	2	2
170	герой в	3	2
171	тот же	1	2
172	в качестве	7	2
173	человека с	3	2
174	так что	2	2
175	и у	5	2
176	при помощи	10	2
177	из них	2	2
178	был бы	1	2
179	представлений о	2	2
180	только на	1	2
181	именно в	1	2
182	что не	1	2
183	в образах	1	2
184	зависит от	1	2
185	с которым	1	2
186	его как	2	2
187	в частности	2	2
188	вместе с	6	2
189	до этого	1	2
190	в него	1	2
191	к жизни	1	2
192	еще более	1	2
193	в мир	1	2
194	него есть	1	2
195	я от	1	2
196	перед нами	3	2
197	не мог	3	2
198	или в	3	2
199	только что	3	2
200	на смену	3	2
201	не знает	1	2
202	сказать что	2	2
203	в глаза	1	2
204	одновременно и	1	2
205	что ты	1	2
206	к этому	5	2
207	точно так	5	2
208	говорили о	1	1
209	к их	1	1
210	в русских	2	1
211	же как	13	1
212	они представляют	1	1
213	связана с	2	1
214	переход от	1	1
215	к своей	3	1
216	говорилось выше	1	1
217	и есть	2	1
218	очень много	1	1
219	чего не	1	1
220	выражается в	1	1
221	был и	1	1
222	которое может	1	1
223	мы уже	5	1
224	их и	1	1
225	мы имеем	7	1
226	что если	1	1
227	и тут	1	1
228	этот мотив	4	1
229	он как	1	1
230	время как	1	1
231	что иное	3	1
232	принадлежит к	1	1
233	но даже	1	1
234	то это	5	1
235	не совсем	1	1
236	огромного количества	1	1
237	частный случай	4	1
238	бежать от	1	1
239	большей частью	3	1
240	и самого	1	1
241	одно из	1	1
242	еще не	6	1
243	он был	1	1
244	между собой	1	1
245	иное как	3	1
246	во всех	1	1
247	как правило	1	1
248	совершенно прав	1	1
249	поле битвы	1	1
250	наряду с	3	1
251	друг на	1	1
252	вообще как	1	1
253	а и	1	1
254	тогда как	4	1
255	что так	1	1
256	была большая	1	1
257	в истории	2	1
258	как говорит	1	1
259	превращает его	1	1
260	эта связь	5	1
261	с этим	2	1
262	найти в	1	1
263	вспомним что	1	1
264	на человека	1	1
265	целый ряд	1	1
266	что по	1	1
267	к этой	3	1
268	его к	3	1
269	и к	1	1
270	главе мы	2	1
271	в этот	4	1
272	к чему	1	1
273	нее он	1	1
274	что это	2	1
275	он в	4	1
276	все эти	3	1
277	жизни так	1	1
278	так в	4	1
279	еще один	2	1
280	им в	1	1
281	особое место	1	1
282	в жертву	1	1
283	говорят о	1	1
284	имеем в	2	1
285	и те	1	1
286	и если	3	1
287	три года	4	1
288	связанные с	3	1
289	т д	24	1
290	перестает быть	1	1
291	всех этих	1	1
292	на таком	1	1
293	не к	2	1
294	же порядка	1	1
295	и вот	2	1
296	с представлением	3	1
297	между человеком	2	1
298	на этом	2	1
299	него было	1	1
300	в нее	1	1
301	им как	1	1
302	поэтому мы	1	1
303	по смыслу	1	1
304	на ту	1	1
305	на все	1	1
306	на этой	1	1
307	она связана	1	1
308	его в	9	1
309	дома и	1	1
310	по ночам	3	1
311	бы нам	1	1
312	было бы	2	1
313	то все	1	1
314	героя от	1	1
315	форму и	1	1
316	роль в	1	1
317	ты мне	1	1
318	в огонь	3	1
319	д с	1	1
320	же именно	1	1
321	с водой	4	1
322	ни в	2	1
323	но мы	3	1
324	в них	1	1
325	о которых	1	1
326	героя или	1	1
327	он же	2	1
328	показывает что	10	1
329	этого персонажа	1	1
330	с этой	2	1
331	с тем	2	1
332	на друга	1	1
333	сложен и	1	1
334	и уже	1	1
335	он и	1	1
336	иногда в	2	1
337	сказал он	1	1
338	без этой	1	1
339	можно считать	2	1
340	дает свой	1	1
341	все как	1	1
342	именно и	1	1
343	же это	2	1
344	крылья и	1	1
345	человеком и	2	1
346	как указывает	1	1
347	не от	1	1
348	тут он	1	1
349	как одна	1	1
350	дается в	1	1
351	но эта	4	1
352	образом и	1	1
353	и более	3	1
354	что этот	4	1
355	по себе	2	1
356	тому что	1	1
357	ему как	2	1
358	с развитием	1	1
359	а от	1	1
360	власть в	1	1
361	сталкивается с	1	1
362	вплоть до	1	1
363	в таких	2	1
364	что эта	3	1
365	не знающих	1	1
366	и другое	1	1
367	меня не	3	1
368	не имеет	3	1
369	а ты	1	1
370	ее с	1	1
371	к этим	2	1
372	на него	3	1
373	они же	2	1
374	и имеет	1	1
375	в могиле	4	1
376	это мы	2	1
377	через него	3	1
378	преимущественно в	1	1
379	не вполне	1	1
380	на себя	4	1
381	в русском	1	1
382	он хочет	1	1
383	же он	4	1
384	со своим	1	1
385	до того	1	1
386	только с	2	1
387	и делает	1	1
388	в области	2	1
389	его свойства	1	1
390	у нас	2	1
391	сюжета в	1	1
392	один раз	1	1
393	к себе	3	1
394	не могут	2	1
395	но все	5	1
396	в других	2	1
397	что на	2	1
398	указывает на	4	1
399	не есть	2	1
400	она не	3	1
401	и это	1	1
402	яркий образ	1	1
403	внимание на	1	1
404	меня в	1	1
405	другой стороны	4	1
406	и говорит	1	1
407	он пришел	1	1
408	что у	3	1
409	в образе	3	1
410	котором нет	1	1
411	особенно в	1	1
412	за волосы	1	1
413	часто в	1	1
414	жизнь и	1	1
415	не лучше	1	1
416	в эпоху	1	1
417	которая в	1	1
418	по мере	1	1
419	дым и	1	1
420	и здесь	5	1
421	на тех	1	1
422	эту роль	1	1
423	он живет	2	1
424	обращается к	1	1
425	и что	5	1
426	или на	2	1
427	с того	3	1
428	все его	1	1
429	вторжения в	1	1
430	нас в	1	1
431	как у	1	1
432	знает что	1	1
433	связь между	2	1
434	к нему	6	1
435	путь к	1	1
436	от них	2	1
437	глава v	1	1
438	которое однако	2	1
439	происхождение как	1	1
440	отказался от	1	1
441	представления о	3	1
442	в миг	1	1
443	ряд других	1	1
444	так говорит	1	1
445	и любит	1	1
446	делает это	1	1
447	в современной	2	1
448	с человеческим	1	1
449	исследования на	1	1
450	но тот	1	1
451	в ряде	1	1
452	он стал	2	1
453	как он	6	1
454	с ними	5	1
455	они любят	1	1
456	пришел к	1	1
457	эту форму	1	1
458	два года	2	1
459	и действительно	3	1
460	должен был	3	1
461	даже если	1	1
462	идет к	1	1
463	их не	2	1
464	в эти	1	1
465	себя в	2	1
466	особое значение	1	1
467	если мы	1	1
468	то и	1	1
469	которых можно	4	1
470	не все	1	1
471	но с	1	1
472	руку у	1	1
473	а вместо	1	1
474	и земледелие	1	1
475	его и	2	1
476	глаза и	1	1
477	выражена в	1	1
478	мы знаем	8	1
479	могло бы	2	1
480	он весь	1	1
481	в одном	5	1
482	у нее	2	1
483	к ним	2	1
484	а через	1	1
485	в апокалипсисе	1	1
486	бросает в	1	1
487	жизни на	1	1
488	заметить что	1	1
489	тем что	5	1
490	случая в	1	1
491	даже и	2	1
492	представляют собой	4	1
493	не было	1	1
494	становятся не	1	1
495	на площадь	1	1
496	без всякой	1	1
497	видим что	2	1
498	не надо	1	1
499	до сих	5	1
500	однако это	1	1
501	совершенно точно	1	1
502	к которому	1	1
503	очень любят	1	1
504	с той	2	1
505	для этого	1	1
506	а с	1	1
507	объясняется тем	1	1
508	у других	1	1
509	и их	2	1
510	превращается в	7	1
511	связи с	3	1
512	а на	4	1
513	на этот	2	1
514	остался у	1	1
515	на которых	1	1
516	не верит	1	1
517	не на	3	1
518	о чем	3	1
519	и я	1	1
520	когда она	1	1
521	нет есть	1	1
522	виде в	1	1
523	с помощью	2	1
524	связь с	12	1
525	как это	3	1
526	я тебе	7	1
527	он ее	2	1
528	он вернулся	1	1
529	не сразу	3	1
530	и целый	2	1
531	но сам	1	1
532	с некоторыми	1	1
533	есть только	3	1
534	во все	2	1
535	что же	1	1
536	находятся в	1	1
537	и всей	1	1
538	и братья	1	1
539	не заметил	1	1
540	у этого	1	1
541	сравнительно с	1	1
542	сих пор	5	1
543	между прочим	2	1
544	же самое	2	1
545	и тогда	1	1
546	как раз	1	1
547	в более	1	1
548	поэтому совершенно	1	1
549	из дома	1	1
550	в самые	1	1
551	в связи	2	1
552	но на	1	1
553	сколько бы	1	1
554	он по	1	1
555	во время	7	1
556	и перед	1	1
557	в другое	1	1
558	от него	2	1
559	в последней	1	1
560	себе что	1	1
561	тем более	1	1
562	в сюжет	1	1
563	мы должны	5	1
564	особого внимания	1	1
565	в могилу	2	1
566	же в	3	1
567	и вдруг	1	1
568	это все	1	1
569	этот вопрос	2	1
570	только как	1	1
571	их с	1	1
572	к его	1	1
573	но этот	2	1
574	не что	3	1
575	т е	18	1
576	этот момент	2	1
577	героя в	7	1
578	приводит нас	4	1
