N	3gram	Tiupa_Disk_2	Literetu
1	в том что	6	11
2	состоит в том	2	5
3	в отличие от	12	5
4	то же время	5	5
5	в то же	4	5
6	в данном случае	6	4
7	в конечном счете	1	4
8	прежде всего в	1	3
9	при этом в	2	3
10	по аналогии с	1	3
11	в русской литературе	2	3
12	не сводится к	2	3
13	в силу своей	1	3
14	и прежде всего	2	3
15	лирический герой тютчева	1	2
16	дело в том	2	2
17	по отношению к	4	2
18	не говоря уже	1	2
19	подобно тому как	2	2
20	с точки зрения	2	2
21	в этом отношении	4	2
22	и то что	2	2
23	в повестях белкина	2	2
24	с одной стороны	4	2
25	но при этом	2	2
26	между я и	1	2
27	несет в себе	2	2
28	во всяком случае	1	2
29	объекта и адресата	1	2
30	я в мире	2	2
31	о том что	3	2
32	тем не менее	1	2
33	в другом месте	1	1
34	не в состоянии	1	1
35	присутствия я в	1	1
36	но в большинстве	1	1
37	такова же и	1	1
38	в качестве своего	1	1
39	к себе самому	1	1
40	например в стихотворении	1	1
41	в соответствии с	2	1
42	решающую роль в	1	1
43	на мой взгляд	2	1
44	в романтическую эпоху	1	1
45	бы то ни	1	1
46	в своих истоках	1	1
47	тогда как новый	1	1
48	от всего божьего	1	1
49	между тем как	1	1
50	в наше время	2	1
51	субъекта объекта и	1	1
52	ивана петровича белкина	2	1
53	в той мере	1	1
54	в этом качестве	1	1
55	по крайней мере	1	1
56	не столько в	1	1
57	покойного ивана петровича	1	1
58	не приводит к	1	1
59	внешнее и внутреннее	1	1
60	и в частности	1	1
61	в это время	1	1
62	человеческого я в	1	1
63	в значительной степени	1	1
64	и мн др	2	1
65	пределах одной фразы	1	1
66	в самом деле	1	1
67	на первый взгляд	2	1
68	жизни но и	1	1
69	в себя и	1	1
70	говоря уже о	1	1
71	а также и	1	1
72	в области художественного	1	1
73	в равной степени	1	1
74	по большей части	2	1
75	а с другой	1	1
76	области художественного письма	1	1
77	переходного обряда инициации	1	1
78	а не как	1	1
79	что ведет к	1	1
80	с другой стороны	1	1
81	в творчестве чехова	2	1
82	не может быть	3	1
83	в рамках которого	1	1
84	тех же ситуаций	1	1
85	только то что	1	1
86	только в качестве	1	1
87	всего божьего света	1	1
88	оказывается своего рода	1	1
89	всего в том	1	1
90	может позволить себе	1	1
91	не идет о	1	1
92	во внешнем мире	1	1
93	и того же	2	1
94	с самого начала	1	1
95	в пределах одной	1	1
96	при этом не	1	1
97	но и от	1	1
98	то ни было	1	1
99	речь не идет	1	1
100	одного и того	2	1
101	но не менее	1	1
102	столкновения и взаимодействия	1	1
103	в большинстве случаев	1	1
104	как и всякое	2	1
105	в том числе	1	1
106	это еще не	2	1
107	не только от	1	1
108	мы имеем дело	1	1
109	в полной мере	1	1
110	здесь как и	1	1
111	я и ты	1	1
