N	4gram	Vygotskiy__5	Problemy
1	одно и то же	1	3
2	сводится к тому чтобы	1	2
3	вопрос о том что	1	1
4	одного и того же	3	1
5	не знает и своего	1	1
6	но и по отношению	1	1
7	знает и своего собственного	1	1
8	мы могли бы сказать	2	1
9	в то время как	4	1
10	они на самом деле	1	1
11	друг с другом что	1	1
12	в том что он	2	1
13	могли бы сказать так	1	1
14	все более и более	1	1
15	то время как в	1	1
16	и по отношению к	1	1
17	уже сама по себе	1	1
18	и вместе с тем	1	1
19	его отношение к другим	1	1
20	смысле можно сказать что	1	1
21	но в этом случае	1	1
