N	3gram	Vygotskiy__7	Poddanst
1	в то же	1	7
2	в гораздо большей	1	4
3	не только в	1	4
4	в том что	13	4
5	с точки зрения	21	3
6	с одной стороны	5	3
7	в том числе	1	2
8	одной стороны и	3	2
9	заключает в себе	1	2
10	заключается в том	4	2
11	и слова но	1	1
12	том что в	2	1
13	одна из важнейших	1	1
14	мы видим в	1	1
15	что в этом	2	1
16	в этом смысле	1	1
17	есть прежде всего	1	1
18	что мы и	1	1
19	и в этом	1	1
20	в наших глазах	3	1
21	что с точки	1	1
22	и не может	1	1
23	в отличие от	2	1
24	в основном и	1	1
25	в собственном смысле	3	1
26	тех пор пока	1	1
27	вместе с тем	4	1
28	и то что	3	1
29	она должна была	1	1
30	что в момент	1	1
31	так же как	7	1
32	если бы мы	1	1
33	для них в	1	1
34	в одно и	1	1
35	по сравнению с	7	1
36	с тем же	1	1
37	во всяком случае	1	1
38	с другой стороны	1	1
39	не может быть	4	1
40	как бы часть	1	1
41	что то же	1	1
42	никогда не осуществляется	1	1
43	одно из важнейших	1	1
44	до тех пор	1	1
45	но также и	1	1
46	исключительно и только	1	1
47	само по себе	1	1
48	и тем самым	4	1
49	этой последней в	1	1
50	мы не только	1	1
51	в большинстве случаев	2	1
52	друг с другом	2	1
53	в известном смысле	2	1
54	для того чтобы	18	1
55	том числе и	1	1
