N	3gram	Propp_Morf_1	Psycholo
1	на то что	2	12
2	в том что	3	11
3	с точки зрения	2	9
4	для того чтобы	2	8
5	мы видим что	9	7
6	мы увидим что	1	7
7	с самого начала	1	6
8	до сих пор	1	5
9	совершенно ясно что	1	5
10	с одной стороны	1	5
11	с другой стороны	4	5
12	и т д	39	4
13	она должна быть	1	3
14	о том что	1	3
15	о том как	1	2
16	а вовсе не	1	2
17	на самом деле	4	2
18	как мы увидим	4	2
19	то что в	2	2
20	одно и то	1	2
21	то время как	3	2
22	в данном случае	1	2
23	между тем в	1	2
24	и то же	1	2
25	все более и	1	2
26	во всяком случае	2	2
27	то что он	1	2
28	мы увидим ниже	5	2
29	мы не можем	1	2
30	образом мы видим	3	2
31	в то время	3	2
32	более и более	1	2
33	к тому что	3	2
34	все же в	1	2
35	совсем не так	1	1
36	но все же	3	1
37	главным образом и	1	1
38	таким образом что	1	1
39	из которых один	1	1
40	потому что в	1	1
41	образом если мы	1	1
42	это было бы	1	1
43	более или менее	2	1
44	и может быть	1	1
45	которые можно назвать	1	1
46	она могла бы	1	1
47	так как эти	1	1
48	в том случае	1	1
49	в этом отношении	1	1
50	но они не	1	1
51	можно показать что	2	1
52	с этим и	1	1
53	правильнее было бы	1	1
54	но если мы	1	1
55	может быть и	2	1
56	что под этим	1	1
57	она может быть	1	1
58	представляют собой наиболее	1	1
59	том случае если	1	1
60	существу вовсе не	1	1
61	по существу вовсе	1	1
62	здесь мы имеем	1	1
63	не потому что	1	1
64	не в той	1	1
65	мы нашли что	1	1
66	который может быть	1	1
67	состоит в том	2	1
68	вполне может быть	1	1
69	здесь мы говорили	1	1
70	одновременно с этим	1	1
71	дело не в	2	1
72	перед нами в	1	1
73	в точном смысле	1	1
74	может быть названо	3	1
75	а на самом	1	1
76	самом деле в	1	1
77	бросается в глаза	1	1
78	что несмотря на	1	1
79	очень большую роль	1	1
80	в тех случаях	2	1
81	сих пор не	1	1
82	самом деле он	1	1
83	и посвящена настоящая	1	1
84	так например в	1	1
85	таким образом мы	5	1
86	то для того	1	1
87	и что следовательно	1	1
88	наряду с этими	1	1
89	можно сказать что	1	1
90	не более как	1	1
91	или во всяком	1	1
92	чем перейти к	1	1
93	один из его	1	1
94	том что такое	1	1
95	как раз обратное	1	1
96	не может быть	9	1
97	видим что в	1	1
98	в высшей степени	1	1
99	и как будто	1	1
100	подобно тому как	5	1
