N	3gram	Medvedev_F_1	Problemy
1	то же время	8	12
2	в то же	8	12
3	на самом деле	6	10
4	с самого начала	1	8
5	в отношении к	1	7
6	и т п	4	6
7	не может быть	5	6
8	по отношению к	4	5
9	и в то	1	5
10	во всяком случае	4	5
11	к нему и	1	5
12	в этом смысле	1	4
13	с точки зрения	13	4
14	бы то ни	3	4
15	то ни было	1	4
16	и не в	2	3
17	но в то	2	3
18	в высшей степени	1	3
19	с другой стороны	1	3
20	может войти в	2	2
21	смысле этого слова	3	2
22	вполне понятно что	1	2
23	еще далеко не	1	2
24	сводится к тому	2	2
25	а вовсе не	2	2
26	а прежде всего	1	2
27	и наконец в	2	2
28	как раз и	1	2
29	и не может	2	2
30	хотя бы и	1	2
31	вместе с тем	1	2
32	сама по себе	2	2
33	в отличие от	1	2
34	же время не	1	2
35	к тому чтобы	1	2
36	как и все	2	2
37	как мы знаем	1	2
38	что он в	1	2
39	и в этом	2	2
40	в его целом	8	2
41	так и в	4	2
42	о мире а	1	2
43	выходит за пределы	1	2
44	тем не менее	1	2
45	в большинстве случаев	2	2
46	мы увидим что	1	2
47	и т д	8	2
48	как мы видели	2	2
49	в пределах одного	1	2
50	так и не	1	1
51	как она есть	1	1
52	в социальной действительности	1	1
53	произведение должно было	1	1
54	или хотя бы	1	1
55	в чем же	1	1
56	всех без исключения	1	1
57	все это уже	1	1
58	в нашу задачу	1	1
59	прежде всего в	3	1
60	как и во	1	1
61	но даже и	1	1
62	какого бы то	1	1
63	в том и	1	1
64	может и не	1	1
65	художественных функций в	1	1
66	не приводит в	1	1
67	еще одна очень	1	1
68	в нем и	2	1
69	правда как мы	1	1
70	оно должно быть	1	1
71	и может стать	1	1
72	до сих пор	6	1
73	в строгом смысле	2	1
74	не только с	1	1
75	он должен быть	1	1
76	необходимо прежде всего	1	1
77	на самом же	1	1
78	в этом отношении	1	1
79	но для этого	1	1
80	резко отличается от	1	1
81	возможно лишь в	1	1
82	на первом плане	1	1
83	со всех сторон	1	1
84	как если бы	2	1
85	без исключения элементов	1	1
86	в своей статье	3	1
87	к тому что	1	1
88	в данном случае	1	1
89	но уже совсем	1	1
90	что на самом	1	1
91	не столько в	1	1
92	одна очень существенная	1	1
93	и как бы	1	1
94	даже и на	1	1
95	все более и	2	1
96	может быть и	3	1
97	основные линии его	1	1
98	это конечно не	1	1
99	но и с	1	1
100	его участие в	1	1
101	к одному знаменателю	1	1
102	не может и	1	1
103	и в том	1	1
104	строгом смысле этого	1	1
105	самом деле оно	1	1
106	в общем не	1	1
107	не могла не	1	1
108	определяется прежде всего	1	1
109	есть еще одна	1	1
110	в эту сторону	1	1
111	между этими двумя	1	1
112	раз и навсегда	1	1
113	происходит лишь перемещение	1	1
114	в свою очередь	6	1
115	друг для друга	1	1
116	дело идет о	2	1
117	не только не	2	1
118	но все эти	1	1
119	более и более	2	1
120	но все же	1	1
121	самом же деле	1	1
122	сочетать его с	1	1
123	как бы ни	3	1
124	в каждом своем	1	1
125	его с другими	1	1
126	мог бы быть	1	1
127	лишь в этом	1	1
128	в том что	1	1
129	и до конца	3	1
130	этом смысле можно	1	1
131	что и в	1	1
