N	2gram	Bakhtin_Pr_1	Freidism
1	таким образом	12	24
2	и не	31	23
3	не может	12	20
4	точки зрения	19	19
5	прежде всего	7	18
6	в этом	22	15
7	в его	24	15
8	и пр	3	15
9	с помощью	1	14
10	может быть	24	13
11	и его	14	12
12	все эти	9	11
13	как и	12	11
14	с точки	13	11
15	как бы	19	11
16	то что	15	11
17	самом деле	6	10
18	но в	7	10
19	его в	6	10
20	с ним	5	10
21	как мы	4	10
22	так и	7	10
23	и потому	6	10
24	с его	9	9
25	во всех	1	9
26	по отношению	8	9
27	и в	29	9
28	то же	14	8
29	не только	15	8
30	он не	5	8
31	в своей	8	8
32	еще не	5	8
33	оно и	1	8
34	что он	8	8
35	только в	10	8
36	так как	6	8
37	все это	6	8
38	и все	1	8
39	отношению к	8	8
40	все что	3	8
41	в самом	10	7
42	мы уже	2	7
43	отношение к	2	7
44	и наконец	4	7
45	ни в	3	7
46	мы видели	1	7
47	те же	2	7
48	к нему	6	7
49	один из	2	7
50	тот же	2	7
51	всяком случае	3	7
52	что же	4	7
53	сказать что	3	7
54	во всяком	5	7
55	в ней	2	6
56	за пределы	7	6
57	все те	2	6
58	так сказать	4	6
59	и с	4	6
60	и ее	2	6
61	точку зрения	6	6
62	того что	1	6
63	для него	18	6
64	вовсе не	7	6
65	никогда не	3	6
66	хотя бы	2	6
67	совершенно не	1	6
68	на самом	5	5
69	и на	7	5
70	он сам	3	5
71	и к	2	5
72	в этой	4	5
73	не в	7	5
74	мы должны	3	5
75	в то	10	5
76	сознанием и	1	5
77	в каком	1	5
78	могут быть	6	5
79	в себя	3	5
80	для этого	1	5
81	можно сказать	1	5
82	для того	1	5
83	в большинстве	2	5
84	большинстве случаев	2	5
85	а в	7	5
86	но и	14	5
87	с этим	2	5
88	в свою	1	5
89	что в	8	5
90	смысле слова	1	4
91	в зависимости	5	4
92	и за	1	4
93	той же	5	4
94	мы не	1	4
95	в которой	2	4
96	я не	3	4
97	зависимости от	5	4
98	но не	9	4
99	все же	9	4
100	не было	4	4
101	из этих	1	4
102	в пределах	13	4
103	с их	5	4
104	сознания с	2	4
105	в нем	19	4
106	всех этих	2	4
107	на этом	1	4
108	то ни	2	4
109	при этом	2	4
110	об этом	1	4
111	с другими	7	4
112	в жизни	2	4
113	в основе	4	4
114	же время	9	4
115	потому что	8	4
116	и для	4	4
117	к тому	1	4
118	если мы	1	4
119	того чтобы	1	4
120	данном случае	2	4
121	характер и	1	4
122	с самого	1	4
123	другими словами	1	4
124	конечно не	2	4
125	уже не	13	4
126	не дает	3	4
127	в котором	2	4
128	как раз	6	4
129	от того	4	4
130	и др	5	4
131	себя и	2	4
132	в данном	2	4
133	в мир	3	4
134	и о	5	4
135	в более	1	4
136	сознания и	5	4
137	этот вопрос	2	4
138	между ними	2	4
139	в таком	1	4
140	в объективном	2	3
141	зрения сознания	1	3
142	и есть	2	3
143	подхода к	1	3
