N	2gram	Losev_Prob_4	Tvorches
1	у достоевского	4	28
2	и в	20	21
3	как бы	4	17
4	романах достоевского	1	15
5	в то	4	15
6	то же	7	13
7	в его	3	13
8	в романах	2	13
9	достоевского в	1	12
10	то есть	27	12
11	как и	6	12
12	что в	3	12
13	с его	2	11
14	том что	12	11
15	все это	9	10
16	в романе	1	10
17	как в	5	8
18	он не	2	8
19	то что	15	8
20	в году	1	7
21	и на	3	7
22	но в	8	7
23	не только	24	7
24	при этом	6	7
25	тем самым	4	7
26	у него	1	7
27	и не	28	7
28	в том	20	7
29	в свою	1	7
30	в этом	9	6
31	достоевского не	1	6
32	в преступлении	1	6
33	человека в	3	6
34	в котором	2	6
35	не менее	10	6
36	и его	10	6
37	о том	5	6
38	и все	8	6
39	что он	8	6
40	для него	3	6
41	xix века	2	6
42	а в	4	6
43	жизни в	2	6
44	отнюдь не	10	5
45	все же	2	5
46	в этой	4	5
47	таким образом	8	5
48	вовсе не	21	5
49	в белых	1	5
50	в своих	1	5
51	в повести	1	5
52	его романов	1	5
53	потому что	15	5
54	как будто	11	5
55	белых ночах	1	5
56	только в	23	5
57	может быть	9	5
58	а не	7	5
59	но это	6	5
60	это уже	3	5
61	хотя бы	7	5
62	человека и	1	4
63	в петербурге	2	4
64	в своем	3	4
65	и как	3	4
66	в целом	1	4
67	о времени	1	4
68	это не	7	4
69	в своей	4	4
70	в эпилоге	3	4
71	не случайно	1	4
72	времени и	4	4
73	одной из	4	4
74	преступлении и	1	4
75	униженных и	1	4
76	прежде всего	11	4
77	на эту	1	4
78	не может	5	4
79	петербургская летопись	1	4
80	и от	6	4
81	процесса в	1	4
82	и оскорбленных	1	4
83	одним из	1	4
84	и наказании	1	4
85	и т	4	3
86	на самом	5	3
87	это и	4	3
88	не был	1	3
89	время в	1	3
90	со всеми	2	3
91	человеческих отношений	4	3
92	петербург достоевского	3	3
93	хотя и	5	3
94	в самом	2	3
95	тут и	4	3
96	в нем	5	3
97	в россии	1	3
98	на его	2	3
99	времени он	1	3
100	на земле	2	3
101	и по	2	3
102	в каждом	1	3
103	что все	1	3
104	и с	7	3
105	достоевского и	1	3
106	далеко не	2	3
107	в их	1	3
108	даже в	1	3
109	дело не	3	3
110	самого начала	1	3
111	дело в	2	3
112	никогда не	1	3
113	этой книги	1	3
114	стремится к	1	3
115	приходит к	2	3
116	с ее	2	3
117	и другие	1	3
118	с самого	1	3
119	в бесах	1	3
120	с ним	4	3
121	там же	2	3
122	добра и	1	3
123	того что	1	3
124	который в	1	3
125	по мнению	1	3
126	уже не	5	3
127	уже в	4	3
128	в виде	22	3
129	говорит о	2	3
130	не так	3	3
131	так как	5	3
132	в которой	2	3
133	связан с	1	3
134	и даже	9	3
135	с другой	7	3
136	но и	14	3
137	в рассказе	1	3
138	в идиоте	2	3
139	ни на	3	3
140	и будущего	1	3
141	но не	5	3
142	для человека	1	3
143	не существует	5	3
144	но если	6	3
145	жизни и	5	3
146	это в	1	3
147	так же	5	3
148	в нашей	1	2
149	того же	2	2
150	самом деле	3	2
151	по преимуществу	2	2
152	действительности и	5	2
153	есть не	6	2
154	на первом	1	2
155	но она	3	2
156	и красота	1	2
157	и он	2	2
158	в ней	7	2
159	не нужно	1	2
160	в чем	2	2
161	не то	2	2
162	если в	1	2
163	как к	1	2
164	когда он	1	2
165	говорит что	2	2
166	и наконец	4	2
167	и будущее	1	2
168	то в	2	2
169	в себе	12	2
170	на площади	1	2
171	что она	4	2
172	тем не	10	2
173	в принципе	1	2
174	отношений между	1	2
175	у пушкина	3	2
176	здесь мы	3	2
177	не будет	2	2
178	о котором	1	2
179	действительности в	1	2
180	известно что	1	2
181	на миг	2	2
182	и тем	7	2
183	в данном	6	2
184	в этих	5	2
185	жизни с	1	2
186	в философском	1	2
187	не в	13	2
188	самое время	2	2
189	по крайней	6	2
190	т п	1	2
191	однако в	2	2
192	и против	1	2
193	и притом	2	2
194	в основе	1	2
195	от жизни	1	2
196	но только	2	2
197	к ней	2	2
198	свидетельствует о	2	2
199	которого он	1	2
200	нет ни	4	2
201	могут быть	1	2
202	к тому	3	2
203	а что	1	2
204	в жизни	3	2
205	это время	1	2
206	в виду	6	2
207	данном случае	5	2
208	во главе	1	2
209	верит в	2	2
210	на том	1	2
211	и когда	2	2
212	так и	10	2
213	за то	1	2
214	здесь нет	3	2
215	об этом	6	2
216	стремление к	1	2
217	можно сказать	5	2
218	может не	1	2
219	настоящее время	1	2
220	одного из	1	2
221	что его	4	2
222	и оскорбленные	1	2
223	что и	3	2
224	себя но	1	2
225	крайней мере	6	2
226	каких бы	1	2
227	в литературе	2	2
228	значит что	8	2
229	тот же	2	2
230	униженные и	1	2
231	в качестве	10	2
232	так что	6	2
233	же и	3	2
234	и у	1	2
235	при помощи	10	2
236	из них	3	2
237	гоголя и	3	2
238	мы находим	2	2
239	представлений о	1	2
240	только на	2	2
241	именно в	7	2
242	что не	4	2
243	что для	1	2
244	до конца	1	2
245	и далее	1	2
246	его как	1	2
247	главе с	1	2
248	в частности	2	2
249	вместе с	5	2
250	пространства и	1	2
251	к жизни	1	2
252	еще более	2	2
253	первом плане	1	2
