N	3gram	Vinokur_St_1	Problemy
1	с точки зрения	8	9
2	до сих пор	7	8
3	не может быть	5	8
4	и не может	1	7
5	по отношению к	3	5
6	то же время	4	5
7	в то же	4	5
8	в самом деле	5	4
9	в том числе	2	4
10	том числе и	2	3
11	ведь и сам	1	3
12	с другой стороны	6	3
13	как и в	2	3
14	дело в том	4	2
15	в этом смысле	1	2
16	и в других	1	2
17	сами по себе	1	2
18	в узком смысле	1	2
19	но и в	2	2
20	можно было бы	8	2
21	это вовсе не	1	2
22	на этот вопрос	1	2
23	в том что	17	2
24	но в то	2	2
25	о том что	11	2
26	в свое время	2	2
27	сих пор не	1	2
28	в одном из	1	2
29	той или иной	1	2
30	и не в	1	2
31	у пушкина но	2	1
32	не может не	1	1
33	в той или	1	1
34	лишь то что	1	1
35	а вовсе не	1	1
36	одним и тем	2	1
37	быть ни в	1	1
38	в котором он	1	1
39	и даже не	2	1
40	также и в	1	1
41	том что он	1	1
42	а между тем	1	1
43	в том же	1	1
44	в этом случае	2	1
45	же как и	1	1
46	точки зрения его	1	1
47	и в то	1	1
48	хотя бы и	2	1
49	в той же	2	1
50	а может быть	1	1
51	ведь это не	1	1
52	и в этих	1	1
53	в первой книге	1	1
54	xviii и xix	1	1
55	может быть даже	1	1
56	может быть и	2	1
57	но дело в	1	1
58	так же как	3	1
59	в данном случае	6	1
60	и тем же	2	1
61	с одной стороны	2	1
62	в конце концов	1	1
63	если бы оно	1	1
64	же время оно	1	1
65	так или иначе	2	1
66	потому что она	1	1
67	во всяком случае	6	1
68	что как раз	1	1
69	в борисе годунове	2	1
70	из того же	1	1
71	на тему о	1	1
72	так и в	4	1
73	я хотел бы	1	1
74	другой стороны и	1	1
75	каждом из этих	1	1
76	что в нем	2	1
77	не только в	4	1
78	но все же	3	1
79	а не на	1	1
80	друг от друга	1	1
81	после того как	1	1
82	а во второй	2	1
83	к тому что	1	1
84	в каждом из	1	1
85	дело не в	2	1
