N	2gram	Berdyaev_V_1	Mirosoze
1	может быть	1	30
2	не только	2	29
3	и в	16	28
4	человеческого духа	1	26
5	но и	5	25
6	а не	7	25
7	человеческой природы	1	20
8	в этом	4	20
9	о свободе	2	18
10	не было	3	18
11	у него	1	17
12	не в	3	16
13	потому что	4	16
14	в ней	4	15
15	в своей	3	15
16	человека и	6	14
17	и есть	4	14
18	он был	1	14
19	никогда не	3	14
20	человека в	1	13
21	в нем	4	13
22	и это	2	12
23	в самом	1	11
24	для него	2	11
25	и не	20	11
26	во имя	32	10
27	в своем	1	10
28	бога и	5	10
29	что в	3	10
30	свободы и	12	10
31	в мире	5	10
32	прежде всего	2	10
33	что он	4	10
34	и потому	7	10
35	и все	4	10
36	те которые	2	9
37	с тем	2	9
38	не есть	6	9
39	в его	4	9
40	к человеку	1	9
41	человеке и	1	8
42	зла и	1	8
43	в котором	4	8
44	иван карамазов	1	8
45	но не	2	8
46	в человеке	1	8
47	ивана карамазова	2	7
48	не был	1	7
49	менее всего	1	7
50	но в	3	7
51	быть может	1	7
52	в конце	3	7
53	любви к	1	7
54	к нему	1	7
55	того что	5	7
56	нет ничего	3	7
57	должна быть	3	6
58	и на	1	6
59	в которой	1	6
60	лишь в	3	6
61	в этой	1	6
62	ведет к	1	6
63	свобода и	1	6
64	свободы не	1	6
65	христианского мира	1	6
66	все в	1	6
67	только в	2	6
68	вместе с	1	6
69	все это	5	6
70	человек и	1	6
71	в том	3	6
72	великом инквизиторе	5	5
73	христа в	3	5
74	нет и	2	5
75	свободы но	1	5
76	это не	2	5
77	как и	4	5
78	если нет	1	5
79	что есть	5	5
80	у нас	1	5
81	не могут	2	5
82	добра и	4	5
83	то что	9	5
84	у человека	1	5
85	и я	4	5
86	во христе	3	5
87	великого инквизитора	36	5
88	мира и	1	5
89	и зла	2	5
90	есть свобода	1	5
91	есть не	1	4
92	отношение к	1	4
93	духа и	2	4
94	зла в	1	4
95	чем у	1	4
96	не к	2	4
97	и по	1	4
98	против бога	4	4
99	в них	3	4
100	в этих	3	4
101	в их	1	4
102	в которых	1	4
103	есть путь	1	4
104	она не	1	4
105	в легенде	1	4
106	свободной любви	6	4
107	что и	3	4
108	хотел бы	1	4
109	один из	2	4
110	в человека	2	4
111	и свободы	2	4
112	к свободе	1	4
113	уже не	2	4
114	уже в	1	4
115	есть уже	2	4
116	о великом	4	4
117	а в	2	4
118	тем что	2	4
119	и вместе	1	4
120	свободе и	2	4
121	был в	1	4
122	бунт против	1	4
123	со свободой	1	4
124	с этой	1	4
125	на пути	1	4
126	от него	2	4
127	человека не	1	4
128	его не	2	3
129	не была	1	3
130	с его	3	3
131	к богу	8	3
132	этого мира	3	3
133	духа в	1	3
134	бы и	3	3
135	вера в	2	3
136	на том	2	3
137	и вот	1	3
138	свобода есть	1	3
139	на этом	1	3
140	и с	1	3
141	то есть	1	3
142	его личности	1	3
143	в жизни	3	3
144	для них	2	3
145	духа все	1	3
146	том что	2	3
147	человека есть	1	3
148	не имеет	3	3
149	ничего не	1	3
150	природы в	1	3
151	что свобода	1	3
152	к тому	3	3
153	в ее	1	3
154	для человеческого	1	3
155	свободы совести	4	3
156	нет у	4	3
157	свободы его	1	3
158	это очень	1	3
159	конечно не	2	3
160	христианство есть	1	3
161	свободы с	1	3
162	не так	2	3
163	так как	9	3
164	не хотел	2	3
165	свободной совести	1	3
166	что человек	1	3
167	себя и	1	3
168	в боге	5	3
169	ко всем	1	3
170	в мир	1	3
171	для человека	2	3
172	это значит	1	3
173	должно быть	3	3
174	для нас	2	3
175	христа и	1	3
176	хотя бы	3	3
177	будто бы	1	3
178	мы увидим	1	3
179	от природы	1	3
180	есть и	1	3
181	к чему	3	2
182	вопрос о	1	2
183	который был	1	2
184	в виду	1	2
185	истории в	1	2
186	себе и	1	2
187	в истории	8	2
188	как в	1	2
189	все же	1	2
190	есть что-то	1	2
191	от этого	3	2
192	личности но	1	2
193	все эти	3	2
194	бога в	1	2
195	самого себя	2	2
196	его свободы	1	2
197	к миру	1	2
198	людей и	2	2
199	и свободу	1	2
200	ничего выше	1	2
201	и подобие	1	2
202	мира сего	4	2
203	и мы	3	2
204	истории и	2	2
205	этот мир	1	2
206	любовь к	3	2
207	на земле	7	2
208	возжелал свободной	1	2
209	его есть	1	2
210	того чтобы	2	2
211	карамазова и	1	2
212	пути и	1	2
213	могут быть	2	2
214	чтобы человек	1	2
215	всего в	2	2
216	его с	1	2
