N	3gram	Losev_Prob_2	TeoriaLi
1	в том что	4	6
2	в то же	4	6
3	в данном случае	5	5
4	того или иного	5	5
5	более или менее	4	4
6	с другой стороны	5	3
7	тем не менее	12	3
8	можно сказать что	3	3
9	той или иной	1	3
10	в этом смысле	5	3
11	тот или иной	4	2
12	с одной стороны	5	2
13	и то же	1	2
14	а с другой	1	2
15	в нашем случае	1	2
16	так или иначе	6	2
17	и тем самым	1	2
18	не только не	2	2
19	сама по себе	4	2
20	не может быть	3	2
21	таким образом что	1	1
22	том что в	2	1
23	в чистом виде	3	1
24	в той или	1	1
25	это было бы	1	1
26	имеем в виду	2	1
27	подобно тому как	2	1
28	в настоящее время	16	1
29	в том числе	2	1
30	никак не может	2	1
31	может быть определен	1	1
32	в этом случае	7	1
33	или иной мере	1	1
34	в таком случае	10	1
35	и в то	1	1
36	только в условиях	1	1
37	можно говорить о	2	1
38	бы то ни	2	1
39	только то что	3	1
40	том числе и	2	1
41	также еще и	1	1
42	с самим собою	1	1
43	собственно говоря только	1	1
44	точно так же	3	1
45	и здесь мы	2	1
46	между собой и	2	1
47	и не возникает	1	1
48	по крайней мере	6	1
49	то или иное	2	1
50	в том случае	2	1
51	том случае если	1	1
52	может быть и	2	1
53	еще не есть	2	1
54	не только такие	1	1
55	содержит в себе	2	1
56	можно даже сказать	1	1
57	не совпадает с	2	1
58	здесь мы имеем	1	1
59	то ни было	1	1
60	именно такого рода	1	1
61	в известном смысле	1	1
62	о том о	1	1
63	в связи с	5	1
64	так же как	1	1
65	только о том	1	1
66	в то время	1	1
67	а в том	1	1
68	что даже в	1	1
69	в одном случае	1	1
70	имея в виду	2	1
71	это и есть	2	1
72	и а и	1	1
73	о том что	14	1
74	не все что	1	1
75	и прежде всего	2	1
76	ту или иную	1	1
77	мы имеем в	1	1
78	в этих случаях	1	1
79	больше и больше	1	1
80	в данном контексте	1	1
81	та или иная	2	1
82	том о чем	1	1
83	а в то	1	1
84	для того чтобы	2	1
85	было и не	1	1
86	о и а	1	1
