N	2gram	Propp_Isto_7	Myslijsy
1	потому что	9	46
2	в том	7	32
3	и в	24	30
4	может быть	14	28
5	то же	8	23
6	не только	21	21
7	только в	6	21
8	для нас	6	20
9	но и	11	19
10	того что	6	18
11	том что	10	18
12	то что	7	18
13	что в	13	17
14	по себе	1	16
15	и не	4	15
16	не в	9	15
17	в сознании	1	15
18	а не	8	15
19	таким образом	7	14
20	что и	8	13
21	так как	8	13
22	если бы	1	12
23	вместе с	7	12
24	а в	10	12
25	точно так	2	12
26	так и	5	11
27	как в	12	10
28	в этом	12	10
29	как и	6	10
30	в то	2	10
31	и что	10	10
32	мы не	4	9
33	только тогда	1	9
34	из этих	3	9
35	в нем	6	9
36	было бы	2	9
37	тогда когда	3	9
38	и то	1	8
39	в ней	1	8
40	в самом	2	8
41	от того	1	8
42	что не	2	8
43	что мы	3	8
44	только что	1	8
45	есть не	1	7
46	с одной	5	7
47	но не	6	7
48	с тем	1	7
49	и без	1	7
50	тем самым	1	7
51	тем что	6	7
52	как мы	3	7
53	так что	3	7
54	вовсе не	4	7
55	с другой	9	7
56	к тому	1	7
57	например в	3	6
58	то это	5	6
59	же что	2	6
60	с этим	2	6
61	же с	1	6
62	с ним	5	6
63	не имеет	4	6
64	указывает на	1	6
65	те же	1	6
66	там же	2	6
67	что он	21	6
68	уже не	2	6
69	то и	4	6
70	из них	2	6
71	но оно	2	6
72	не может	14	6
73	но это	3	6
74	и т	17	5
75	еще не	8	5
76	по отношению	1	5
77	независимо от	1	5
78	по которому	2	5
79	в своем	1	5
80	и как	1	5
81	думать что	2	5
82	и тем	2	5
83	в них	3	5
84	что я	1	5
85	к ней	2	5
86	как на	1	5
87	не могут	2	5
88	не менее	5	5
89	мысль о	1	5
90	по тому	1	5
91	уже в	3	5
92	только по	1	5
93	очевидно что	1	5
94	отношению к	1	5
95	должно быть	1	5
96	сказать что	2	5
97	только как	1	5
98	в действительности	2	5
99	не все	3	4
100	что именно	1	4
101	что это	6	4
102	он не	6	4
103	и по	3	4
104	и наоборот	1	4
105	мы видели	7	4
106	в один	2	4
107	и при	1	4
108	в котором	2	4
109	того как	3	4
110	и его	3	4
111	до того	1	4
112	для того	1	4
113	оно не	1	4
114	и это	2	4
115	то время	2	4
116	без сомнения	1	4
117	по мере	1	4
118	в его	1	4
119	один из	7	4
120	далеко не	1	4
121	если не	4	4
122	не дается	1	4
123	и потому	1	4
124	для понимания	1	4
125	все это	8	4
126	и от	2	4
127	тем более	2	4
128	мы должны	4	4
129	другой стороны	8	4
130	все что	1	4
131	только потому	1	3
132	и есть	1	3
133	оно есть	1	3
134	бы ни	1	3
135	и на	2	3
136	в чем	5	3
137	а только	1	3
138	ответ на	6	3
139	дает нам	1	3
140	более или	1	3
141	не можем	2	3
142	в целом	1	3
143	что она	5	3
144	при этом	4	3
145	т д	16	3
146	в силу	2	3
147	на свое	2	3
148	в каждом	1	3
149	не будет	2	3
150	и может	1	3
151	его в	3	3
152	этого не	2	3
153	или менее	1	3
154	как бы	4	3
155	что при	2	3
156	образом и	1	3
157	тем не	4	3
158	есть еще	2	3
159	тому что	2	3
160	на него	2	3
161	мере того	1	3
162	для себя	1	3
163	него самого	1	3
164	в образе	3	3
165	из двух	1	3
166	или в	8	3
167	том как	1	3
168	со стороны	2	3
169	никак не	1	3
170	можно сказать	1	3
171	к другой	1	3
172	к нему	7	3
173	вслед за	1	3
174	на которой	1	3
175	только на	2	3
176	в начале	1	3
177	за ним	1	3
178	никто не	1	3
179	прежде всего	2	3
180	друг друга	2	3
181	мы можем	4	3
182	до сих	2	3
183	именно в	1	3
184	такое же	2	3
185	одной стороны	5	3
186	там где	5	3
187	связь с	2	3
188	так же	6	3
189	сих пор	3	3
190	и оно	2	3
191	от нас	1	3
192	тем и	1	3
193	и все	6	3
194	от всего	1	3
195	здесь только	1	3
196	не знает	1	3
197	в которой	2	3
198	к этому	2	3
199	в таком	1	3
200	самом деле	1	2
201	но тем	2	2
202	нам кажется	1	2
203	в их	4	2
204	мы уже	4	2
205	что уже	1	2
206	не столько	3	2
207	все в	2	2
208	ему в	1	2
209	вопрос об	1	2
210	есть акт	1	2
211	то он	1	2
212	тогда как	3	2
213	отношение к	5	2
214	существование в	1	2
215	что они	3	2
216	нечто вроде	3	2
217	сама по	1	2
218	этой стороны	3	2
219	все же	9	2
220	и той	1	2
221	такое разложение	1	2
222	что по	2	2
223	как знак	1	2
224	со своей	2	2
225	та же	2	2
226	в этой	1	2
227	и тот	2	2
228	на то	3	2
229	свое место	2	2
230	не могла	1	2
231	и если	3	2
232	на его	2	2
233	не исчерпывают	1	2
234	из него	1	2
235	что ни	1	2
236	но все	4	2
237	могла бы	1	2
238	не дает	1	2
239	на все	1	2
240	входит в	1	2
241	как при	1	2
242	ни в	2	2
243	показывает что	8	2
244	не всегда	4	2
245	что собственно	2	2
246	и видит	1	2
247	во время	6	2
248	точки зрения	4	2
249	в своей	1	2
250	что такое	2	2
251	а как	1	2
252	в которых	1	2
253	несомненно что	1	2
254	выше мы	3	2
255	т п	1	2
256	что эта	1	2
257	она не	2	2
258	отличное от	1	2
259	в разных	1	2
260	в некотором	1	2
261	ему не	1	2
262	от этого	1	2
263	его с	1	2
264	так например	2	2
265	и о	2	2
266	в ее	2	2
267	так в	4	2
268	во многом	1	2
269	когда в	1	2
270	можно только	1	2
271	и с	1	2
272	об этом	6	2
273	о том	9	2
274	и та	1	2
275	но мы	1	2
276	должно было	2	2
277	от него	3	2
278	связь между	1	2
279	от них	1	2
280	в форме	2	2
281	как ее	1	2
282	по содержанию	1	2
283	мы видим	10	2
284	одной из	4	2
285	в какой	1	2
286	в первобытном	1	2
287	и после	2	2
288	том чтобы	3	2
289	связи с	3	2
290	в виде	1	2
291	но что	1	2
292	у него	10	2
293	в других	4	2
294	другой и	1	2
295	и даже	3	2
296	не один	1	2
297	тут же	1	2
298	а с	1	2
299	эти слова	1	2
300	к своему	1	2
301	по своему	1	2
302	он говорит	2	2
303	что же	1	2
304	с этой	6	2
305	перед нами	2	2
306	сознании и	1	2
307	то не	4	2
308	и наконец	3	2
309	же в	1	2
310	но этот	1	2
311	в свое	1	2
312	только одну	1	2
313	жизни и	1	2
314	это в	1	2
315	и наиболее	1	1
316	выражено в	2	1
317	отношения к	1	1
318	одним из	1	1
319	переходит к	1	1
320	мы здесь	2	1
321	не остается	1	1
322	не имел	1	1
323	вода есть	1	1
324	и должны	1	1
325	бы для	1	1
326	сидит в	1	1
327	чего не	1	1
328	из его	1	1
329	что эти	2	1
330	должна быть	1	1
331	по его	2	1
332	прямо а	1	1
333	его не	2	1
334	он уже	1	1
335	не встречает	1	1
336	если я	1	1
337	же следует	1	1
338	что если	1	1
339	которую мы	1	1
340	в первый	1	1
341	вопрос о	3	1
342	здесь можем	1	1
343	знакомый нам	1	1
344	который был	1	1
345	время как	2	1
346	но она	1	1
347	их имена	1	1
348	не вполне	3	1
349	как я	1	1
350	один пример	1	1
351	увидим ниже	1	1
352	того же	2	1
353	и он	3	1
354	с большим	1	1
355	он был	1	1
356	здесь не	2	1
357	бы то	1	1
358	без всякого	2	1
359	с его	3	1
360	особую силу	1	1
361	только после	2	1
362	не исчерпываются	1	1
363	от его	1	1
364	данном случае	3	1
365	он может	4	1
366	совсем не	1	1
367	легко может	1	1
368	заметим что	1	1
369	если в	2	1
370	его во	1	1
371	себе и	3	1
372	только путем	1	1
373	и другого	1	1
374	один и	1	1
375	которые не	2	1
376	из которого	1	1
377	первый взгляд	4	1
378	его на	2	1
379	поэтому всякое	1	1
380	как условие	2	1
381	некоторое время	1	1
382	стороны и	2	1
383	не сделает	2	1
384	совершенно другой	1	1
385	ср также	1	1
386	хотя и	3	1
387	когда он	3	1
388	из сознания	1	1
389	может получить	1	1
390	поздно и	1	1
391	имеет в	1	1
392	увидим что	2	1
393	но в	5	1
394	роль играет	1	1
395	но эта	2	1
396	духа в	1	1
397	на ней	3	1
398	потом уже	1	1
