N	3gram	Bakhtin_Pr_4	Dialekti
1	с точки зрения	9	9
2	в том что	2	9
3	ровно ничего не	1	6
4	не может быть	8	6
5	то же время	5	6
6	в то же	5	6
7	сама по себе	2	5
8	в этом смысле	2	4
9	есть прежде всего	1	3
10	знаете что такое	1	3
11	представим себе что	1	2
12	как и все	4	2
13	и в то	1	2
14	хотя бы и	1	2
15	сам по себе	3	2
16	в собственном смысле	1	2
17	но в то	2	2
18	ни на что	1	2
19	иметь в виду	1	2
20	по сравнению с	1	2
21	то что мы	1	2
22	но прежде всего	1	1
23	не знаете что	1	1
24	когда он является	1	1
25	не может не	1	1
26	бы в некотором	1	1
27	та же самая	1	1
28	прежде всего в	1	1
29	дело в том	2	1
30	на том же	1	1
31	из этих трех	2	1
32	и даже не	1	1
33	может не признать	1	1
34	же как и	1	1
35	у достоевского в	2	1
36	самом же деле	1	1
37	может быть иной	1	1
38	не было и	1	1
39	не могли быть	1	1
40	мы переходим к	1	1
41	в той же	1	1
42	не входит в	1	1
43	в отличие от	3	1
44	так как мы	1	1
45	можно сказать что	2	1
46	на самом же	1	1
47	же человек не	1	1
48	в себе и	1	1
49	того и другого	2	1
50	между собою и	1	1
51	до некоторой степени	1	1
52	всей нашей работы	1	1
53	рано или поздно	1	1
54	нет ничего что	1	1
55	и не в	2	1
56	возникает вопрос о	2	1
57	в жизни и	1	1
58	ад и рай	1	1
59	и есть подлинная	1	1
60	в данном случае	1	1
61	да и сама	1	1
62	не только в	1	1
63	мы не знаем	1	1
64	в конце концов	1	1
65	и в сущности	2	1
66	мы будем говорить	1	1
67	так или иначе	1	1
68	вот как он	1	1
69	в нем не	1	1
70	в связи с	1	1
71	а не как	1	1
72	в виду что	1	1
73	но только в	1	1
74	своими корнями в	1	1
75	как бы в	3	1
76	как мы имеем	1	1
77	их взаимоотношения и	1	1
78	было и не	1	1
79	гораздо сложнее и	1	1
80	и жизни и	1	1
81	его жизни и	1	1
82	в этом случае	1	1
83	другой стороны мы	1	1
84	о том что	2	1
85	и вместе с	1	1
86	если мы не	1	1
87	в пределах одной	1	1
88	и не может	7	1
89	есть уже не	1	1
90	он как бы	1	1
91	но все же	1	1
92	с другой стороны	3	1
93	не есть конечно	1	1
94	друг от друга	1	1
95	после того как	1	1
96	на что другое	1	1
97	но дело в	1	1
98	ну а что	1	1
99	в отношении к	2	1
100	а именно в	1	1
101	все это не	1	1
102	той или иной	2	1
