N	3gram	Berdyaev_M_1	Myshleni
1	для того чтобы	2	14
2	по отношению к	2	12
3	в том что	1	11
4	потому что он	1	5
5	по сравнению с	1	5
6	но он не	2	4
7	к тому чтобы	2	4
8	то время как	2	4
9	в то время	2	4
10	о том что	1	4
11	это значит что	3	4
12	иное отношение к	1	3
13	до сих пор	2	3
14	можно было бы	1	3
15	не может быть	17	3
16	потому что в	3	2
17	в самом деле	1	2
18	и не может	2	2
19	в зависимости от	1	2
20	что он не	2	2
21	в отличие от	1	2
22	не знает что	1	2
23	должно быть поставлено	1	2
24	вместе с тем	5	2
25	в высшей степени	2	2
26	не до конца	1	2
27	от того что	1	2
28	что иное как	1	1
29	не может не	2	1
30	в ней нет	1	1
31	отвечает не на	1	1
32	он мог бы	1	1
33	мы имеем в	1	1
34	имеем в виду	1	1
35	они не могут	1	1
36	нет у него	1	1
37	или потому что	1	1
38	как будет видно	1	1
39	занимает центральное место	1	1
40	не что иное	1	1
41	а не только	2	1
42	об отношении между	1	1
43	вообще не существует	1	1
44	и по отношению	1	1
45	психологической точки зрения	1	1
46	не могут быть	2	1
47	и ничего не	1	1
48	не только для	1	1
49	все более и	1	1
50	друг к другу	1	1
51	во всяком случае	1	1
52	он не знает	2	1
53	по своему значению	2	1
54	не было бы	5	1
55	бы установить что	1	1
56	между этими двумя	1	1
57	что он был	1	1
58	что совершается в	1	1
59	в котором она	1	1
60	том смысле что	1	1
61	и вместе с	4	1
62	и никогда не	1	1
63	более и более	1	1
64	в вопросе о	1	1
65	в том смысле	2	1
66	не знает и	1	1
67	но не может	1	1
68	одним из самых	1	1
