N	2gram	Tiupa_Narr_1	Myshleni
1	в процессе	1	27
2	и в	19	25
3	в развитии	1	24
4	в том	18	23
5	том что	14	20
6	внутренней речи	1	19
7	таким образом	1	17
8	так же	2	17
9	что в	3	17
10	в основе	5	16
11	как и	7	15
12	в его	9	15
13	то что	11	15
14	в этом	17	14
15	между собой	2	13
16	может быть	25	13
17	в целом	1	13
18	в качестве	21	12
19	могли бы	1	11
20	в мышлении	1	11
21	по своему	1	11
22	что они	3	10
23	перед нами	4	10
24	что и	1	10
25	было бы	4	10
26	того что	1	10
27	только в	4	10
28	как бы	4	10
29	и не	20	10
30	мы не	1	9
31	связи с	4	9
32	ни в	3	9
33	как в	7	9
34	как мы	3	8
35	тем что	3	8
36	не является	8	8
37	речи и	1	8
38	столь же	3	7
39	по своей	3	7
40	все эти	2	7
41	по себе	5	7
42	в области	2	7
43	уже в	3	7
44	мы можем	1	7
45	что мы	2	7
46	как это	6	7
47	же как	3	6
48	того же	1	6
49	совпадает с	1	6
50	и на	3	6
51	но не	5	6
52	потому что	1	6
53	как уже	1	6
54	от этого	1	6
55	представляет собой	13	6
56	не только	32	6
57	в силу	4	6
58	не может	10	6
59	мы видели	1	6
60	точки зрения	10	6
61	в отличие	5	6
62	не в	14	6
63	не менее	3	6
64	приходит к	2	6
65	в собственном	2	6
66	можно было	2	6
67	один из	3	6
68	что он	6	6
69	отличие от	5	6
70	со всеми	1	6
71	и у	1	6
72	с другой	8	6
73	в связи	2	6
74	благодаря этому	1	6
75	все же	7	6
76	одним из	2	5
77	мы уже	1	5
78	с ее	3	5
79	как говорит	3	5
80	и как	5	5
81	и к	1	5
82	отношения между	1	5
83	что это	3	5
84	при этом	9	5
85	к одному	1	5
86	и по	1	5
87	в поведении	1	5
88	тем не	3	5
89	но это	1	5
90	с другом	1	5
91	могут быть	3	5
92	и т.д	7	5
93	о том	6	5
94	так и	9	5
95	если бы	1	5
96	в этой	5	5
97	слов и	1	5
98	входит в	1	5
99	с одной	7	5
100	для него	2	5
101	именно в	6	5
102	из которых	4	5
103	одной стороны	7	5
104	друг с	1	5
105	мы имеем	2	4
106	еще не	7	4
107	отнюдь не	5	4
108	в своем	2	4
109	ни один	1	4
110	из этих	3	4
111	в известном	2	4
112	он не	3	4
113	и того	1	4
114	не мог	4	4
115	одного и	1	4
116	не столько	4	4
117	в то	3	4
118	этого слова	2	4
119	никогда не	3	4
120	в структуру	1	4
121	то и	1	4
122	не могут	1	4
123	встречается в	2	4
124	к тому	7	4
125	что оно	1	4
126	приводит к	2	4
127	мог бы	3	4
128	с ним	1	4
129	в какой	2	4
130	из них	3	4
131	от того	1	4
132	но и	23	4
133	прежде всего	4	4
134	независимо от	2	4
135	речевого общения	1	4
136	в смысле	1	4
137	и все	2	4
138	а в	11	4
139	сказать что	4	4
140	что понятие	1	4
141	мы увидим	1	4
142	в частности	14	4
143	которая не	1	4
144	как известно	2	3
145	переход от	4	3
146	то в	6	3
147	в котором	1	3
148	понятия но	1	3
149	но как	2	3
150	если в	3	3
151	с которыми	1	3
152	по отношению	7	3
153	когда он	3	3
154	в самом	1	3
155	формы в	1	3
156	но на	1	3
157	в случае	7	3
158	отдельных элементов	1	3
159	не как	2	3
160	и сам	1	3
161	на этом	1	3
162	его в	2	3
163	или менее	2	3
164	в которых	1	3
165	состоит в	13	3
166	их в	1	3
167	не могли	1	3
168	перед ним	1	3
169	отличается от	4	3
170	не есть	3	3
171	для образования	1	3
172	в себя	6	3
173	на том	3	3
174	когда в	1	3
175	является в	1	3
176	связаны с	1	3
177	вслед за	4	3
178	в него	1	3
179	с ними	1	3
180	дело с	2	3
181	внутренней речью	1	3
182	который в	2	3
183	между тем	3	3
184	от понятия	1	3
185	сами по	2	3
186	этом отношении	3	3
187	или иной	5	3
188	к которому	2	3
189	а с	3	3
190	связь с	1	3
191	наряду с	2	3
192	общения с	1	3
193	распадается на	1	3
194	с этой	1	3
195	в результате	2	3
196	между ними	2	3
197	другой стороны	4	3
198	в свою	3	3
199	имеет место	4	3
200	отношении но	1	2
201	в следующем	1	2
202	и то	1	2
203	только потому	1	2
204	между двумя	5	2
205	к другому	2	2
206	едва ли	1	2
207	он стоит	1	2
208	уже по	1	2
209	то же	4	2
210	и могут	1	2
211	а как	1	2
212	мы и	1	2
213	в чем	1	2
214	с его	6	2
215	при решении	1	2
216	что как	1	2
217	рода но	2	2
218	хотя и	3	2
219	что по	2	2
220	с нею	1	2
221	но все	4	2
222	речи но	1	2
223	в себе	8	2
224	на его	1	2
225	связей между	1	2
226	постольку поскольку	2	2
227	именно это	2	2
228	слова не	1	2
229	здесь мы	1	2
230	в нем	4	2
231	в совершенно	1	2
232	в мире	9	2
233	об этом	1	2
234	а по	2	2
235	зрения на	2	2
236	того или	2	2
237	с другими	1	2
238	от одного	2	2
239	из нее	1	2
240	в них	1	2
241	в общей	2	2
242	в один	1	2
243	на первый	2	2
244	таким же	1	2
245	часто не	1	2
246	место в	1	2
247	всякий раз	1	2
248	и другого	1	2
249	однако в	2	2
250	бы быть	3	2
251	тем самым	6	2
252	одна из	3	2
253	в плане	1	2
254	к изучению	1	2
255	для всего	1	2
256	вытекает из	1	2
257	имеем дело	2	2
258	на себя	3	2
259	и его	5	2
260	характер что	1	2
261	очень часто	1	2
262	той или	4	2
263	все еще	1	2
264	оно не	2	2
265	как они	1	2
266	не будет	3	2
267	но по	1	2
268	свою очередь	3	2
269	говорит и	2	2
270	и может	1	2
271	и здесь	1	2
272	внимание на	1	2
273	что каждый	1	2
274	одного из	4	2
275	а также	7	2
276	или иначе	3	2
277	и во	1	2
278	и только	2	2
279	другого в	1	2
280	все время	1	2
281	этом смысле	1	2
282	известном смысле	2	2
283	этой точки	2	2
284	связь и	1	2
285	мы будем	1	2
286	не происходит	1	2
287	уже не	5	2
288	ни было	3	2
289	в нашей	1	2
290	в начале	1	2
291	цели и	1	2
292	слова в	1	2
293	само по	1	2
294	каждый из	2	2
295	образом не	1	2
296	этой проблемы	1	2
297	и эта	1	2
298	окружающих его	1	2
299	к высшему	1	2
300	от всех	2	2
301	в речи	1	2
302	слова от	1	2
303	ни на	1	2
304	и потому	2	2
305	этого момента	1	2
306	к жизни	1	2
307	для обозначения	1	2
308	такого рода	7	2
309	тому как	2	2
310	в тех	1	2
311	фазу в	1	2
312	иначе говоря	6	2
313	является для	1	2
314	этом и	1	2
315	тому или	1	2
316	и для	2	2
317	которых он	1	2
318	и от	1	2
319	включает в	2	2
320	или в	2	2
321	о котором	1	2
322	и одновременно	2	2
323	для нас	1	2
324	и исходящие	1	2
325	же в	4	2
326	тот же	1	2
327	но всегда	1	2
328	что слова	1	2
329	в готовом	1	2
330	направленной на	1	2
331	или иного	2	2
332	отношению к	6	2
333	этот момент	1	2
334	в таком	2	2
335	в роли	2	2
336	отношения к	2	1
337	также и	1	1
338	сам по	1	1
339	даже если	1	1
340	которое мы	1	1
341	и чрезвычайно	1	1
342	и до	2	1
343	на две	1	1
344	из его	1	1
345	сама не	1	1
346	речи которая	1	1
347	видеть в	1	1
348	действительности и	1	1
349	с таким	1	1
350	по его	1	1
351	например в	2	1
352	есть не	1	1
353	речевой деятельности	1	1
354	им самим	1	1
355	бы уже	1	1
356	в единой	1	1
357	при анализе	1	1
358	есть нечто	1	1
359	и через	1	1
360	в какой-либо	1	1
361	что иное	2	1
362	от друга	1	1
363	ему в	2	1
364	и он	3	1
365	для окружающих	1	1
366	иное как	2	1
367	нам представляется	1	1
368	бы то	3	1
369	служит для	1	1
370	во всех	1	1
371	не отличается	2	1
372	бы она	1	1
373	без которого	1	1
374	на другой	2	1
375	не требует	1	1
376	совсем не	1	1
377	эта особенность	1	1
378	очевидно что	1	1
379	как справедливо	2	1
380	отношение к	2	1
381	быть так	1	1
382	друг от	1	1
383	форме и	1	1
384	речи именно	1	1
385	другому не	1	1
386	с чисто	1	1
387	исследований в	1	1
388	насколько и	1	1
389	третьей и	2	1
390	не являются	2	1
391	более или	2	1
392	в действительности	1	1
393	к конкретным	1	1
394	или иную	2	1
395	них как	1	1
396	за собой	4	1
397	та же	2	1
398	бы не	2	1
399	ни одна	1	1
400	самым существенным	1	1
401	тому же	5	1
402	жизнью и	2	1
403	с чем	2	1
404	от его	1	1
405	это путь	1	1
406	он ни	1	1
407	раз когда	1	1
408	собой не	2	1
409	отношений между	1	1
410	однако он	1	1
411	по существу	2	1
412	том чтобы	1	1
413	подобно тому	2	1
414	что ни	1	1
415	ясно не	1	1
