N	2gram	Bakhtin_Pr_4	Psycholo
1	то что	4	37
2	и в	46	30
3	в том	9	27
4	что в	4	24
5	и что	3	23
6	потому что	4	23
7	том что	4	21
8	того чтобы	1	20
9	таким образом	4	20
10	все время	2	20
11	как бы	19	19
12	на то	3	17
13	что он	6	17
14	не только	14	16
15	и мы	1	16
16	если мы	5	16
17	в этом	16	14
18	в самом	9	14
19	то есть	40	13
20	как раз	7	13
21	так же	3	13
22	в сущности	7	12
23	с одной	1	12
24	одной стороны	1	12
25	вместе с	2	12
26	может быть	23	11
27	если бы	3	11
28	что мы	2	11
29	как на	1	11
30	о том	5	10
31	и то	1	9
32	никогда не	6	9
33	увидим что	2	9
34	так как	5	9
35	с другой	3	9
36	для этого	2	9
37	не может	19	9
38	сказать что	2	9
39	мы увидим	6	9
40	самом деле	4	8
41	мы имеем	3	8
42	что это	1	8
43	он должен	1	8
44	при этом	5	8
45	не в	10	8
46	к тому	2	8
47	и это	3	8
48	тому что	1	8
49	мы видим	1	8
50	а не	11	8
51	могут быть	2	8
52	то же	6	7
53	но не	4	7
54	все же	4	7
55	и как	2	7
56	в нем	17	7
57	точки зрения	11	7
58	по себе	7	7
59	этих двух	4	7
60	мы можем	4	7
61	героя и	4	7
62	как это	1	7
63	мы уже	3	6
64	что если	1	6
65	в своем	3	6
66	и если	1	6
67	что она	1	6
68	на этом	3	6
69	что все	1	6
70	как и	12	6
71	никак не	3	6
72	у шекспира	1	6
73	и его	6	6
74	как будто	1	6
75	когда мы	1	6
76	или в	8	6
77	и здесь	4	6
78	о котором	2	6
79	и тем	2	6
80	уже в	4	6
81	тем что	3	6
82	но и	12	6
83	именно в	1	6
84	кажется нам	1	6
85	и не	27	6
86	и для	3	6
87	совершенно не	4	6
88	жизни и	5	6
89	и есть	1	5
90	еще не	7	5
91	когда он	2	5
92	в себе	7	5
93	в целом	1	5
94	в этой	3	5
95	было бы	3	5
96	рядом с	5	5
97	несмотря на	1	5
98	сих пор	8	5
99	как мы	12	5
100	но в	6	5
101	один из	1	5
102	в двух	1	5
103	только в	6	5
104	именно на	1	5
105	до сих	8	5
106	а с	1	5
107	совершенно очевидно	1	5
108	и потому	1	5
109	бы в	3	5
110	другой стороны	3	5
111	в своих	1	5
112	то это	3	4
113	в виду	4	4
114	в ней	1	4
115	стороны и	2	4
116	могли бы	1	4
117	и к	9	4
118	мы говорили	1	4
119	в них	1	4
120	в своей	3	4
121	не могли	2	4
122	у нас	2	4
123	мы найдем	1	4
124	указывает на	2	4
125	по сравнению	1	4
126	и совершенно	2	4
127	в его	9	4
128	на одном	1	4
129	в него	6	4
130	этот вопрос	2	4
131	только на	3	4
132	в конце	3	4
133	должен был	1	4
134	прежде всего	9	4
135	которых мы	1	4
136	как ни	1	4
137	там где	2	4
138	уже давно	1	4
139	в частности	1	4
140	сравнению с	1	4
141	в результате	2	4
142	от него	1	4
143	и все	9	4
144	а в	2	4
145	не есть	1	4
146	сам по	3	3
147	тем же	3	3
148	в их	4	3
149	той же	3	3
150	мы не	4	3
151	и о	3	3
152	из того	1	3
153	в каждой	1	3
154	и на	11	3
155	события в	1	3
156	противоположных направлениях	1	3
157	в ее	1	3
158	как в	4	3
159	и наконец	4	3
160	из этих	3	3
161	на его	1	3
162	он не	4	3
163	не как	3	3
164	в силу	1	3
165	одно и	1	3
166	можно было	2	3
167	человека в	1	3
168	в другом	2	3
169	об этом	2	3
170	это не	5	3
171	эти два	1	3
172	ни в	6	3
173	очень легко	1	3
174	и уже	1	3
175	в этих	4	3
176	одним и	1	3
177	вопрос о	2	3
178	но он	3	3
179	и вся	1	3
180	вовсе не	9	3
181	с теми	1	3
182	самого начала	1	3
183	одна из	2	3
184	он только	2	3
185	иметь в	1	3
186	но только	1	3
187	с другом	5	3
188	не могут	3	3
189	что при	1	3
190	данном случае	1	3
191	с самого	1	3
192	так в	2	3
193	идет речь	1	3
194	что у	1	3
195	так и	4	3
196	времени и	2	3
197	это только	1	3
198	остановимся на	2	3
199	и поэтому	1	3
200	что и	3	3
201	и только	3	3
202	формой и	1	3
203	так что	2	3
204	для него	2	3
205	у него	5	3
206	из двух	1	3
207	что на	1	3
208	со стороны	1	3
209	и между	6	3
210	чем у	3	3
211	на этот	2	3
212	была бы	1	3
213	в данном	2	3
214	в той	3	3
215	это есть	1	3
216	друг с	5	3
217	на самое	1	3
218	героя в	3	3
219	дело и	1	3
220	для нас	2	3
221	целый ряд	2	3
222	хотя бы	2	3
223	обстоит дело	1	3
224	в свою	1	3
225	и другие	3	3
226	по поводу	1	3
227	это в	1	3
228	к этому	1	3
229	в таком	1	3
230	катарсис в	1	2
231	ту же	2	2
232	же как	2	2
233	того же	3	2
234	своими собственными	1	2
235	почти не	2	2
236	из самых	1	2
237	к другому	5	2
238	по преимуществу	1	2
239	и до	3	2
240	должна быть	2	2
241	отношения к	2	2
242	а как	2	2
243	это совершенно	1	2
244	он как	2	2
245	но она	2	2
246	два совершенно	1	2
247	и он	6	2
248	почти на	1	2
249	собой в	1	2
250	между собой	1	2
251	в последних	1	2
252	со словами	1	2
253	с его	5	2
254	во всех	5	2
255	различия между	1	2
256	на самом	1	2
257	по отношению	5	2
258	себе и	3	2
259	отличие от	3	2
260	время на	1	2
261	друг от	1	2
262	в центре	3	2
263	в одной	2	2
264	от друга	1	2
265	с этим	2	2
266	перед нами	12	2
