N	3gram	Losev_Dial_4	KulturaY
1	для того чтобы	5	15
2	в том что	9	15
3	и т д	15	14
4	с точки зрения	9	9
5	то обстоятельство что	1	8
6	только потому что	1	6
7	с другой стороны	1	6
8	о том что	1	5
9	в зависимости от	1	5
10	по крайней мере	7	5
11	не в том	4	4
12	т е как	1	4
13	хотя бы в	1	4
14	тем не менее	2	4
15	в этом смысле	4	3
16	о том как	2	3
17	в связи с	1	3
18	в свою очередь	2	3
19	не может быть	6	3
20	все это не	1	3
21	в силу того	1	2
22	на то что	3	2
23	так или иначе	1	2
24	т е о	3	2
25	т д и	3	2
26	что это только	1	2
27	в этом случае	1	2
28	того чтобы дать	1	2
29	рано или поздно	1	2
30	и вовсе не	1	2
31	т е в	2	2
32	то же время	6	2
33	д и т	2	2
34	хотя бы и	2	2
35	этой точки зрения	2	2
36	речь идет о	1	2
37	но все же	1	2
38	в то же	6	2
39	но прежде всего	1	1
40	я мог бы	1	1
41	что с ними	1	1
42	что иное как	8	1
43	когда он является	1	1
44	это делается в	1	1
45	не в силах	1	1
46	что в этом	1	1
47	в силу этого	1	1
48	том как должно	1	1
49	есть все что	1	1
50	не могло не	1	1
51	этом смысле есть	1	1
52	в данный момент	2	1
53	как только мы	2	1
54	заключается не в	1	1
55	как это делается	1	1
56	иметь в виду	2	1
57	на том же	1	1
58	т е она	2	1
59	это было бы	1	1
60	не говоря уже	3	1
61	что в данном	1	1
62	их подлинный смысл	1	1
63	того или другого	2	1
64	имеется в виду	3	1
65	что с точки	1	1
66	том случае если	1	1
67	и в то	2	1
68	есть в сущности	2	1
69	может уже быть	1	1
70	только для того	1	1
71	можно говорить о	1	1
72	в отличие от	1	1
73	в себе и	1	1
74	но для этого	1	1
75	в подлинном смысле	1	1
76	а вместе с	1	1
77	в собственном смысле	2	1
78	д все это	1	1
79	с этой точки	2	1
80	и не в	1	1
81	в том случае	1	1
82	в это время	1	1
83	таким образом есть	1	1
84	как раз то	1	1
85	так же невозможно	1	1
86	ничего общего с	2	1
87	мы видели уже	1	1
88	того что он	4	1
89	не только в	1	1
90	не может уже	1	1
91	т д все	2	1
92	на своем месте	1	1
93	тех или иных	1	1
94	и вместе с	1	1
95	ясно что в	1	1
96	и с этой	1	1
97	она и может	1	1
98	это не мешает	1	1
99	та или иная	2	1
100	хотя бы на	1	1
101	то ни другое	1	1
102	как одно из	1	1
103	и иначе например	1	1
104	само по себе	4	1
105	т д это	1	1
106	что он есть	4	1
107	т е чтобы	1	1
108	ни в каком	4	1
109	т е все	1	1
110	вместе с ним	1	1
111	ни то ни	1	1
112	вовсе не в	2	1
113	вовсе не есть	1	1
114	от того что	2	1
115	уже не просто	1	1
116	лишь в том	1	1
117	с тем что	1	1
118	далеко еще не	1	1
119	что это есть	3	1
120	той или иной	1	1
121	поскольку речь идет	1	1
122	если бы было	1	1
123	друг от друга	1	1
124	точки зрения законов	1	1
125	после того как	1	1
126	что оно не	2	1
127	на себе следы	1	1
128	не что иное	8	1
129	т е не	2	1
130	бьют мимо цели	1	1
131	точно так же	2	1
132	только тогда когда	4	1
133	для этого необходимо	1	1
