N	3gram	Potebnia_M_2	Istorich
1	с другой стороны	2	8
2	и т д	3	8
3	с одной стороны	3	7
4	в этом случае	1	6
5	в том что	7	5
6	до сих пор	4	4
7	о том что	1	4
8	о том как	1	3
9	вместе с тем	1	3
10	так как это	1	3
11	то время как	3	3
12	но так как	1	3
13	мы видели что	1	3
14	в то время	4	3
15	не может быть	2	3
16	в некоторых случаях	2	2
17	во всяком случае	7	2
18	но все же	1	2
19	после того как	2	2
20	как и в	1	2
21	что и в	1	2
22	тогда как на	1	1
23	в подобных случаях	1	1
24	должны быть признаны	1	1
25	что с ним	1	1
26	только потому что	2	1
27	мере того как	4	1
28	которой как говорят	1	1
29	приводит в движение	1	1
30	более или менее	8	1
31	как в нем	1	1
32	том что он	1	1
33	по мере того	4	1
34	нам кажется что	2	1
35	одной стороны и	1	1
36	то и другое	4	1
37	и не может	1	1
38	и то и	1	1
39	в таком случае	2	1
40	друг на друга	1	1
41	таким образом в	2	1
42	с тем что	1	1
43	но это не	1	1
44	к мысли о	1	1
45	не может но	1	1
46	со всех сторон	1	1
47	с этой точки	1	1
48	и тем не	1	1
49	одно и то	2	1
50	зависит не от	1	1
51	все же есть	1	1
52	но в таком	1	1
53	а там где	1	1
54	не потому что	1	1
55	образом мы можем	1	1
56	можно заметить что	1	1
57	и то же	2	1
58	на первых порах	1	1
59	между человеком и	1	1
60	мы не видим	1	1
61	все же не	1	1
62	из нашего сознания	1	1
63	что у него	1	1
64	время как она	1	1
65	что мы видим	1	1
66	в том смысле	4	1
67	и вопрос этот	1	1
68	от того что	4	1
69	том смысле что	1	1
70	так и в	2	1
71	и тем самым	1	1
72	потому что мы	1	1
73	подобно тому как	4	1
74	не менее в	1	1
75	на то что	3	1
76	всегда может быть	1	1
77	мы легко можем	1	1
78	тем не менее	5	1
79	в сравнении с	2	1
80	для того чтобы	2	1
81	что у нас	1	1
82	во-первых потому что	1	1
83	здесь как и	1	1
84	смысле этого слова	3	1
