N	3gram	Tiupa_Lite_1	Istorich
1	с другой стороны	1	8
2	не только в	4	5
3	о том что	2	5
4	с одной стороны	2	4
5	на первый взгляд	1	4
6	тем не менее	2	4
7	в том что	11	4
8	этой точки зрения	3	3
9	в ответ на	1	3
10	с этой точки	3	3
11	не может быть	1	3
12	в данном случае	4	3
13	между прочим и	1	2
14	в одной из	1	2
15	до сих пор	1	2
16	в этом и	1	2
17	ведет свое начало	1	2
18	но все же	1	2
19	потому что я	1	1
20	на том что	1	1
21	не в состоянии	1	1
22	только потому что	1	1
23	с точки зрения	2	1
24	состоит в том	5	1
25	он не мог	1	1
26	а не в	1	1
27	по отношению к	2	1
28	в самом деле	1	1
29	дело не только	2	1
30	только в том	2	1
31	в чистом виде	1	1
32	в зависимости от	1	1
33	в другом месте	1	1
34	бы то ни	1	1
35	в большинстве случаев	1	1
36	можно было бы	1	1
37	и нет необходимости	1	1
38	он играет с	1	1
39	тогда как в	1	1
40	в этой связи	1	1
41	то ни было	1	1
42	по существу в	1	1
43	может быть это	3	1
44	от меня от	1	1
45	в связи с	4	1
46	не может и	1	1
47	на вопрос что	1	1
48	этом и нет	1	1
49	к себе в	1	1
50	его принадлежности к	1	1
51	одна из форм	1	1
52	и тем более	1	1
53	с собой в	1	1
54	не только на	1	1
55	ту или иную	2	1
56	во второй половине	1	1
57	тем более не	1	1
58	убивают своих возлюбленных	1	1
