N	2gram	Losev_Dial_2	PoTuStor
1	может быть	20	17
2	и в	19	16
3	и пр	5	12
4	в этом	8	9
5	и проч	1	9
6	таким образом	4	9
7	и только	4	9
8	мы можем	1	9
9	прежде всего	8	9
10	и с	5	8
11	точки зрения	12	8
12	в психике	1	8
13	и его	5	8
14	не может	9	8
15	совершенно не	7	8
16	не только	19	7
17	сказать что	10	7
18	я и	2	6
19	самом деле	4	6
20	конечно не	6	6
21	при этом	4	6
22	с точки	8	6
23	и это	5	6
24	и к	7	6
25	еще не	4	5
26	в чем	3	5
27	все эти	2	5
28	что такое	3	5
29	только для	1	5
30	ни в	10	5
31	нуждается в	3	5
32	как бы	14	5
33	на самом	2	4
34	и ее	1	4
35	и на	1	4
36	отнюдь не	6	4
37	но в	2	4
38	в этой	3	4
39	в нем	10	4
40	и может	6	4
41	его в	3	4
42	в один	3	4
43	все это	4	4
44	самого начала	2	4
45	как мы	3	4
46	с ее	2	4
47	с самого	2	4
48	так и	10	4
49	но мы	2	4
50	можно сказать	5	4
51	в его	1	4
52	а потому	2	4
53	с ними	2	4
54	только в	5	4
55	и их	3	4
56	так как	14	4
57	и даже	14	4
58	но и	12	4
59	и не	30	4
60	и все	12	4
61	хотя бы	4	4
62	все что	1	4
63	тех же	1	3
64	и значение	1	3
65	во всех	2	3
66	в общем	2	3
67	и есть	4	3
68	и как	10	3
69	с их	1	3
70	чувств и	1	3
71	и теперь	1	3
72	и вот	4	3
73	их в	2	3
74	на этом	2	3
75	этом смысле	1	3
76	реальности и	2	3
77	том что	10	3
78	во время	2	3
79	сих пор	2	3
80	в одном	4	3
81	по крайней	9	3
82	и притом	7	3
83	в основе	1	3
84	до сих	2	3
85	чем не	1	3
86	и оно	1	3
87	те же	1	3
88	мира и	1	3
89	по сравнению	1	3
90	крайней мере	9	3
91	и она	2	3
92	в том	14	3
93	только на	1	3
94	мы знаем	1	3
95	всяком случае	2	3
96	даже не	1	3
97	в области	2	3
98	и др	1	3
99	пр и	1	3
100	вместе с	2	3
101	и потому	5	3
102	как это	7	3
103	сравнению с	1	3
104	могут быть	4	3
105	что в	7	3
106	в этих	3	3
107	а в	4	3
108	то что	14	3
109	только как	3	3
110	жизни и	6	3
111	во всяком	2	3
112	же как	3	2
113	в самом	5	2
114	мы уже	8	2
115	мы не	1	2
116	и о	1	2
117	говорить о	5	2
118	что можно	1	2
119	того же	1	2
120	и говорить	2	2
121	на них	1	2
122	на высоте	1	2
123	из этих	1	2
124	совсем не	1	2
125	но как	5	2
126	нет и	1	2
127	за пределы	4	2
128	меньше всего	1	2
129	с этим	3	2
130	что это	10	2
131	но ведь	2	2
132	вообще не	1	2
133	он не	4	2
134	и по	4	2
135	в глубину	3	2
136	то же	12	2
137	по своему	5	2
138	связанные с	1	2
139	нечего и	1	2
140	и мы	3	2
141	было бы	3	2
142	в жизни	2	2
143	в них	1	2
144	всю жизнь	1	2
145	как и	10	2
146	между собою	3	2
147	потому и	1	2
148	на первый	1	2
149	в своей	8	2
150	почти не	1	2
151	знаем что	1	2
152	можем сказать	1	2
153	не менее	3	2
154	в науке	2	2
155	не нуждается	4	2
156	социального и	1	2
157	никогда не	9	2
158	только и	2	2
159	понятия и	1	2
160	и исторического	1	2
161	что на	2	2
162	в каком	4	2
163	все то	1	2
164	не могут	4	2
165	на границе	1	2
166	и всех	1	2
167	что оно	4	2
168	существует только	1	2
169	не будет	2	2
170	как не	2	2
171	только то	4	2
172	быть может	1	2
173	и вообще	6	2
174	с ним	4	2
175	о том	5	2
176	путь к	1	2
177	что и	5	2
178	во всей	1	2
179	может иметь	3	2
180	сновидения и	1	2
181	оно и	1	2
182	мы видим	2	2
183	что он	6	2
184	и действительно	1	2
185	поэтому и	1	2
186	всех его	1	2
187	со всеми	1	2
188	есть в	2	2
189	с нею	3	2
190	если мы	2	2
191	на этих	1	2
192	в душе	7	2
193	эти понятия	1	2
194	для меня	1	2
195	к ним	1	2
196	при всей	1	2
197	у него	1	2
198	момент в	2	2
199	явлений на	1	2
200	оно не	1	2
201	себя и	1	2
202	что не	6	2
203	не на	2	2
204	остается и	1	2
205	что мы	2	2
206	в одно	5	2
207	в частности	2	2
208	так же	2	2
209	чувства и	1	2
210	с этой	1	2
211	в свое	1	2
212	внешний мир	1	2
213	своей жизни	1	2
214	но это	7	2
215	это последнее	1	2
216	и образы	2	2
217	не существует	1	2
218	сознания и	5	2
219	в голову	1	2
220	но зато	1	2
221	нет никаких	1	2
222	не есть	47	2
223	из тех	1	2
224	все остальные	1	2
225	не знает	1	2
226	есть и	6	2
227	ее в	2	2
228	можно назвать	1	2
229	они не	3	2
230	говоря о	1	1
231	потом и	1	1
232	человека и	2	1
233	и то	7	1
234	мыслей чувств	1	1
235	он может	2	1
236	это и	3	1
237	самый предмет	1	1
238	далее и	1	1
239	что эти	2	1
240	века в	1	1
241	его не	2	1
242	со всех	1	1
243	мы имеем	3	1
244	что если	3	1
245	вопрос о	3	1
246	одних и	1	1
247	нам в	1	1
248	миф можно	1	1
249	так чтобы	2	1
250	оно есть	3	1
251	я не	6	1
252	как я	2	1
253	но даже	1	1
254	зависимости от	2	1
255	живое существо	2	1
256	всех сторон	1	1
257	в ней	2	1
258	и ценность	1	1
259	он был	1	1
260	иное как	3	1
261	не был	1	1
262	бы то	1	1
263	но не	6	1
264	науке или	1	1
265	процессов но	1	1
266	что они	6	1
267	только путем	1	1
268	к сожалению	2	1
269	нашего сознания	1	1
270	в материальном	1	1
271	первый взгляд	1	1
272	общего с	1	1
273	дает нам	1	1
274	она как	1	1
275	сам же	1	1
276	все же	4	1
277	однако не	1	1
278	когда он	1	1
279	что по	2	1
280	это просто	1	1
281	есть ли	5	1
282	от этого	3	1
283	к чему	1	1
284	уже не	3	1
285	та же	4	1
286	сказать о	1	1
287	чем бы	1	1
288	на некоторых	1	1
289	влечение к	1	1
290	как он	4	1
291	жизнь как	1	1
292	во многих	1	1
293	на его	2	1
294	что она	14	1
295	главным образом	1	1
296	по самому	1	1
297	время и	2	1
298	с принципом	1	1
299	наконец мы	2	1
300	есть та	3	1
301	именно и	1	1
302	образом и	1	1
303	душу и	1	1
304	свое время	1	1
305	из него	1	1
306	подобно тому	1	1
307	религиозных и	1	1
308	с чем	1	1
309	без исключения	1	1
310	по его	1	1
311	от нее	1	1
312	то ни	1	1
313	как они	3	1
314	в мире	2	1
315	по смыслу	1	1
316	на все	2	1
317	теми которые	1	1
318	страдание или	1	1
319	в единую	1	1
320	образ не	1	1
321	это было	3	1
322	мы на	1	1
323	может стать	1	1
324	уже знаем	3	1
325	на почве	1	1
326	форму и	1	1
327	ни разу	1	1
328	истории и	1	1
329	весь мир	1	1
330	ведь она	1	1
331	не ясно	1	1
332	он действительно	1	1
333	с тем	2	1
334	одна и	4	1
335	несмотря на	2	1
336	представляет себе	1	1
337	форма и	3	1
338	действительно не	1	1
339	понятием о	1	1
340	смысл и	2	1
341	одного и	1	1
342	и еще	1	1
343	нужно только	1	1
344	но если	1	1
345	что есть	2	1
346	обыденной жизни	1	1
347	даже материалист	1	1
348	никакому сомнению	1	1
349	ли так	1	1
350	что я	2	1
351	этого никогда	1	1
352	но эта	1	1
353	не будем	1	1
354	времени не	1	1
355	творчества и	1	1
356	друг другу	1	1
357	оно само	1	1
358	вещей и	3	1
359	на всю	2	1
360	и почти	3	1
361	человека но	2	1
362	же мы	3	1
363	вернемся к	1	1
364	можно ли	3	1
365	иной раз	5	1
366	есть прежде	1	1
367	с теми	1	1
368	в смысле	5	1
369	тогда когда	6	1
370	одна из	1	1
371	в сущности	2	1
372	в самых	1	1
373	что иное	3	1
374	только не	2	1
375	не имеет	1	1
376	это мы	2	1
377	или прямо	2	1
378	наука и	2	1
379	и всегда	1	1
380	ничего не	3	1
381	эта сторона	1	1
382	обратим внимание	2	1
383	она хочет	1	1
384	во всем	1	1
385	мире и	2	1
386	сознание это	1	1
387	связи с	4	1
388	в виду	5	1
389	следует что	2	1
390	уже и	2	1
391	и делает	2	1
392	мы и	1	1
393	тела и	5	1
394	с другом	1	1
395	от того	4	1
396	у меня	3	1
397	или только	1	1
398	нам что	1	1
399	и такие	1	1
400	похож на	1	1
401	отличается от	1	1
402	же самое	2	1
403	должны быть	3	1
404	к тому	2	1
405	той или	4	1
406	как некое	1	1
407	наконец что	1	1
408	она не	8	1
409	как известно	2	1
410	на какую-нибудь	1	1
411	опираясь на	1	1
412	бы по	1	1
413	как таковым	2	1
414	из всего	2	1
415	своего развития	1	1
416	всем этим	1	1
417	может совершенно	1	1
418	без всякого	4	1
419	данном случае	2	1
420	важно только	1	1
421	культуры и	2	1
422	приводит к	1	1
423	половые органы	1	1
424	и что	5	1
425	например о	1	1
426	в другом	4	1
427	времени и	9	1
428	утверждаем что	1	1
429	мог бы	1	1
430	еще в	1	1
431	именно этот	1	1
432	это только	3	1
433	даны в	3	1
434	из одного	1	1
435	в глубине	1	1
436	в разных	3	1
437	и здесь	1	1
438	в порядке	1	1
439	надо только	1	1
440	внимание на	1	1
441	и та	6	1
442	пр в	1	1
443	наслаждение и	1	1
444	любви к	1	1
445	нас в	1	1
446	но весь	1	1
447	эти два	2	1
448	на одном	1	1
449	никаких сомнений	1	1
450	и содержания	1	1
451	быть даже	1	1
452	нельзя сказать	4	1
453	и можно	2	1
454	наконец в	1	1
455	нем и	2	1
456	все время	3	1
457	в которую	1	1
458	к нему	4	1
459	что здесь	2	1
460	этом моменте	1	1
461	уберечься от	1	1
462	тот же	1	1
