N	2gram	Propp_Isto_7	Morfolog
1	может быть	14	52
2	и т	17	49
3	т д	16	47
4	и пр	1	40
5	волшебного средства	1	21
6	таким образом	7	20
7	в сказке	36	19
8	представляет собой	4	17
9	не может	14	17
10	в этих	13	16
11	т е	16	16
12	этих случаях	16	14
13	с этим	2	14
14	эта форма	3	13
15	и в	24	13
16	в этом	12	13
17	так как	8	12
18	и др	2	12
19	перед нами	2	11
20	сказке №	1	11
21	связи с	3	11
22	чаще всего	3	11
23	мы видим	10	11
24	видим что	3	10
25	представляют собой	5	10
26	то же	8	9
27	мы имеем	12	9
28	так и	5	9
29	этом случае	1	9
30	не всегда	4	9
31	прежде всего	2	9
32	а не	8	9
33	в связи	2	9
34	и не	4	9
35	при помощи	3	8
36	что и	8	8
37	с другой	9	8
38	по существу	4	8
39	вопрос о	3	7
40	имеем в	5	7
41	нет необходимости	2	7
42	и этим	3	7
43	трудная задача	3	7
44	в качестве	3	7
45	в тех	5	7
46	все же	9	7
47	но если	1	7
48	этот случай	9	6
49	но не	6	6
50	это не	10	6
51	во время	6	6
52	в иное	1	6
53	не могут	2	6
54	к царевне	2	6
55	составные части	1	6
56	и здесь	12	6
57	а также	1	6
58	в форме	2	6
59	в том	7	6
60	иное царство	2	6
61	а в	10	6
62	в поиски	1	6
63	мы не	4	5
64	во всех	7	5
65	не все	3	5
66	то что	7	5
67	в образе	3	5
68	здесь можно	2	5
69	далеко не	1	5
70	не менее	5	5
71	потому что	9	5
72	ложный герой	1	5
73	или в	8	5
74	образом мы	2	5
75	вслед за	1	5
76	один из	7	5
77	мы увидим	6	5
78	герой получает	3	5
79	сюда же	2	5
80	как бы	4	5
81	на коне	2	5
82	и другие	9	5
83	увидим ниже	1	4
84	задачи в	5	4
85	с сватовством	3	4
86	показать что	1	4
87	то это	5	4
88	что его	2	4
89	если в	2	4
90	как в	12	4
91	два раза	1	4
92	хотя и	3	4
93	и как	1	4
94	не только	21	4
95	на его	2	4
96	три года	2	4
97	следующим образом	3	4
98	об этом	6	4
99	его в	3	4
100	было бы	2	4
101	вовсе не	4	4
102	как и	6	4
103	точки зрения	4	4
104	с точки	1	4
105	тем не	4	4
106	ничего не	5	4
107	тем что	6	4
108	трудных задач	10	4
109	героя а	2	4
110	очень часто	1	4
111	в других	4	4
112	наблюдать что	1	4
113	как мы	3	4
114	могла бы	1	4
115	подобных случаях	1	4
116	его самого	1	4
117	д но	1	4
118	раньше чем	3	4
119	видно что	5	4
120	по отношению	1	4
121	в некоторых	1	4
122	другой стороны	8	4
123	там где	5	4
124	так же	6	4
125	в иных	1	4
126	а если	2	4
127	в точности	1	4
128	оно может	1	4
129	отношению к	1	4
130	героя в	1	4
131	что в	13	4
132	начинается с	4	3
133	связана с	1	3
134	самом деле	1	3
135	между собой	1	3
136	трудные задачи	13	3
137	заметим что	1	3
138	независимо от	1	3
139	но в	5	3
140	со змеем	3	3
141	в целом	1	3
142	случай мы	4	3
143	к месту	2	3
144	но сказка	1	3
145	и по	3	3
146	но все	4	3
147	а по	1	3
148	входит в	1	3
149	из них	2	3
150	чтобы герой	1	3
151	ни в	2	3
152	сам он	2	3
153	и вне	1	3
154	в один	2	3
155	том что	10	3
156	бой со	1	3
157	о герое	1	3
158	отправляется в	1	3
159	в пропасть	2	3
160	в то	2	3
161	на него	2	3
162	в бою	1	3
163	от того	1	3
164	такие случаи	2	3
165	и другим	1	3
166	для героя	2	3
167	трудную задачу	2	3
168	большей частью	1	3
169	с собой	7	3
170	раз он	2	3
171	если бы	1	3
172	нашего материала	1	3
173	ивана в	1	3
174	с того	4	3
175	но и	11	3
176	он не	6	3
177	другие формы	1	3
178	значит что	1	3
179	к нему	7	3
180	в какой	1	3
181	задачи на	2	3
182	и ее	2	3
183	он убивается	1	3
184	в начале	1	3
185	а то	1	3
186	друг друга	2	3
187	мы можем	4	3
188	в руки	1	3
189	обратный случай	1	3
190	что они	3	3
191	быть названо	1	3
192	для этой	1	3
193	то можно	1	3
194	из которых	1	3
195	но это	3	3
196	кроме того	3	3
197	трудной задачи	2	3
198	мы должны	4	3
199	только что	1	3
200	же в	1	3
201	требует чтобы	1	3
202	героя и	5	3
203	если же	1	3
204	можно назвать	1	3
205	как это	2	2
206	за ночь	5	2
207	герой ее	1	2
208	что эти	2	2
209	отсюда видно	4	2
210	время как	2	2
211	для наших	1	2
212	мужа в	1	2
213	царевны и	1	2
214	к королю	2	2
215	чем это	1	2
216	совсем не	1	2
217	друг на	1	2
218	а с	1	2
219	герой не	3	2
220	случай в	1	2
221	изучение сказки	1	2
222	первый взгляд	4	2
223	тех случаях	4	2
224	и к	1	2
225	более или	1	2
226	и сказка	2	2
227	животных и	1	2
228	та же	2	2
229	право на	5	2
230	переходит на	1	2
231	сюда относятся	1	2
232	все задачи	3	2
233	из его	1	2
234	и задачи	1	2
235	женится на	2	2
236	состоит в	1	2
237	бегство и	1	2
238	в нее	1	2
239	можно было	1	2
240	и за	1	2
241	сделать из	1	2
242	многих других	1	2
243	в другом	1	2
244	мы уже	4	2
245	где оно	2	2
246	большинстве случаев	1	2
247	сказке о	3	2
248	за ней	1	2
249	в ином	12	2
250	ни одной	1	2
251	задачи царевны	1	2
252	этого не	2	2
253	с тем	1	2
254	на друга	1	2
255	сказки то	1	2
256	сказка знает	1	2
257	три ночи	1	2
258	с золотыми	1	2
259	на первый	4	2
260	или менее	1	2
261	и при	1	2
262	что такое	2	2
263	имеется в	2	2
264	и подобные	1	2
265	таких случаях	1	2
266	на берег	1	2
267	нельзя было	1	2
268	и более	1	2
269	и наоборот	1	2
270	таких случаев	3	2
271	все эти	2	2
272	волшебного помощника	1	2
273	в таких	2	2
274	можно указать	2	2
275	что эта	1	2
276	герою в	1	2
277	ее отца	2	2
278	царевну в	1	2
279	не имеет	4	2
280	одна из	7	2
281	трудной задачей	1	2
282	элемент в	1	2
283	что ни	1	2
284	из другой	2	2
285	отправку в	1	2
286	такой случай	3	2
287	и его	3	2
288	так например	2	2
289	ином царстве	6	2
290	один раз	1	2
291	к себе	3	2
292	уничтожить героя	1	2
293	они и	1	2
294	для того	1	2
295	оно не	1	2
296	утверждать что	1	2
297	царь не	2	2
298	вывод что	1	2
299	здесь не	2	2
300	герой подвергается	3	2
301	можно сделать	1	2
302	царя и	2	2
303	то время	2	2
304	и что	10	2
305	задачи следует	1	2
306	если они	1	2
307	не с	1	2
308	ясно что	1	2
309	сказку как	1	2
310	с героем	2	2
311	с этого	1	2
312	этим иногда	1	2
313	означает что	1	2
314	но здесь	2	2
315	во избежание	1	2
316	время боя	3	2
317	старшие братья	1	2
318	о том	9	2
319	же происходит	1	2
320	на героя	1	2
321	с одной	5	2
322	можно сказать	1	2
323	в различных	3	2
324	героя т	2	2
325	подвенечное платье	1	2
326	и только	1	2
327	того что	6	2
328	же можно	1	2
329	иных случаях	1	2
330	герой в	2	2
331	как например	1	2
332	решение трудной	1	2
333	хотя бы	1	2
334	этот вопрос	2	2
335	что он	21	2
336	только в	6	2
337	дочь и	5	2
338	наших целей	1	2
339	что сказка	4	2
340	уже не	2	2
341	в большинстве	1	2
342	или не	1	2
343	в виде	1	2
344	от отца	4	2
345	никто не	1	2
346	со вторым	1	2
347	коня и	1	2
348	у нее	2	2
349	носит характер	1	2
350	дочь царя	2	2
351	колодец и	1	2
352	перед боем	1	2
353	этим же	1	2
354	брак и	2	2
355	из двух	1	2
356	превращаться в	1	2
357	типична для	1	2
358	сказки а	1	2
359	когда герой	4	2
360	но есть	3	2
361	а на	1	2
362	не знает	1	2
363	сказать что	2	2
364	на поиски	2	2
365	совершенно одинаково	1	2
366	что мы	3	2
367	героя герой	3	2
368	в частности	1	2
369	мотив не	1	2
370	в лесу	2	2
371	исходит от	1	2
372	д в	2	2
373	играют в	1	2
374	или по	1	2
375	к другой	1	2
376	незадолго до	1	2
377	одной стороны	5	2
378	есть и	4	2
