N	2gram	Vinokur_St_1	Mirosoze
1	может быть	15	30
2	не только	18	29
3	и в	44	28
4	не может	8	28
5	но и	10	25
6	а не	16	25
7	он не	2	24
8	в этом	21	20
9	не было	4	18
10	у него	2	17
11	не в	12	16
12	потому что	6	16
13	в ней	3	15
14	в своей	6	15
15	и есть	1	14
16	он был	3	14
17	никогда не	5	14
18	до конца	1	14
19	в нем	5	13
20	и это	2	12
21	в самом	7	11
22	для него	6	11
23	и не	16	11
24	в своем	2	10
25	было бы	17	10
26	что в	30	10
27	прежде всего	7	10
28	что он	10	10
29	был бы	1	10
30	и потому	2	10
31	и все	2	10
32	те которые	1	9
33	с тем	1	9
34	но он	2	9
35	и его	8	9
36	в его	9	9
37	в котором	5	8
38	но не	3	8
39	но в	10	7
40	в себе	2	7
41	в конце	3	7
42	к нему	2	7
43	того что	9	7
44	должна быть	3	6
45	и на	1	6
46	в которой	4	6
47	лишь в	3	6
48	в этой	11	6
49	все в	2	6
50	только в	10	6
51	вместе с	1	6
52	все это	5	6
53	в том	36	6
54	нет и	1	5
55	если он	1	5
56	это не	8	5
57	как и	9	5
58	у нас	11	5
59	не могут	1	5
60	то что	18	5
61	и я	3	5
62	отношения к	2	4
63	это и	4	4
64	и этот	1	4
65	xix века	1	4
66	отношение к	2	4
67	за пределы	2	4
68	чем у	2	4
69	не как	1	4
70	и по	5	4
71	должен был	2	4
72	в них	1	4
73	в этих	2	4
74	точки зрения	11	4
75	в которых	5	4
76	к концу	2	4
77	она не	2	4
78	курсив мой	1	4
79	мог бы	1	4
80	что и	6	4
81	хотел бы	2	4
82	тему о	1	4
83	в середине	1	4
84	значит что	3	4
85	уже не	1	4
86	уже в	2	4
87	ни с	3	4
88	а в	17	4
89	тем что	5	4
90	всю жизнь	1	4
91	и там	1	4
92	с этой	3	4
93	которых он	1	4
94	не знает	2	4
95	вряд ли	5	3
96	его не	1	3
97	не была	2	3
98	не знают	1	3
99	с его	1	3
100	с этим	3	3
101	бы и	4	3
102	на том	1	3
103	и вот	1	3
104	и с	3	3
105	то есть	2	3
106	его в	2	3
107	его личности	1	3
108	который так	1	3
109	только одно	1	3
110	для них	1	3
111	том что	29	3
112	но если	4	3
113	не имеет	4	3
114	ничего не	2	3
115	в момент	1	3
116	к тому	1	3
117	в ее	4	3
118	только и	1	3
119	все его	1	3
120	это очень	3	3
121	себя в	1	3
122	конечно не	2	3
123	одно из	2	3
124	не так	1	3
125	и их	2	3
126	так как	5	3
127	не хотел	1	3
128	в иных	2	3
129	он должен	2	3
130	потому не	1	3
131	для нас	7	3
132	хотя бы	6	3
133	будто бы	3	3
134	в свете	1	3
135	в иной	1	3
136	также и	9	2
137	чтобы не	1	2
138	не хочет	2	2
139	а как	2	2
140	вопрос о	4	2
141	который был	1	2
142	время как	2	2
143	в виду	1	2
144	литературы и	2	2
145	не все	3	2
146	по отношению	3	2
147	в истории	3	2
148	т е	15	2
149	как в	13	2
150	все же	8	2
151	на человека	1	2
152	и к	1	2
153	от этого	2	2
154	и у	2	2
155	личности но	1	2
156	он в	1	2
157	все эти	5	2
158	бы не	2	2
159	с их	1	2
160	вообще не	2	2
161	как он	1	2
162	если бы	9	2
163	раз когда	1	2
164	с ней	1	2
165	не значит	3	2
166	них нет	1	2
167	в россии	4	2
168	я бы	2	2
169	входит в	1	2
170	на протяжении	1	2
171	вопрос и	1	2
172	в ином	1	2
173	чем в	3	2
174	которую он	1	2
175	место в	1	2
176	оказывается что	1	2
177	сих пор	7	2
178	в то	9	2
179	остается несомненным	1	2
180	к этим	1	2
181	в основе	3	2
182	того чтобы	11	2
183	от плоти	1	2
184	котором не	1	2
185	плоть от	1	2
186	по своей	2	2
187	в каком	3	2
188	когда мы	1	2
189	есть только	2	2
190	могут быть	5	2
191	отличается от	1	2
192	в наше	1	2
193	должен быть	3	2
194	и от	1	2
195	то время	2	2
196	темы о	1	2
197	и что	4	2
198	и когда	1	2
199	что ведь	1	2
200	еще в	1	2
201	разного рода	1	2
202	и нужно	3	2
203	о нем	1	2
204	о том	17	2
205	может не	2	2
206	с того	1	2
207	и во	2	2
208	и те	2	2
209	показывает как	1	2
210	же можно	1	2
211	жизни и	5	2
212	никто не	4	2
213	ведь это	1	2
214	нет никаких	2	2
215	отношению к	3	2
216	как будто	4	2
217	даже и	2	2
218	для того	10	2
219	в свой	2	2
220	до сих	7	2
221	связано с	1	2
222	нужно искать	3	2
223	на этот	3	2
224	о чем	1	2
225	его собственной	2	2
226	в той	6	2
227	как бы	4	2
228	сам не	1	2
229	том смысле	2	2
230	быть не	1	2
231	него не	1	2
232	в начале	3	2
233	и для	3	2
234	не существует	3	2
235	всего что	1	2
236	бы в	1	2
237	я хотел	1	2
238	конце концов	1	2
239	отношении к	1	2
240	сказать что	7	2
241	он лишь	1	2
242	к этому	1	2
243	началось с	2	1
244	и т	30	1
245	по отдельным	1	1
246	и то	5	1
247	начале xix	1	1
248	есть очень	1	1
249	на самом	6	1
250	очень не	1	1
251	не отражается	1	1
