N	3gram	Tiupa_Anal_2	FransuaR
1	то же время	2	8
2	в то же	2	8
3	более или менее	1	3
4	но и в	1	3
5	с другой стороны	2	3
6	в этой системе	2	3
7	подобно тому как	3	3
8	имеется в виду	1	2
9	с точки зрения	2	2
10	с одной стороны	4	2
11	это своего рода	1	2
12	и тот же	1	2
13	не только в	2	2
14	о том что	6	2
15	то есть в	2	2
16	если бы он	1	1
17	можно сказать что	1	1
18	между прочим и	1	1
19	что один из	1	1
20	те же самые	1	1
21	то же самое	1	1
22	еще и до	1	1
23	и т.п и	1	1
24	из них в	1	1
25	до известной степени	1	1
26	в этом отношении	3	1
27	и то что	2	1
28	и если бы	1	1
29	как будто он	1	1
30	мотивов в том	1	1
31	со всех сторон	1	1
32	одно и то	1	1
33	в самом начале	3	1
34	в данном случае	5	1
35	но в качестве	1	1
36	на этот раз	1	1
37	и все его	1	1
38	в сущности это	1	1
39	и то же	1	1
40	в отличие от	2	1
41	по природе своей	2	1
42	в связи с	1	1
43	в полной мере	1	1
44	не может быть	1	1
45	в споре о	1	1
46	от них не	1	1
47	лишь одной из	1	1
48	же самое что	1	1
49	в свою очередь	1	1
50	в конечном счете	2	1
51	которые при этом	1	1
52	жизнью и смертью	1	1
53	тех или иных	2	1
54	что одно и	1	1
55	в соответствии с	2	1
56	в том что	6	1
57	первый и второй	1	1
58	к тому же	4	1
59	в чем дело	1	1
