N	3gram	Tiupa_Narr_1	KulturaY
1	с точки зрения	2	16
2	в самом деле	1	11
3	можно было бы	2	10
4	тем не менее	3	9
5	в том что	8	8
6	до сих пор	1	8
7	той или иной	4	5
8	с одной стороны	7	4
9	в связи с	2	4
10	в данном случае	4	4
11	о том что	6	3
12	в первую очередь	1	3
13	с другой стороны	4	3
14	на самом деле	1	3
15	а с другой	1	3
16	сам по себе	1	3
17	не только в	2	3
18	в том чтобы	1	3
19	так и в	1	3
20	того или иного	2	3
21	не может быть	5	3
22	только то что	1	2
23	и тот же	1	2
24	при этом что	1	2
25	в таком случае	2	2
26	в том числе	6	2
27	самом деле не	1	2
28	один и тот	1	2
29	в известном смысле	2	2
30	тем более что	1	2
31	тот или иной	1	2
32	в первом случае	2	2
33	по отношению к	6	2
34	на себя внимание	3	2
35	в отличие от	5	2
36	более или менее	2	2
37	одного и того	1	2
38	как мы видели	1	2
39	в свое время	1	2
40	то или иное	2	2
41	в той или	2	2
42	и того же	1	2
43	к тому же	4	2
44	в этом смысле	1	1
45	так же как	2	1
46	в то же	3	1
47	бы то ни	3	1
48	а то и	1	1
49	в той мере	1	1
50	обращает на себя	3	1
51	от друга в	1	1
52	и в то	1	1
53	и при этом	1	1
54	тех или иных	1	1
55	может быть и	1	1
56	по происхождению являются	1	1
57	все те же	4	1
58	или иной форме	1	1
59	значении этого слова	2	1
60	не с точки	1	1
61	а в особенности	1	1
62	мере в какой	1	1
63	ни одного слова	1	1
64	то что он	1	1
65	а не с	1	1
66	возможна не только	1	1
67	ту или иную	2	1
68	все без исключения	1	1
69	есть прежде всего	1	1
70	в конечном счете	2	1
71	то же самое	1	1
72	что именно в	1	1
73	то же время	3	1
74	но все же	4	1
75	в отвлечении от	2	1
76	прежде всего в	1	1
77	той мере в	1	1
78	далеко не все	1	1
79	именно в том	2	1
80	или иной степени	1	1
81	друг от друга	1	1
82	само по себе	1	1
83	читателя или слушателя	4	1
84	следует отметить что	1	1
85	а не как	1	1
86	в свою очередь	3	1
87	точки зрения как	1	1
88	этой точки зрения	2	1
89	и прежде всего	1	1
90	с этой точки	1	1
91	поскольку с одной	1	1
92	не то что	2	1
93	по крайней мере	1	1
94	а во втором	2	1
