N	3gram	Tiupa_Hudo_1	Literetu
1	то же время	8	7
2	в то же	8	7
3	в этом отношении	3	5
4	в отличие от	1	5
5	по отношению к	8	4
6	в данном случае	1	4
7	с одной стороны	1	4
8	о том что	9	4
9	в том что	6	4
10	я и ты	2	3
11	с точки зрения	3	3
12	тогда как в	1	3
13	не может быть	2	3
14	себя в другом	1	2
15	то что я	1	2
16	к себе самому	2	2
17	состоит в том	1	2
18	в полном соответствии	1	2
19	к жизни в	1	2
20	в самом деле	4	2
21	дело разумеется не	1	2
22	то же самое	1	2
23	одной стороны и	1	2
24	потому что не	1	2
25	полном соответствии с	1	2
26	в первой половине	2	2
27	не только в	2	2
28	так или иначе	2	2
29	разумеется не в	1	2
30	и в самом	3	2
31	на то что	2	2
32	жизни в целом	1	1
33	раз в том	1	1
34	автора героя и	2	1
35	одних и тех	1	1
36	сам он в	1	1
37	место в ряду	1	1
38	человеку и к	1	1
39	в чистом виде	1	1
40	что он один	1	1
41	в глазах других	1	1
42	уже не может	1	1
43	на самом деле	1	1
44	что принято называть	1	1
45	о том как	2	1
46	и там где	1	1
47	как будто бы	1	1
48	друг от друга	1	1
49	в ней есть	1	1
50	только в том	2	1
51	автора и героя	1	1
52	а также в	1	1
53	героя при этом	1	1
54	в этой связи	4	1
55	в первую очередь	2	1
56	во второй половине	2	1
57	в себе и	1	1
58	и т п	8	1
59	в другом и	1	1
60	художественного впечатления бахтин	1	1
61	внешних и внутренних	1	1
62	именно в этом	1	1
63	о которой уже	1	1
64	может быть только	1	1
65	и тех же	1	1
66	положение при котором	1	1
67	ту или иную	2	1
68	как раз в	2	1
69	в значительной степени	2	1
70	содержит в себе	1	1
71	если говорить о	2	1
72	на первый взгляд	1	1
73	так и остается	1	1
74	в действительности же	2	1
75	нет дела до	1	1
76	нельзя не согласиться	1	1
77	но при этом	1	1
78	первую очередь на	1	1
79	не только для	1	1
80	художественного мышления и	1	1
81	здесь всего лишь	1	1
82	в этих словах	2	1
83	в связи с	3	1
84	вненаходимости по отношению	1	1
85	как бы в	1	1
86	на вопрос что	1	1
87	к такого рода	1	1
88	этой точки зрения	1	1
89	факторов художественного впечатления	1	1
90	того что у	1	1
91	трудно не согласиться	1	1
92	более или менее	1	1
93	далеко не случайным	1	1
94	состоит как раз	1	1
95	не впадая в	1	1
96	в свою очередь	1	1
97	входит в жизнь	1	1
98	ничего общего с	1	1
99	по аналогии со	1	1
100	с того что	1	1
101	но и для	1	1
102	не только не	1	1
103	при этом не	1	1
104	в конечном счете	2	1
105	в самых неблагоприятных	1	1
106	сознания так и	1	1
107	с этой точки	1	1
108	человека в мире	1	1
109	никогда не бывает	1	1
110	к тому что	4	1
111	тем не менее	3	1
112	в творческом наследии	1	1
113	между я и	1	1
114	но еще и	1	1
115	уединенного сознания не	1	1
116	на наш взгляд	2	1
