N	2gram	Bakhtin_fo_1	StatiiOP
1	и в	50	29
2	том что	4	27
3	в том	9	27
4	в этом	25	21
5	не только	9	19
6	но и	8	19
7	что в	5	19
8	о том	1	17
9	в трагедии	2	17
10	в его	13	13
11	что он	1	13
12	между прочим	1	12
13	в которой	2	11
14	то что	6	11
15	все это	4	11
16	таким образом	11	10
17	к тому	3	10
18	и т	8	9
19	в своем	4	9
20	он не	5	9
21	потому что	4	9
22	так и	12	9
23	этом отношении	3	9
24	и не	14	9
25	но в	10	8
26	как раз	13	8
27	я не	1	7
28	в ней	4	7
29	в самом	8	7
30	но все	5	7
31	в своей	2	7
32	в котором	4	7
33	не столько	1	7
34	для того	5	7
35	в виду	3	7
36	с тем	3	7
37	вместе с	3	7
38	одним из	1	6
39	вопрос о	2	6
40	и на	8	6
41	все же	6	6
42	факт что	1	6
43	вовсе не	13	6
44	того чтобы	5	6
45	и его	16	6
46	об этом	2	6
47	в одном	3	6
48	до сих	3	6
49	в течение	2	6
50	было бы	2	5
51	точки зрения	5	5
52	была бы	2	5
53	того что	2	5
54	в качестве	3	5
55	своего рода	1	5
56	прежде всего	15	5
57	а не	3	5
58	о чем	1	5
59	в той	4	5
60	как бы	2	5
61	сих пор	3	5
62	кроме того	4	4
63	хотя и	3	4
64	и к	2	4
65	не приходится	1	4
66	в нем	24	4
67	в другом	1	4
68	и с	4	4
69	не в	5	4
70	дело в	2	4
71	ничего не	9	4
72	времени и	10	4
73	разумеется что	2	4
74	внимание на	1	4
75	связи с	6	4
76	при помощи	1	4
77	для него	2	4
78	с другой	2	4
79	именно в	3	4
80	действующих лиц	1	4
81	в частности	6	4
82	тот факт	1	4
83	еще более	3	4
84	а как	3	4
85	в романе	32	4
86	к этому	3	4
87	например в	6	3
88	же как	2	3
89	самом деле	1	3
90	идет о	1	3
91	в их	6	3
92	по его	1	3
93	хотя бы	2	3
94	и он	1	3
95	не был	1	3
96	но не	5	3
97	могло быть	4	3
98	как в	6	3
99	с этим	6	3
100	в полном	1	3
101	не было	7	3
102	что это	1	3
103	тому же	2	3
104	вообще не	3	3
105	в начале	3	3
106	из них	1	3
107	ни в	8	3
108	в эту	1	3
109	в этих	3	3
110	но он	2	3
111	по себе	2	3
112	самого начала	2	3
113	одной из	3	3
114	не могло	5	3
115	никогда не	2	3
116	на себя	2	3
117	и по	2	3
118	это слово	1	3
119	тем что	2	3
120	у нас	1	3
121	оно не	2	3
122	с самого	2	3
123	в образе	5	3
124	и здесь	1	3
125	наконец в	1	3
126	так что	1	3
127	с нею	1	3
128	ни одного	1	3
129	всяком случае	1	3
130	т п	8	3
131	из нее	2	3
132	связан с	1	3
133	и даже	2	3
134	еще и	2	3
135	до конца	4	3
136	так же	6	3
137	не является	2	3
138	во всяком	3	3
139	также и	2	2
140	до него	1	2
141	того же	8	2
142	тем же	1	2
143	то же	11	2
144	для своего	1	2
145	почти все	1	2
146	это время	7	2
147	далее в	1	2
148	с его	9	2
149	тому времени	1	2
150	отличие от	2	2
151	нет и	2	2
152	на то	1	2
153	и я	1	2
154	там где	2	2
155	в истории	2	2
156	народа в	1	2
