N	4gram	Losev_Prob_1	Dialekti
1	одно и то же	1	4
2	не что иное как	2	3
3	в то время как	1	3
4	т д и т	3	2
5	д и т д	2	2
6	ни в каком случае	3	2
7	есть так или иначе	1	2
8	это не значит что	1	2
9	есть не что иное	2	2
10	она не есть ни	1	2
11	и т д и	4	2
12	или по крайней мере	1	2
13	не говоря уже о	1	2
14	т д все это	1	1
15	и с точки зрения	1	1
16	что бы то ни	1	1
17	между тем и другим	1	1
18	а не потому что	1	1
19	на самом же деле	1	1
20	том и в другом	1	1
21	же самое мы должны	1	1
22	же в таком случае	1	1
23	что не есть она	1	1
24	и в то же	1	1
25	должны сказать и о	1	1
26	только тогда когда есть	1	1
27	взятые сами по себе	2	1
28	интереснее всего то что	1	1
29	в каком случае не	2	1
30	и т д все	1	1
31	и то же только	1	1
32	то же самое мы	1	1
33	но ведь это же	1	1
34	оно и должно быть	1	1
35	по себе по своему	1	1
36	вовсе не есть изображение	1	1
37	и ни на что	1	1
38	до сих пор мы	2	1
39	как мы уже сказали	1	1
40	и в другом случае	1	1
41	мы должны сказать и	1	1
42	во что бы то	1	1
43	самое мы должны сказать	1	1
44	и в том и	1	1
45	о том как он	1	1
46	так же как и	1	1
47	вовсе не обязательно чтобы	1	1
48	заключается в том что	1	1
49	необходимо иметь в виду	1	1
50	в связи с этим	1	1
51	всегда содержит в себе	1	1
52	то это значит что	1	1
53	можно ли сказать что	2	1
54	в том и в	1	1
55	не есть она сама	1	1
56	бы то ни стало	1	1
57	важно только то что	1	1
58	по одному тому что	1	1
