N	2gram	Bakhtin_KF_1	Analitik
1	в этом	14	18
2	не только	5	16
3	и в	24	16
4	так и	2	15
5	как и	5	14
6	но и	9	12
7	и не	26	12
8	том что	4	12
9	в том	6	12
10	в качестве	2	11
11	при этом	4	10
12	могут быть	3	10
13	а не	17	10
14	как бы	9	10
15	в этой	2	9
16	лишь в	8	9
17	ничего не	3	9
18	и даже	1	9
19	то есть	1	9
20	в целом	10	8
21	в данном	2	8
22	и т.п	1	8
23	отнюдь не	6	8
24	особенно в	1	7
25	к тому	1	7
26	о том	3	7
27	в себе	21	7
28	то что	7	7
29	в самом	1	6
30	и на	3	6
31	но в	5	6
32	в мире	6	6
33	говорить о	2	6
34	может быть	45	6
35	как это	1	6
36	и к	1	5
37	в контексте	5	5
38	того же	1	4
39	совпадает с	1	4
40	столь же	1	4
41	но не	12	4
42	по отношению	26	4
43	как в	2	4
44	в своем	16	4
45	хотя и	1	4
46	в себя	7	4
47	на этом	1	4
48	то же	5	4
49	не с	1	4
50	и тем	3	4
51	тем самым	4	4
52	не любит	1	4
53	для него	8	4
54	точки зрения	12	4
55	не в	12	4
56	только не	1	4
57	имеет место	1	4
58	не менее	3	4
59	во второй	1	4
60	можно сказать	1	4
61	во всех	11	4
62	только в	16	4
63	и его	17	4
64	уже не	7	4
65	в сознании	2	4
66	как раз	1	4
67	не может	27	4
68	и смерти	1	4
69	о его	1	4
70	все это	10	4
71	в один	1	4
72	отношению к	22	4
73	я и	2	3
74	и то	2	3
75	едва ли	2	3
76	в их	8	3
77	в конечном	1	3
78	мы имеем	5	3
79	ему в	2	3
80	не был	1	3
81	в нашем	1	3
82	на его	1	3
83	содержит в	1	3
84	его от	1	3
85	несмотря на	1	3
86	не мог	1	3
87	в эту	1	3
88	ритма и	1	3
89	место в	5	3
90	тем не	2	3
91	как о	1	3
92	никогда не	5	3
93	сводится к	2	3
94	тем что	3	3
95	ни о	1	3
96	той или	3	3
97	приводит к	1	3
98	в результате	1	3
99	если бы	8	3
100	и т.д	2	3
101	того или	3	3
102	что и	7	3
103	и все	7	3
104	одной из	1	3
105	с ними	3	3
106	я в	1	3
107	только на	1	3
108	со стороны	7	3
109	или иной	2	3
110	именно в	5	3
111	было бы	8	3
112	и за	2	3
113	или иного	3	3
114	в первой	1	3
115	этого слова	2	3
116	или в	1	3
117	прежде всего	2	3
118	а в	4	3
119	не знает	5	3
120	в действительности	1	3
121	по поводу	1	3
122	я его	2	2
123	отношения к	1	2
124	и до	1	2
125	из его	3	2
126	ведь и	1	2
127	включая и	1	2
128	той же	1	2
129	а как	2	2
130	я как	1	2
131	имеют место	2	2
132	и он	1	2
133	еще не	4	2
134	на основе	7	2
135	конечном счете	1	2
136	и я	5	2
137	смысловой значимости	2	2
138	в значительной	1	2
139	не дано	1	2
140	момент его	8	2
141	как основной	1	2
142	на то	1	2
143	вследствие этого	2	2
144	жизнью и	1	2
145	не следует	1	2
146	он не	6	2
147	что она	1	2
148	значительной степени	1	2
149	а затем	1	2
150	что все	1	2
151	же не	1	2
152	это было	2	2
153	этом смысле	3	2
154	по себе	2	2
155	и ритма	1	2
156	соответствии с	2	2
157	он и	2	2
158	жизни но	3	2
159	в этих	1	2
160	в своей	10	2
161	в котором	24	2
162	с точки	9	2
163	к предмету	1	2
164	предполагает не	1	2
165	но эта	5	2
166	для нее	7	2
167	она не	1	2
168	в то	3	2
169	дело не	2	2
170	не имеет	5	2
171	же время	2	2
172	другого но	1	2
173	всего в	1	2
174	с ее	2	2
175	это только	2	2
176	с ним	5	2
177	и смерть	1	2
178	что в	4	2
179	его в	5	2
180	и во	1	2
181	между тем	4	2
182	в его	40	2
183	и ответственности	1	2
184	вообще и	1	2
185	не знаю	1	2
186	того что	3	2
187	один из	2	2
188	целого и	1	2
189	к смыслу	1	2
190	себя в	8	2
191	не есть	20	2
192	а то	1	2
193	одно из	1	2
194	и их	6	2
195	ведь это	1	2
196	в одном	4	2
197	я вступил	1	2
198	вовсе не	7	2
199	не о	2	2
200	уже и	1	2
201	с действительностью	1	2
202	здесь в	1	2
203	в соответствии	2	2
204	превращается в	1	2
205	его как	5	2
206	была бы	1	2
207	вступает в	3	2
208	лишь однажды	1	2
209	вместе с	1	2
210	к его	1	2
211	этих случаях	1	2
212	не случайным	1	2
213	и для	9	2
214	при таком	1	2
215	я всегда	1	2
216	еще более	2	2
217	субъектом и	1	2
218	и мне	1	2
219	от своего	1	2
220	все что	1	2
221	к этому	2	2
222	интонирующее мышление	1	1
223	также и	1	1
224	того сознания	1	1
225	и понимает	1	1
226	самом деле	3	1
227	противоречие с	1	1
228	ответственности эта	1	1
229	возникает лишь	1	1
230	этого мира	3	1
231	в первом	1	1
232	действительности и	1	1
233	мышления но	1	1
234	свой мир	1	1
235	мы уже	1	1
236	их и	1	1
237	со всех	1	1
238	и входит	1	1
239	на первом	2	1
240	ряда это	1	1
241	именно к	1	1
242	нечего делать	1	1
243	я не	6	1
244	в интонации	1	1
245	всех сторон	1	1
246	бы себе	1	1
247	быть в	4	1
248	в чем	4	1
249	и мира	1	1
250	участника события	1	1
251	тем как	3	1
252	сказать и	1	1
253	для жизни	1	1
254	совсем не	2	1
255	и всякий	1	1
256	существенно что	2	1
257	и будет	1	1
258	один и	1	1
259	бы для	1	1
260	его я	1	1
261	к последним	2	1
262	субъекта и	1	1
263	ибо на	1	1
264	в акте	3	1
265	контексте и	1	1
266	независимо от	3	1
267	данный момент	3	1
268	от до	1	1
269	в противном	1	1
270	в событие	2	1
271	когда он	1	1
272	эстетической деятельности	1	1
273	современный человек	1	1
274	и наконец	1	1
275	и тот	1	1
276	его к	2	1
277	тем же	1	1
278	есть на	2	1
279	с действительной	2	1
280	светом и	1	1
281	себе как	2	1
282	в которой	1	1
283	бы и	3	1
284	другого как	1	1
285	воли здесь	1	1
286	все эти	10	1
287	бы не	3	1
288	в известном	1	1
289	данном контексте	1	1
290	эмоционально-волевое мышление	1	1
291	но ведь	5	1
292	быть только	8	1
293	с чем	1	1
294	даны и	2	1
295	в нем	28	1
296	время и	5	1
297	всех остальных	1	1
298	а скорее	1	1
299	всех этих	3	1
300	в принципе	2	1
301	не к	1	1
302	не как	4	1
303	прочим и	1	1
304	различия в	1	1
305	быть обоснованы	1	1
306	и по	1	1
307	конца и	1	1
308	и краткость	1	1
309	в каждом	3	1
310	мне в	4	1
311	нам остается	1	1
312	об этом	1	1
313	а их	1	1
314	оно становится	1	1
315	времени и	4	1
316	входит в	3	1
317	это не	10	1
318	то все	1	1
319	не совпадает	1	1
320	обе стороны	1	1
321	я другой	1	1
322	изнутри этого	4	1
323	в жизни	2	1
324	видения в	1	1
325	смерть и	1	1
326	только одно	1	1
327	говорить в	1	1
328	ни в	12	1
329	все равно	1	1
330	эту особенность	1	1
331	но лишь	6	1
332	этого не	1	1
333	место и	2	1
334	которой он	2	1
335	однажды в	1	1
336	и себя	1	1
337	такой же	1	1
338	нисколько не	4	1
339	но я	2	1
340	не становится	1	1
341	эстетическая деятельность	1	1
342	жизнь и	2	1
343	от себя	10	1
344	что я	5	1
