N	2gram	Propp_Isto_2	Problemy
1	и не	11	31
2	и в	15	29
3	в его	6	24
4	может быть	17	24
5	в этом	11	22
6	а не	5	22
7	т е	29	21
8	в нем	7	19
9	как бы	6	19
10	не только	18	15
11	то что	12	15
12	то же	10	14
13	и его	3	14
14	но и	14	14
15	в пределах	1	13
16	уже не	1	13
17	таким образом	7	12
18	как и	2	12
19	не может	5	12
20	в самом	1	10
21	в то	1	10
22	только в	6	10
23	в одном	5	10
24	там где	1	10
25	все эти	4	9
26	с его	1	9
27	все же	9	9
28	это не	2	9
29	о нем	4	9
30	но не	2	9
31	по отношению	3	8
32	что в	12	8
33	по себе	1	8
34	в том	6	8
35	что он	24	8
36	потому что	9	8
37	до конца	1	8
38	в своей	1	8
39	отношению к	3	8
40	а как	1	7
41	и на	4	7
42	и как	1	7
43	но в	6	7
44	в себе	4	7
45	входит в	1	7
46	с другими	2	7
47	том что	7	7
48	не в	7	7
49	вовсе не	1	7
50	она не	5	7
51	так и	5	7
52	прежде всего	5	7
53	мира и	1	7
54	а в	12	7
55	самом деле	2	6
56	так же	13	6
57	в одной	4	6
58	как в	5	6
59	в целом	1	6
60	что она	5	6
61	его в	10	6
62	несмотря на	1	6
63	могут быть	2	6
64	к нему	5	6
65	говорит он	1	6
66	на мир	1	6
67	был бы	2	6
68	так как	14	6
69	и потому	1	6
70	не могут	1	6
71	все это	3	6
72	на самом	2	5
73	это и	1	5
74	в зависимости	1	5
75	той же	2	5
76	же что	1	5
77	зависимости от	1	5
78	у него	4	5
79	перед нами	2	5
80	он не	8	5
81	но все	5	5
82	было бы	5	5
83	он и	3	5
84	в сущности	2	5
85	и это	3	5
86	и о	1	5
87	еще не	9	5
88	с ним	1	5
89	ничего не	7	5
90	именно в	2	5
91	и др	4	5
92	и т	19	4
93	так чтобы	1	4
94	тем как	1	4
95	и наконец	5	4
96	в этой	4	4
97	так сказать	2	4
98	человека в	2	4
99	но эта	1	4
100	что было	1	4
101	их в	2	4
102	даже в	1	4
103	как мы	1	4
104	в процессе	1	4
105	и с	4	4
106	в свете	2	4
107	и следовательно	1	4
108	тем что	4	4
109	что и	6	4
110	превращается в	2	4
111	не было	2	4
112	должна была	1	4
113	что же	1	4
114	другого человека	1	4
115	но это	4	4
116	и для	2	4
117	в результате	1	4
118	героя в	1	4
119	они не	4	4
120	он может	1	3
121	например в	2	3
122	я не	2	3
123	ни один	2	3
124	он сам	1	3
125	он в	3	3
126	и пр	7	3
127	кроме того	2	3
128	уже в	2	3
129	дано в	2	3
130	подобно тому	3	3
131	далеко не	1	3
132	в их	3	3
133	мире в	1	3
134	на котором	2	3
135	одна из	2	3
136	на него	5	3
137	никогда не	15	3
138	как будто	3	3
139	если же	1	3
140	и этим	1	3
141	в себя	3	3
142	приводит к	2	3
143	и здесь	9	3
144	с другой	2	3
145	все в	1	3
146	в них	1	3
147	в другой	4	3
148	мы должны	4	3
149	но с	2	3
150	была для	1	3
151	но как	1	3
152	здесь с	1	3
153	героя с	1	3
154	за ним	1	3
155	ни в	2	3
156	как их	1	3
157	друг друга	1	3
158	только у	2	3
159	тому как	3	3
