N	3gram	Vygotskiy__4	KulturaY
1	и т п	3	18
2	для того чтобы	19	15
3	в том что	12	15
4	и т д	2	14
5	с точки зрения	4	9
6	в том чтобы	3	8
7	по отношению к	1	8
8	то обстоятельство что	1	8
9	в самом деле	7	7
10	с другой стороны	2	6
11	о том что	10	5
12	во всяком случае	3	5
13	до сих пор	3	4
14	том что он	3	4
15	в этом смысле	1	3
16	о том как	2	3
17	можно было бы	4	3
18	вместе с тем	2	3
19	а с другой	1	3
20	в свою очередь	1	3
21	не может быть	1	3
22	сводится к тому	2	2
23	как раз на	1	2
24	на самом деле	5	2
25	на то что	6	2
26	так или иначе	1	2
27	в том и	1	2
28	внимание на то	2	2
29	потому что не	1	2
30	не потому чтобы	1	2
31	в сторону от	1	2
32	именно в том	2	2
33	нужно было бы	1	2
34	то же время	1	2
35	заключается в том	3	2
36	этой точки зрения	1	2
37	и в самом	2	2
38	речь идет о	2	2
39	в то же	1	2
40	к тому что	5	2
41	мы увидим что	1	2
42	том что она	1	1
43	и может быть	4	1
44	что иное как	1	1
45	потому что он	2	1
46	в этой фразе	1	1
47	что в этом	1	1
48	это на примере	1	1
49	в какой мере	2	1
50	прежде всего на	1	1
51	всего тем что	1	1
52	они свидетельствуют о	1	1
53	ответить на этот	1	1
54	следует спросить себя	1	1
55	никак не может	2	1
56	конца и в	1	1
57	и если мы	2	1
58	с одной стороны	3	1
59	ли в этом	1	1
60	и в то	1	1
61	сами по себе	3	1
62	только для того	1	1
63	у нас на	1	1
64	то что им	1	1
65	к тому чтобы	3	1
66	в сущности говоря	2	1
67	все той же	1	1
68	на этот вопрос	1	1
69	ни в какой	1	1
70	что все это	1	1
71	в этом понимании	1	1
72	д все это	1	1
73	с этой точки	1	1
74	не то что	3	1
75	в это время	2	1
76	не годится для	1	1
77	ничего общего с	1	1
78	в виду не	1	1
79	до конца и	1	1
80	не только в	1	1
81	приходится иметь дело	1	1
82	т д все	1	1
83	и с точки	1	1
84	чтобы ответить на	1	1
85	и вместе с	1	1
86	ясно что в	1	1
87	во всех этих	2	1
88	и то обстоятельство	1	1
89	в себе всю	1	1
90	не для того	3	1
91	вовсе не то	1	1
92	те или иные	1	1
93	мы меньше всего	1	1
94	так же как	3	1
95	вместо того чтобы	2	1
96	потому что они	1	1
97	мы имеем много	1	1
98	а может быть	1	1
99	самом деле в	1	1
100	то что нужно	1	1
101	том что на	1	1
102	рядом с этим	1	1
103	этого слова и	2	1
104	очевидно что в	1	1
105	ни в каком	1	1
106	когда речь идет	1	1
107	вместе с ним	1	1
108	вовсе не в	1	1
109	на наших глазах	1	1
110	что в ней	2	1
111	и если бы	1	1
112	с тем что	1	1
113	когда указывает на	1	1
114	что это есть	1	1
115	смысле этого слова	3	1
116	мы приходим к	1	1
117	было бы сказать	2	1
118	не что иное	1	1
119	свидетельствуют о том	1	1
120	таким образом в	2	1
121	прав когда указывает	1	1
122	все то что	11	1
123	точно так же	3	1
124	что и в	1	1
125	забывать что это	1	1
