N	2gram	Tiupa_Narr_1	FransuaR
1	и в	19	45
2	то есть	19	25
3	и т.п	8	16
4	и не	20	15
5	в этом	17	14
6	но в	6	14
7	не только	32	14
8	во всех	1	13
9	и его	5	13
10	в его	9	13
11	как бы	4	12
12	что в	3	12
13	то же	4	11
14	в своем	2	11
15	в то	3	11
16	в нем	4	10
17	и с	4	10
18	как и	7	10
19	в том	18	10
20	но и	23	10
21	прежде всего	4	10
22	в эпизоде	3	9
23	же время	4	9
24	в ней	3	8
25	таким образом	1	8
26	в самой	1	8
27	как мы	3	8
28	мира и	2	8
29	жизни и	3	8
30	вовсе не	1	8
31	и др	2	8
32	так же	2	8
33	также и	1	7
34	с его	6	7
35	мы видели	1	7
36	том что	14	7
37	не в	14	7
38	потому что	1	7
39	что и	1	7
40	на мир	1	7
41	в конце	1	7
42	и все	2	7
43	здесь не	4	6
44	в этой	5	6
45	он не	3	6
46	в них	1	6
47	мысли и	1	6
48	связи с	4	6
49	так и	9	6
50	что он	6	6
51	одним из	2	5
52	например в	2	5
53	самом деле	2	5
54	на самом	1	5
55	это и	3	5
56	здесь и	2	5
57	с ее	3	5
58	и на	3	5
59	в акте	1	5
60	хотя и	3	5
61	и как	5	5
62	и к	1	5
63	в себя	6	5
64	и у	1	5
65	все эти	2	5
66	на этом	1	5
67	его в	2	5
68	с ним	1	5
69	этом отношении	3	5
70	одной из	4	5
71	со всеми	1	5
72	человека с	1	5
73	как раз	2	5
74	существенную роль	1	5
75	в связи	2	5
76	не может	10	5
77	но это	1	5
78	от всех	2	5
79	же как	3	4
80	мы уже	1	4
81	мы не	1	4
82	в сущности	3	4
83	но не	5	4
84	в общем	1	4
85	перед нами	4	4
86	в самом	1	4
87	тому же	5	4
88	по своему	1	4
89	об этом	1	4
90	зрения на	2	4
91	это было	1	4
92	не мог	4	4
93	точки зрения	10	4
94	известной степени	1	4
95	в их	1	4
96	своего рода	12	4
97	до известной	1	4
98	в основе	5	4
99	у него	4	4
100	очень часто	1	4
101	можно было	2	4
102	здесь как	1	4
103	ничего не	2	4
104	и здесь	1	4
105	о том	6	4
106	и во	1	4
107	связаны с	1	4
108	только в	4	4
109	характерно что	1	4
110	и даже	3	4
111	здесь в	1	4
112	сказать что	4	4
113	а не	12	4
114	его как	2	4
115	как это	6	4
116	и от	1	4
117	а также	7	4
118	а в	11	4
119	по поводу	1	4
120	том числе	6	4
121	но она	1	3
122	того же	1	3
123	и он	3	3
124	из этих	3	3
125	как в	7	3
126	но на	1	3
127	как они	1	3
128	ни в	3	3
129	он и	1	3
130	до сих	1	3
131	в которых	1	3
132	от его	1	3
133	не менее	3	3
134	дело в	1	3
135	не имеет	2	3
136	что на	2	3
137	от того	1	3
138	не могло	2	3
139	в другом	1	3
140	нем не	1	3
141	этот момент	1	3
142	нуждается в	5	3
143	это не	2	3
144	именно в	6	3
145	того что	1	3
146	и прежде	1	3
147	и одновременно	2	3
148	характерно для	1	3
149	до нас	1	3
150	поэтому и	1	3
151	есть в	2	3
152	для него	2	3
153	но он	1	3
154	не было	2	3
155	о чем	2	3
156	связь с	1	3
157	от страха	1	3
158	по существу	2	3
159	дело здесь	1	3
160	сих пор	1	3
161	и для	2	3
162	в году	1	3
163	и есть	1	2
164	за все	1	2
165	с точки	2	2
166	и до	2	2
167	из его	1	2
168	др в	1	2
169	и больше	1	2
170	и за	1	2
171	уже более	1	2
172	говорить о	2	2
173	в целом	1	2
174	в различных	1	2
175	в чем	1	2
176	этого эпизода	3	2
177	в данном	5	2
178	отличие от	5	2
179	нет и	2	2
180	независимо от	2	2
181	все же	7	2
182	кто не	1	2
183	когда он	3	2
184	и наконец	1	2
185	напомним что	1	2
186	от этого	1	2
187	что это	3	2
188	роль в	2	2
189	при этом	9	2
190	но именно	1	2
191	в начале	1	2
192	смертью в	1	2
193	дистанции между	1	2
194	том же	1	2
195	лишь в	1	2
196	было бы	4	2
197	делает его	1	2
198	смерть и	1	2
199	глазами и	1	2
200	несмотря на	2	2
201	в церкви	4	2
202	когда в	1	2
203	одно из	2	2
204	отрыве от	1	2
205	во второй	2	2
206	не столько	4	2
207	нельзя было	1	2
208	точку зрения	4	2
209	во времени	8	2
210	даже в	2	2
211	вплоть до	2	2
212	если в	3	2
213	на него	3	2
214	не нуждается	1	2
215	к ней	1	2
216	они и	1	2
217	которая не	1	2
218	с другом	1	2
219	начиная с	1	2
220	не могут	1	2
221	что все	1	2
222	числе и	4	2
223	к тому	7	2
224	он оказывается	1	2
225	говорит и	2	2
226	данном случае	4	2
227	на том	3	2
228	и вообще	1	2
229	же самое	1	2
230	и т.д	7	2
231	можно сказать	5	2
232	в значительной	2	2
233	нас в	1	2
234	к нему	5	2
235	в отрыве	1	2
236	между тем	3	2
237	в уста	1	2
238	в качестве	21	2
239	у нее	2	2
240	мы можем	1	2
241	может быть	25	2
242	они есть	1	2
243	церкви и	1	2
244	и только	2	2
245	в особенности	4	2
246	не подлежит	1	2
247	а именно	3	2
248	в отличие	5	2
249	себя и	2	2
250	один из	3	2
251	произведение в	1	2
252	здесь только	1	2
253	в пределах	2	2
254	и там	1	2
255	друг с	1	2
256	благодаря этому	1	2
257	своей жизни	1	2
258	это явление	1	2
259	под названием	1	2
260	могло не	1	2
261	в другое	1	2
262	хотя бы	4	2
263	в системе	1	2
264	на фоне	1	2
265	то что	11	2
266	жизни в	3	2
267	становления и	1	2
268	неотделима от	1	1
269	принимает форму	1	1
270	и через	1	1
271	становится в	1	1
272	он может	1	1
273	это игра	1	1
274	далее и	1	1
275	то в	6	1
276	этот краткий	1	1
277	она все	1	1
278	в какой-то	1	1
279	все те	4	1
280	по его	1	1
281	а как	1	1
282	есть не	1	1
283	нашу мысль	1	1
284	та же	2	1
285	только благодаря	1	1
286	перед их	1	1
287	целое и	1	1
288	столь же	3	1
289	время в	2	1
290	служит для	1	1
291	истории в	3	1
292	ведь там	1	1
293	в юности	2	1
294	могло быть	1	1
295	но как	2	1
296	свою жизнь	1	1
297	не все	5	1
298	конечном счете	2	1
299	по отношению	7	1
300	существенным образом	2	1
301	глава четвертая	1	1
302	в едином	1	1
303	друг от	1	1
304	что они	3	1
305	где бы	1	1
306	другой день	2	1
307	и непристойность	1	1
308	о жизни	1	1
309	низа и	1	1
310	и где	1	1
311	сознания в	1	1
312	что по	2	1
313	лет а	1	1
314	формы в	1	1
315	бы не	2	1
316	всей своей	2	1
317	процесса не	1	1
318	в себе	8	1
319	сливаются в	1	1
320	самым существенным	1	1
321	человек не	1	1
322	так сказать	1	1
323	этим создается	1	1
324	он ни	1	1
325	в понимании	1	1
326	не как	2	1
327	они свидетельствуют	1	1
328	на земле	1	1
329	не могли	1	1
330	и по	1	1
331	именно это	2	1
332	ни был	1	1
333	но все	4	1
334	человека в	2	1
335	значительной степени	2	1
336	жить в	1	1
337	в вечности	1	1
338	в мире	9	1
339	с позиций	1	1
340	и внутренняя	1	1
341	было в	2	1
342	ко второму	1	1
343	главного героя	2	1
344	с начала	1	1
345	должен был	1	1
346	начала и	1	1
347	где образ	1	1
348	от процесса	1	1
349	солнце и	1	1
350	но уже	1	1
351	далеко не	5	1
352	все было	3	1
353	что не	4	1
354	а за	1	1
355	жизни но	2	1
356	и формы	1	1
357	мир в	1	1
358	они в	2	1
359	как таковой	1	1
360	обратимся к	3	1
361	и того	1	1
362	их на	1	1
363	между ними	2	1
364	в западной	1	1
365	в ходе	1	1
366	и сейчас	2	1
367	она сама	1	1
368	оказывается для	1	1
369	в котором	1	1
370	не от	2	1
371	не представляется	1	1
372	они неразрывно	1	1
373	жизни с	1	1
374	признать что	1	1
375	в памяти	2	1
376	тем не	3	1
377	совершенно иной	2	1
378	и более	1	1
379	их в	1	1
380	на его	1	1
381	что этот	1	1
382	со многими	1	1
383	со смертью	2	1
384	любви и	1	1
385	между людьми	1	1
386	а иногда	2	1
387	граница между	1	1
388	принадлежат к	1	1
389	одна из	3	1
390	к этим	1	1
391	в процессе	1	1
392	он еще	1	1
393	действующие лица	1	1
394	для всего	1	1
395	никогда не	3	1
396	это то	1	1
397	людей так	1	1
398	при всем	2	1
399	этих двух	1	1
400	из древнейших	1	1
401	к концу	1	1
402	связь и	1	1
403	на природу	1	1
404	образа и	1	1
405	мире и	1	1
406	за всех	1	1
407	свидетельствуют о	1	1
408	не по	1	1
409	и позволяет	1	1
410	как будто	3	1
411	в области	2	1
412	может показаться	1	1
413	у нас	1	1
414	в специальном	1	1
415	все то	2	1
416	встречается в	2	1
417	этой истории	1	1
418	здесь совершенно	2	1
419	чтобы сделать	1	1
420	как только	1	1
421	и смертью	1	1
422	бы он	1	1
423	той или	4	1
424	и потому	2	1
425	где он	1	1
426	и со	1	1
427	из нее	1	1
428	он как	1	1
429	году в	1	1
430	вещами и	1	1
431	более не	2	1
432	и должна	1	1
433	от друга	1	1
434	в монастырь	1	1
435	свою очередь	3	1
436	и сами	1	1
437	вечности и	1	1
438	на другой	2	1
439	в организации	2	1
440	представляется возможным	1	1
441	в произведении	3	1
442	идет не	1	1
443	включает в	2	1
444	приводит к	2	1
445	к жизни	1	1
446	и когда	2	1
447	и сам	1	1
448	что у	2	1
449	те же	4	1
450	времени и	7	1
451	в последующих	1	1
452	еще не	7	1
453	подход к	2	1
454	его новое	1	1
455	с этого	1	1
456	если бы	1	1
457	и существенно	1	1
458	и смерть	1	1
459	входит и	1	1
460	никогда и	1	1
461	о нем	4	1
462	было не	1	1
463	в состав	1	1
464	тех кто	1	1
465	что каждый	1	1
466	петра в	1	1
467	имеет значения	1	1
468	основе своей	4	1
469	времени в	2	1
470	в конечном	3	1
471	подлежит сомнению	1	1
472	на протяжении	6	1
473	и всю	1	1
474	и события	1	1
475	она здесь	1	1
