N	3gram	Bakhtin_Pr_1	Komedia
1	в том что	6	9
2	и т п	3	5
3	в то время	1	5
4	с другой стороны	3	5
5	том что он	4	4
6	то время как	1	4
7	в конце концов	5	4
8	в одном из	1	4
9	то же время	9	4
10	в то же	9	4
11	и т д	1	4
12	по отношению к	8	3
13	в этом отношении	3	3
14	о том что	1	3
15	хоть и не	1	2
16	то же самое	1	2
17	до сих пор	2	2
18	т е в	2	2
19	то ни было	1	2
20	видеть в нем	1	2
21	бы то ни	2	2
22	во всяком случае	3	2
23	именно потому что	2	2
24	или может быть	1	2
25	таким образом в	1	2
26	точек зрения на	1	1
27	хотя и не	1	1
28	за пределы одной	1	1
29	что же касается	1	1
30	последнее слово в	1	1
31	но и не	2	1
32	сих пор остается	1	1
33	более или менее	1	1
34	большей или меньшей	1	1
35	и даже не	1	1
36	подобно тому как	3	1
37	он может быть	2	1
38	не следует только	1	1
39	же как и	1	1
40	каждая из них	1	1
41	ставит нас перед	1	1
42	в зависимости от	5	1
43	как будто бы	1	1
44	независимо от того	1	1
45	далеко за пределы	1	1
46	можно было бы	2	1
47	и у него	1	1
48	могут быть отнесены	1	1
49	чтобы убедиться в	1	1
50	так же как	1	1
51	в данном случае	2	1
52	к сожалению не	1	1
53	не только в	2	1
54	в высшей степени	1	1
55	в той же	2	1
56	отсюда и его	1	1
57	пор остается почти	1	1
58	в его произведениях	2	1
59	и на его	1	1
60	этой точки зрения	1	1
61	и вот в	1	1
62	как один из	1	1
63	но он не	1	1
64	и независимо от	1	1
65	с самого начала	1	1
66	ни одной из	1	1
67	ни в одном	1	1
68	в его творчестве	2	1
69	в большинстве случаев	2	1
70	как мы уже	1	1
71	к тому что	1	1
72	в отношении к	1	1
73	как мы видели	1	1
74	для того чтобы	1	1
75	в трагедии в	1	1
