N	2gram	Vinokur_Vv_1	Myshleni
1	с помощью	1	42
2	и в	27	25
3	в том	31	23
4	и речи	1	20
5	том что	26	20
6	таким образом	19	17
7	так же	3	17
8	что в	11	17
9	с тем	6	16
10	как и	5	15
11	в его	10	15
12	то что	17	15
13	в этом	34	14
14	вместе с	6	14
15	между собой	1	13
16	может быть	24	13
17	в целом	5	13
18	так как	13	12
19	в качестве	7	12
20	на основании	5	11
21	по своему	5	11
22	и что	4	10
23	что и	3	10
24	было бы	5	10
25	того что	12	10
26	только в	13	10
27	как бы	5	10
28	и не	13	10
29	мы не	2	9
30	связи с	3	9
31	заключается в	4	9
32	этого процесса	1	9
33	как в	1	9
34	как мы	9	8
35	к образованию	1	8
36	того чтобы	21	8
37	тем что	6	8
38	показывает что	1	8
39	понятия в	2	7
40	все эти	3	7
41	по себе	9	7
42	в области	4	7
43	уже в	5	7
44	мы можем	2	7
45	для того	21	7
46	что мы	2	7
47	как это	5	7
48	же как	3	6
49	того же	3	6
50	зависимости от	1	6
51	и на	3	6
52	но не	7	6
53	потому что	14	6
54	как уже	2	6
55	от этого	5	6
56	представляет собой	12	6
57	не только	21	6
58	собственном смысле	2	6
59	в силу	3	6
60	не может	13	6
61	мы видели	2	6
62	точки зрения	7	6
63	в отличие	3	6
64	не в	8	6
65	в отношении	2	6
66	не менее	8	6
67	самого начала	1	6
68	приходит к	1	6
69	в собственном	2	6
70	с самого	1	6
71	можно было	7	6
72	один из	6	6
73	что он	4	6
74	образованию понятий	1	6
75	отличие от	3	6
76	и у	1	6
77	понятий в	1	6
78	с другой	8	6
79	в связи	2	6
80	слова и	1	6
81	все это	6	6
82	все же	8	6
83	мы должны	1	6
84	одним из	5	5
85	человека и	1	5
86	связи между	4	5
87	в зависимости	1	5
88	мы уже	1	5
89	и как	9	5
90	и к	1	5
91	отношения между	1	5
92	что это	3	5
93	что она	3	5
94	при этом	3	5
95	факт что	1	5
96	на этой	3	5
97	уже сказано	1	5
98	между отдельными	1	5
99	тем не	8	5
100	задачи и	1	5
101	но это	1	5
102	могут быть	4	5
103	и т.д	4	5
104	о том	15	5
105	значения и	1	5
106	так и	1	5
107	если бы	2	5
108	в этой	3	5
109	входит в	2	5
110	с одной	4	5
111	для него	1	5
112	именно в	8	5
113	тот факт	1	5
114	из которых	2	5
115	одной стороны	4	5
116	мы имеем	3	4
117	еще не	4	4
118	которые не	1	4
119	так называемая	2	4
120	в своем	3	4
121	из этих	5	4
122	в известном	3	4
123	на то	1	4
124	в основу	2	4
125	той же	4	4
126	и того	2	4
127	не мог	2	4
128	одного и	2	4
129	не столько	2	4
130	что с	3	4
131	в то	5	4
132	стадии развития	1	4
133	тогда когда	3	4
134	этого слова	2	4
135	никогда не	3	4
136	не могут	5	4
137	встречается в	1	4
138	к тому	4	4
139	что оно	2	4
140	к овладению	1	4
141	и это	6	4
142	мог бы	2	4
143	по сравнению	3	4
144	слова или	1	4
145	с ним	1	4
146	выводу что	5	4
147	связь между	4	4
148	значит что	1	4
149	в какой	4	4
150	всяком случае	3	4
151	из них	3	4
152	мы знаем	1	4
153	говорит он	2	4
154	от того	3	4
155	но и	5	4
156	в ряде	2	4
157	прежде всего	8	4
158	независимо от	3	4
159	с этим	2	4
160	смысле этого	8	4
161	это значит	1	4
162	и все	1	4
163	а в	5	4
164	сказать что	5	4
165	что понятие	1	4
166	в частности	3	4
167	во всяком	3	4
168	которая не	1	4
169	на деле	1	3
170	то в	1	3
171	в котором	4	3
172	относительно поздно	1	3
173	но как	2	3
174	с которыми	1	3
175	по отношению	4	3
176	его к	2	3
177	в самом	12	3
178	бы сказать	1	3
179	то обстоятельство	1	3
180	остановиться на	1	3
181	речи например	1	3
182	что эти	1	3
183	этот процесс	3	3
184	как он	6	3
185	как оно	3	3
186	не как	3	3
187	и сам	2	3
188	на этом	3	3
189	из основных	1	3
190	значение в	2	3
191	его в	6	3
192	в жизни	1	3
193	можно считать	1	3
194	понятия и	1	3
195	в которых	6	3
196	состоит в	2	3
197	не могли	2	3
198	является так	1	3
199	того как	3	3
200	эти связи	1	3
201	во всем	2	3
202	обстоятельство что	1	3
203	отличается от	1	3
204	не есть	4	3
205	были бы	1	3
206	в себя	1	3
207	на том	3	3
208	и которые	1	3
209	по признаку	2	3
210	мышления так	1	3
211	как она	4	3
212	не свободно	1	3
213	обе эти	2	3
214	мы видим	1	3
