N	3gram	Tiupa_Narr_1	Problemy
1	с точки зрения	1	9
2	до сих пор	2	8
3	не может быть	4	8
4	и не может	1	7
5	по отношению к	3	5
6	то же время	4	5
7	в то же	4	5
8	друг с другом	1	5
9	в самом деле	2	4
10	в том числе	1	4
11	как и все	1	4
12	более или менее	1	3
13	в отличие от	2	3
14	как мы увидим	1	3
15	том числе и	1	3
16	сам по себе	1	3
17	с другой стороны	1	3
18	чужого слова в	2	3
19	как и в	1	3
20	на себя внимание	3	2
21	дело в том	2	2
22	большей или меньшей	1	2
23	сами по себе	2	2
24	но и в	2	2
25	в том что	5	2
26	как если бы	2	2
27	в большей или	1	2
28	друг на друга	2	2
29	о том что	2	2
30	то есть от	1	2
31	можно сказать что	2	2
32	той или иной	4	2
33	в этих случаях	1	2
34	во всех его	1	2
35	в той или	1	1
36	и в жизни	1	1
37	и совершенно не	1	1
38	хотя они и	1	1
39	в этом последнем	1	1
40	и даже не	1	1
41	по мере того	1	1
42	границы между ними	1	1
43	же как и	1	1
44	но именно оно	1	1
45	с установкой на	2	1
46	не было и	2	1
47	такие определения как	1	1
48	и в то	1	1
49	в той же	1	1
50	от первого лица	1	1
51	в художественной литературе	1	1
52	в соответствии со	1	1
53	может быть и	1	1
54	одно и то	2	1
55	лишь в одном	1	1
56	в значительной степени	1	1
57	в данном случае	8	1
58	мы не знаем	1	1
59	с одной стороны	1	1
60	дистанцию по отношению	1	1
61	и то же	2	1
62	как один из	1	1
63	но при этом	1	1
64	не входит в	1	1
65	то что мы	1	1
66	в нем не	1	1
67	в связи с	2	1
68	он уже не	1	1
69	на фоне его	1	1
70	к тому же	5	1
71	во всяком случае	2	1
72	во втором эпизоде	2	1
73	перед нами два	1	1
74	в произведении и	1	1
75	было и не	1	1
76	самом деле в	1	1
77	жизни то есть	1	1
78	здесь не только	1	1
79	не могло быть	1	1
80	его жизни и	1	1
81	мере того как	1	1
82	и т.п в	1	1
83	то что не	1	1
84	но и на	2	1
85	не только в	6	1
86	но в этом	1	1
87	в одном высказывании	1	1
88	отношению к ним	1	1
89	но все же	1	1
90	но именно поэтому	1	1
91	не может обойтись	1	1
92	друг от друга	1	1
93	если бы не	1	1
94	точка зрения как	1	1
95	а во второй	1	1
96	к тому что	1	1
97	не о том	1	1
98	бы не было	1	1
99	и не могло	1	1
