N	2gram	Vinokur_Vv_1	Komedia
1	iv в	2	34
2	и в	27	26
3	в г	5	17
4	и не	13	14
5	и его	5	12
6	к тому	4	12
7	так и	1	12
8	тому же	1	11
9	может быть	24	11
10	в том	31	11
11	в этом	34	10
12	на протяжении	2	10
13	но и	5	10
14	том что	26	9
15	если бы	2	9
16	вместе с	6	9
17	что в	11	9
18	ясно что	9	8
19	было бы	5	8
20	и на	3	7
21	не только	21	7
22	н э	6	7
23	что и	3	7
24	из них	3	7
25	еще не	4	6
26	в своем	3	6
27	о том	15	6
28	в нем	13	6
29	таким образом	19	6
30	в то	5	6
31	того чтобы	21	6
32	потому что	14	6
33	наряду с	2	6
34	во время	1	6
35	то что	17	6
36	в которой	1	5
37	что он	4	5
38	так что	5	5
39	в истории	9	5
40	независимо от	3	5
41	с этим	2	5
42	для того	21	5
43	а затем	1	5
44	на основании	5	5
45	с тем	6	5
46	и с	2	5
47	один из	6	5
48	в качестве	7	5
49	г и	1	5
50	к этому	3	5
51	по адресу	1	4
52	б и	1	4
53	уже в	5	4
54	хотя и	3	4
55	в самом	12	4
56	что это	3	4
57	в целом	5	4
58	из этих	5	4
59	с их	5	4
60	это было	1	4
61	в них	4	4
62	как и	5	4
63	в этих	3	4
64	тому что	2	4
65	не менее	8	4
66	не по	1	4
67	судя по	1	4
68	как будто	3	4
69	как мы	9	4
70	в в	3	4
71	что у	1	4
72	можно было	7	4
73	еще в	1	4
74	его в	6	4
75	между тем	8	4
76	в его	10	4
77	только в	13	4
78	до нас	3	4
79	же в	1	4
80	в начале	3	4
81	так как	13	4
82	у него	1	4
83	на этот	4	4
84	прежде всего	8	4
85	в руках	1	4
86	мира в	1	4
87	в частности	3	4
88	как это	5	4
89	все же	8	4
90	и для	4	4
91	и от	1	4
92	одной из	3	4
93	точки зрения	7	4
94	речь идет	2	3
95	например в	2	3
96	тех же	1	3
97	в котором	4	3
98	то же	8	3
99	в их	11	3
100	той же	4	3
101	надо было	2	3
102	вопрос о	8	3
103	похожи на	1	3
104	того же	3	3
105	в ней	3	3
106	что его	1	3
107	во всех	2	3
108	но не	7	3
109	по отношению	4	3
110	как в	1	3
111	но в	10	3
112	так или	4	3
113	в этой	3	3
114	как он	6	3
115	но все	3	3
116	в каждом	4	3
117	но если	3	3
118	его современников	1	3
119	надо признать	1	3
120	из числа	2	3
121	в обоих	2	3
122	не имеет	4	3
123	того как	3	3
124	в самой	1	3
125	же время	5	3
126	к концу	1	3
127	связи с	3	3
128	что на	1	3
129	и сам	2	3
130	к нему	2	3
131	после смерти	1	3
132	тех пор	1	3
133	дело с	6	3
134	себя в	2	3
135	ответ на	3	3
136	мы знаем	1	3
137	представить себе	5	3
138	мы можем	2	3
139	тем что	6	3
140	или иначе	4	3
141	здесь в	1	3
142	не было	1	3
143	так называемой	3	3
144	о чем	4	3
145	в связи	2	3
146	и особенно	1	3
147	из которых	2	3
148	в тех	2	3
149	отношению к	4	3
150	да и	4	3
151	с этой	4	3
152	все это	6	3
153	или в	1	3
154	интерес к	1	3
155	а в	5	3
156	до тех	1	3
157	в своей	4	3
158	ко времени	2	3
159	жизни и	2	3
160	того времени	1	3
161	по поводу	1	3
162	не может	13	3
163	также что	1	2
164	и т	43	2
165	одним из	5	2
166	только потому	1	2
167	малой азии	1	2
168	и есть	3	2
169	в первом	5	2
170	из его	2	2
171	и за	1	2
172	мы имеем	3	2
173	мы не	2	2
174	из самых	1	2
175	говорить о	3	2
176	не вполне	4	2
177	то это	3	2
178	в виду	4	2
179	и был	2	2
180	он был	1	2
181	бы то	1	2
182	в ее	11	2
183	и другие	1	2
184	в до	2	2
185	отличие от	3	2
186	и я	1	2
187	в одной	1	2
188	что именно	2	2
189	что по	1	2
190	в действительности	1	2
191	от этого	5	2
192	за собой	3	2
193	с той	1	2
194	бы и	2	2
195	ни одна	2	2
196	что она	3	2
197	не следует	2	2
198	после этого	2	2
199	в принципе	2	2
200	античного мира	1	2
201	в силу	3	2
202	что ни	1	2
203	на этом	3	2
204	то ни	1	2
205	об этом	5	2
206	второй половины	3	2
207	это не	8	2
208	этом смысле	11	2
209	как видно	1	2
210	не всегда	1	2
211	и такая	1	2
212	чем в	3	2
213	в следующем	1	2
214	всяком случае	3	2
215	представление о	1	2
216	в отличие	3	2
217	нельзя отрицать	1	2
218	не в	8	2
219	в конце	3	2
220	однако в	3	2
221	вовсе не	6	2
222	одна из	2	2
223	в одном	4	2
224	в какой-то	1	2
225	в духе	1	2
226	содержанию и	1	2
227	всего в	1	2
228	и это	6	2
229	по и	1	2
230	как не	1	2
231	говоря уже	2	2
232	с самого	1	2
233	и что	4	2
234	похож на	1	2
235	в многочисленных	1	2
236	в построении	1	2
237	после того	2	2
238	времени в	3	2
239	и все	1	2
240	обоих случаях	1	2
241	нем не	1	2
242	войны в	1	2
243	наконец в	1	2
244	у поэтов	1	2
245	также в	1	2
246	все время	1	2
247	с которыми	1	2
248	по содержанию	2	2
249	этой целью	1	2
250	философии и	2	2
251	тот же	1	2
252	с ними	1	2
253	в какой	4	2
254	и ее	4	2
255	в уста	1	2
256	с одной	4	2
257	и у	1	2
258	у того	1	2
259	одно из	5	2
260	т п	5	2
261	отношение к	3	2
262	от того	3	2
263	рядом с	2	2
264	нет и	1	2
265	видно из	1	2
266	со стороны	12	2
267	и к	1	2
268	до сих	5	2
269	с другой	8	2
270	и тех	1	2
271	дошедших до	1	2
272	одной стороны	4	2
273	этому времени	2	2
274	что из	1	2
275	если не	1	2
276	должна была	2	2
277	для этой	1	2
278	так называемых	4	2
279	мы находим	1	2
280	уже о	1	2
281	чем на	1	2
282	по своему	5	2
283	в изображении	1	2
284	в течение	5	2
285	в той	7	2
286	как бы	5	2
287	кто из	1	2
288	своего времени	1	2
289	сих пор	5	2
290	в так	1	2
291	естественно не	1	2
292	каждой из	3	2
293	бы в	1	2
294	еще более	1	2
295	хотя бы	5	2
296	ни было	1	2
297	не говоря	2	2
298	этим объясняется	1	2
299	частности в	1	2
300	из четырех	1	2
301	во всяком	3	2
302	которых не	3	1
303	за ее	1	1
304	как говорят	2	1
305	отношения к	1	1
306	включаются в	1	1
307	самом деле	6	1
308	мере в	4	1
309	отношения между	1	1
310	что эти	1	1
311	вкладывает в	1	1
312	по его	2	1
313	которыми он	1	1
314	то для	1	1
315	в и	4	1
316	сравнению с	3	1
317	хотя сам	1	1
318	обычно мы	1	1
319	до него	1	1
320	та же	1	1
321	в сущности	3	1
322	а для	1	1
323	в полной	1	1
324	достаточно сослаться	1	1
325	вв до	1	1
326	в каждой	2	1
327	случаях имеется	1	1
328	бы людьми	1	1
329	большей частью	1	1
330	чем больше	2	1
331	у античных	1	1
332	собой в	2	1
333	между собой	1	1
334	время пока	1	1
335	в а	1	1
336	все эти	3	1
337	качестве примера	1	1
338	время в	2	1
339	в различных	2	1
340	в чем	4	1
341	только после	2	1
342	в создании	2	1
343	то мы	1	1
344	при жизни	2	1
345	в область	1	1
346	значение и	2	1
347	в общем	12	1
348	бы себя	1	1
349	и будет	1	1
350	не просто	4	1
351	из таких	1	1
352	всю эту	1	1
353	чем же	3	1
354	быта и	3	1
355	государства и	2	1
356	общего с	1	1
357	как к	1	1
358	в распоряжении	1	1
359	однако не	4	1
360	ее пределами	1	1
361	как уже	2	1
362	гораздо более	3	1
363	в чисто	4	1
364	для которого	1	1
365	составляет содержание	1	1
366	проблем в	1	1
367	представляет собой	12	1
368	многое в	1	1
369	всего к	2	1
370	остановиться на	1	1
371	красками и	1	1
372	в себе	4	1
373	вопрос сводится	1	1
374	э и	1	1
375	не могла	1	1
376	на его	1	1
377	и стало	1	1
378	больше всего	1	1
379	с традициями	1	1
380	главным образом	1	1
381	время и	1	1
382	видеть в	1	1
383	и более	1	1
384	европейской культуры	1	1
385	не могли	2	1
386	их из	1	1
387	его от	1	1
388	к выводу	6	1
389	в основу	2	1
390	и отдать	1	1
391	конкретная историческая	1	1
392	в другом	3	1
393	в число	2	1
394	этой традиции	2	1
395	во-вторых не	1	1
396	входит в	2	1
397	в соответствии	2	1
398	действительности в	2	1
399	возможность судить	1	1
400	за другой	1	1
401	по истории	2	1
402	нам по	1	1
403	по себе	9	1
404	выходя из	1	1
405	в жизни	1	1
406	идет от	1	1
407	но уже	2	1
408	ни одной	1	1
409	в реальном	1	1
410	находящегося в	2	1
411	соответствии с	2	1
412	необходимость в	1	1
413	и уже	3	1
414	он и	2	1
415	на две	1	1
416	мы видели	2	1
417	на родном	1	1
418	ни с	2	1
419	действительно не	1	1
420	следует забывать	1	1
421	выражение в	1	1
422	автора и	1	1
423	и тогда	3	1
424	не больше	1	1
425	народа и	1	1
426	не мог	2	1
427	со всей	3	1
428	только тем	1	1
429	в эту	1	1
430	во второй	3	1
431	от своего	1	1
432	и при	2	1
433	и без	2	1
434	же это	2	1
435	сходных с	1	1
436	же направлении	1	1
437	из которой	1	1
438	представляла собой	1	1
439	не столько	2	1
440	от его	1	1
441	не считал	2	1
442	должны были	1	1
443	сам же	2	1
444	нельзя было	1	1
445	xx в	3	1
446	нам в	1	1
447	тем не	8	1
448	чего нельзя	1	1
449	вещей и	1	1
450	том же	2	1
451	на разные	1	1
452	ним в	1	1
453	для нее	1	1
454	любовь к	4	1
455	и очень	1	1
456	значительное место	1	1
457	любви и	1	1
458	с точки	2	1
459	на рубеже	2	1
460	не раз	1	1
461	этого же	1	1
462	она могла	1	1
463	легко представить	1	1
464	это дает	1	1
465	правда в	1	1
466	как о	4	1
467	первая половина	1	1
468	было у	1	1
469	даже как	1	1
470	из их	1	1
471	вытекает из	1	1
472	никогда не	3	1
473	в отношениях	2	1
474	источников в	1	1
475	ничего не	2	1
476	в разных	5	1
477	других человеческих	1	1
478	имеем дело	1	1
479	и по-видимому	1	1
480	она с	1	1
481	таким путем	1	1
482	иными словами	1	1
483	и является	1	1
484	из того	2	1
485	мы помним	1	1
486	этот образ	1	1
487	в области	4	1
488	в каком	1	1
489	обстоятельство что	1	1
490	да рядом	1	1
491	и другой	1	1
492	чтобы сделать	1	1
493	разницей что	1	1
494	отличается от	1	1
495	стремлением к	1	1
496	той или	1	1
497	из себя	1	1
498	должен быть	4	1
499	для себя	1	1
500	дошедшие до	1	1
501	приходит к	1	1
502	то она	1	1
503	это противопоставление	1	1
504	только при	1	1
505	с каким	1	1
506	в собственном	2	1
507	концу iv	1	1
508	в себя	1	1
509	на свой	1	1
510	произведения и	2	1
511	времени и	4	1
512	здесь нет	4	1
513	мог бы	2	1
514	которые он	1	1
515	к самой	2	1
516	других и	1	1
517	по сравнению	3	1
518	разного рода	1	1
519	жизнь и	1	1
520	задний план	1	1
521	в эпоху	1	1
522	о котором	8	1
523	с ним	1	1
524	в содержании	1	1
525	как па	1	1
526	выводу что	5	1
527	помнить что	1	1
528	до н	6	1
529	бесспорно что	1	1
530	а также	3	1
531	быть более	1	1
532	внимание на	4	1
533	и та	1	1
534	второй половине	2	1
535	никак не	1	1
536	как ее	1	1
537	одного из	1	1
538	только за	1	1
539	пор пока	1	1
540	этих двух	1	1
541	различие в	1	1
542	каждом из	1	1
543	материал для	3	1
544	этой стороне	1	1
545	полагали что	1	1
546	сыграть свою	1	1
547	но нет	1	1
548	нуждается в	2	1
549	принятия христианства	1	1
550	во всей	1	1
551	что же	3	1
552	вполне ясно	1	1
553	них в	1	1
554	же ясно	1	1
555	если это	2	1
556	своему содержанию	1	1
557	впрочем не	1	1
558	в литературе	1	1
