N	3gram	Vygotskiy__2	Hudozhes
1	по отношению к	5	10
2	в отличие от	3	7
3	более или менее	2	5
4	с другой стороны	1	5
5	той или иной	1	5
6	в том что	21	5
7	состоит в том	3	4
8	с точки зрения	18	3
9	в конечном счете	4	3
10	можно сказать что	1	3
11	в этом смысле	2	3
12	в той или	1	2
13	в данный момент	1	2
14	в том и	1	2
15	тот или иной	1	2
16	во всей его	1	2
17	в коем случае	1	2
18	ни в коем	1	2
19	с одной стороны	7	2
20	а с другой	4	2
21	приводит к тому	1	2
22	для того чтобы	10	2
23	коем случае не	1	2
24	том числе и	3	2
25	по сути дела	1	2
26	в том числе	3	2
27	сама по себе	2	2
28	по своей природе	1	1
29	того же типа	1	1
30	точки зрения и	1	1
31	чем это может	1	1
32	мы видим в	2	1
33	здесь и теперь	2	1
34	иметь в виду	1	1
35	который в отличие	1	1
36	это было бы	1	1
37	имеем в виду	1	1
38	подобно тому как	2	1
39	том случае если	1	1
40	в зависимости от	6	1
41	в таких случаях	1	1
42	что он не	2	1
43	не входит в	1	1
44	как это ни	1	1
45	бы то ни	1	1
46	только то что	1	1
47	а по своей	1	1
48	из того что	4	1
49	точно так же	1	1
50	наличии у него	1	1
51	из этих двух	1	1
52	именно в этом	1	1
53	в том случае	1	1
54	как раз в	2	1
55	который может быть	1	1
56	ибо и в	1	1
57	даже в том	1	1
58	то ни было	1	1
59	таким образом и	1	1
60	и потому что	1	1
61	отношению к которому	1	1
62	в известном смысле	1	1
63	все без исключения	1	1
64	не могут быть	1	1
65	всей его сложности	1	1
66	в связи с	6	1
67	не для себя	1	1
68	так же как	1	1
69	от этого в	1	1
70	в свое время	1	1
71	речи от внешней	1	1
72	по ту сторону	2	1
73	в частности в	1	1
74	что даже в	1	1
75	но на деле	2	1
76	и речевой деятельности	1	1
77	о том что	4	1
78	и теперь в	1	1
79	этой точки зрения	1	1
80	жизни человека и	1	1
81	и тем самым	1	1
82	и в самом	2	1
83	включает в себя	1	1
84	и тем более	1	1
85	именно потому что	1	1
86	речь идет о	2	1
87	мы имеем в	1	1
88	друг от друга	2	1
89	или иной мере	1	1
90	дело не в	1	1
91	том что он	1	1
92	не может быть	6	1
93	как и в	1	1
94	к тому же	1	1
95	в другой своей	1	1
