N	3gram	Propp_Isto_4	Problema
1	тем не менее	2	18
2	и т д	24	10
3	то же самое	2	9
4	в данном случае	3	8
5	на то что	3	8
6	содержит в себе	2	7
7	ничего общего с	1	7
8	вовсе не есть	1	6
9	о том что	2	5
10	точно так же	5	4
11	в связи с	2	4
12	а не просто	1	4
13	до сих пор	5	3
14	и в других	1	3
15	указывает на то	1	3
16	может быть и	1	3
17	даже если бы	1	3
18	то что он	2	3
19	здесь перед нами	1	3
20	и тем самым	1	3
21	можно сказать что	1	3
22	с другой стороны	4	3
23	о том как	1	2
24	в этом случае	3	2
25	что иное как	3	2
26	в других случаях	1	2
27	сколько бы мы	1	2
28	но это только	1	2
29	как это мы	1	2
30	в таких случаях	2	2
31	в этих случаях	7	2
32	есть не что	1	2
33	как мы увидим	1	2
34	но уже в	1	2
35	и то что	5	2
36	так как он	2	2
37	чем перейти к	1	2
38	так же как	12	2
39	а не только	1	2
40	во всех этих	1	2
41	не может быть	4	2
42	мы увидим ниже	1	2
43	не потому что	1	2
44	не что иное	3	2
45	подобно тому как	1	2
46	на том что	1	2
47	и может быть	1	1
48	что было до	1	1
49	вместе с тем	1	1
50	поставить вопрос о	2	1
51	мы видели выше	2	1
52	ни к каким	1	1
53	он может быть	1	1
54	внимание на то	1	1
55	в некоторых случаях	3	1
56	себя не только	1	1
57	тому что в	1	1
58	же в этих	1	1
59	с представлением о	2	1
60	есть абстрактное понятие	1	1
61	друг на друга	1	1
62	он содержит в	1	1
63	бы мы ни	1	1
64	не менее он	1	1
65	мы до сих	1	1
66	в основе своей	1	1
67	не просто в	1	1
68	он является в	1	1
69	из них не	1	1
70	одно и то	1	1
71	так как иначе	1	1
72	то время как	1	1
73	же как и	4	1
74	является то что	1	1
75	если бы мы	1	1
76	не только в	2	1
77	тем что он	2	1
78	остановимся только на	1	1
79	человека с землей	1	1
80	и то же	1	1
81	т д здесь	1	1
82	так и в	2	1
83	как будто бы	1	1
84	мы здесь не	1	1
85	не могут быть	1	1
86	у древних греков	1	1
87	даже и здесь	1	1
88	то что по	1	1
89	не говорит о	1	1
90	и здесь еще	1	1
91	хотя и в	1	1
92	мы уже видели	1	1
93	не есть нечто	1	1
94	здесь в качестве	1	1
95	нельзя сказать что	1	1
96	что вовсе не	1	1
97	к такого рода	1	1
98	здесь не будем	1	1
99	никакой связи с	1	1
100	в то время	1	1
101	сих пор говорили	1	1
102	одного из них	1	1
103	мы имеем и	1	1
104	ничего не говорит	1	1
105	и как мы	1	1
106	именно в этой	1	1
107	цели мы должны	1	1
108	не только это	1	1
109	в другом случае	2	1
110	к тому что	1	1
111	представлением о смерти	1	1
112	всех этих случаях	1	1
113	как и в	1	1
114	только тогда когда	1	1
115	как мы видели	3	1
