N	2gram	Propp_Isto_2	Otkroven
1	у него	4	22
2	и в	15	19
3	но и	14	13
4	и не	11	13
5	в этом	11	12
6	человека в	2	11
7	не в	7	11
8	не только	18	11
9	может быть	17	11
10	а не	5	11
11	вопрос о	4	10
12	в нем	7	10
13	прежде всего	5	9
14	к человеку	1	9
15	не было	2	9
16	никогда не	15	9
17	потому что	9	9
18	он был	3	8
19	и он	1	8
20	в его	6	7
21	человек не	1	7
22	он не	8	7
23	до конца	1	7
24	ни с	1	7
25	нет ничего	2	7
26	но он	4	7
27	от него	1	7
28	как и	2	6
29	все это	3	6
30	в том	6	5
31	в самом	1	5
32	в этой	4	5
33	о его	2	5
34	а в	12	5
35	то что	12	5
36	через человека	1	4
37	он сам	1	4
38	с его	1	4
39	все в	1	4
40	все эти	4	4
41	него и	1	4
42	на земле	1	4
43	что не	1	4
44	не может	5	4
45	т е	29	4
46	того чтобы	2	4
47	и его	3	4
48	всегда есть	1	4
49	что в	12	4
50	и есть	5	3
51	о том	3	3
52	еще не	9	3
53	к нему	5	3
54	было бы	5	3
55	того что	3	3
56	когда он	3	3
57	что он	24	3
58	и ее	2	3
59	это за	2	3
60	в себе	4	3
61	не могут	1	3
62	это было	1	3
63	это не	2	3
64	никто не	1	3
65	могут быть	2	3
66	как бы	6	3
67	с ним	1	3
68	в русской	5	3
69	в этих	11	3
70	хотя бы	2	3
71	он прежде	1	2
72	и с	4	2
73	из всего	1	2
74	и то	2	2
75	что у	2	2
76	так и	5	2
77	его не	2	2
78	и о	1	2
79	по себе	1	2
80	погружается в	1	2
81	вместо того	2	2
82	их не	1	2
83	и на	4	2
84	и много	1	2
85	не все	2	2
86	что и	6	2
87	что они	10	2
88	в истории	1	2
89	же можно	3	2
90	как к	1	2
91	все же	9	2
92	вопросом о	1	2
93	и к	1	2
94	в этот	1	2
95	и потому	1	2
96	должен был	3	2
97	и этим	1	2
98	в которой	2	2
99	он в	3	2
100	так что	6	2
101	уже в	2	2
102	одно из	2	2
103	так как	14	2
104	тем что	4	2
105	в других	3	2
106	этом он	1	2
107	в другом	9	2
108	и из	2	2
109	его в	10	2
110	человека а	1	2
111	в явлениях	1	2
112	сказать что	2	2
113	с тем	9	2
114	и очень	1	2
115	но никогда	1	2
116	чем в	1	2
117	подойти к	2	2
118	том что	7	2
119	ко всем	1	2
120	черту и	1	2
121	человека к	1	2
122	к этому	1	2
123	что же	1	2
124	с которой	2	2
125	и для	2	2
126	ничего не	7	2
127	к ней	2	2
128	что человеку	1	2
129	в глубину	1	2
130	в своей	1	2
131	к этой	4	2
132	ее в	2	2
133	все еще	2	2
134	но в	6	2
135	и это	3	1
136	что делается	1	1
137	например в	2	1
138	с образом	2	1
139	не делает	1	1
140	и действительно	1	1
141	связана с	6	1
142	в виду	2	1
143	сам по	1	1
144	на самом	2	1
145	с каким	1	1
146	характер и	1	1
147	уже с	2	1
148	когда человек	1	1
149	не имеют	1	1
150	в силе	2	1
151	и когда	2	1
152	легенды о	1	1
153	можно было	5	1
154	к чему	2	1
155	есть не	1	1
156	из которой	1	1
157	которая была	1	1
158	не умирает	1	1
159	мы не	3	1
160	том как	1	1
161	связан с	5	1
162	и делают	1	1
163	в сущности	2	1
164	находится в	2	1
165	не вполне	1	1
166	его пути	3	1
167	о нем	4	1
168	другом месте	2	1
169	себе что	1	1
170	в ней	4	1
171	была для	1	1
172	и что	6	1
173	в глаза	2	1
174	почему же	1	1
175	после того	3	1
176	не приходит	1	1
177	там и	1	1
178	самом деле	2	1
179	доходит до	1	1
180	которого не	1	1
181	но не	2	1
182	очень ясно	1	1
183	нуждается в	1	1
184	отметить что	1	1
185	говорит он	1	1
186	уходят в	1	1
187	и можно	1	1
188	в центре	1	1
189	в одной	4	1
190	как в	5	1
191	бросается в	1	1
192	в частности	1	1
193	один из	8	1
194	и как	1	1
195	с ними	2	1
196	духа и	1	1
197	проникнуть в	2	1
198	с душой	1	1
199	от этого	1	1
200	за собой	1	1
201	и после	1	1
202	который в	1	1
203	этот случай	4	1
204	не хочет	1	1
205	что это	6	1
206	вопрос об	1	1
207	представляет собой	5	1
208	в эти	1	1
209	к которой	1	1
210	одно время	1	1
211	же и	3	1
212	уже не	1	1
213	говорят о	2	1
214	на то	3	1
215	думаю чтобы	1	1
216	еще одну	1	1
217	что она	5	1
218	на этих	1	1
219	и других	1	1
220	да и	2	1
221	из них	2	1
222	после этого	4	1
223	его и	4	1
224	ключ к	2	1
225	был бы	2	1
226	он должен	2	1
227	к одному	1	1
228	человека не	1	1
229	в силу	2	1
230	в одном	5	1
231	вовсе не	1	1
232	у нее	4	1
233	так часто	1	1
234	из него	2	1
235	человек а	1	1
236	в совершенно	1	1
237	со стороны	1	1
238	есть момент	1	1
239	чтобы все	1	1
240	а именно	3	1
241	и прежде	1	1
242	а это	1	1
243	связанным с	1	1
244	хлебами и	1	1
245	приходит в	1	1
246	в жизни	2	1
247	в это	1	1
248	смерть и	1	1
249	и пр	7	1
