N	2gram	Voloshinov_1	Istorich
1	и в	16	28
2	может быть	17	25
3	а не	1	15
4	не может	8	15
5	никогда не	2	14
6	мы имеем	1	13
7	мы должны	1	13
8	для нас	2	13
9	то же	2	12
10	не только	7	12
11	что в	3	12
12	мы видим	2	11
13	только в	4	11
14	мы не	2	10
15	все же	1	10
16	и что	1	10
17	что он	2	10
18	мы увидим	1	10
19	но и	4	10
20	прежде всего	9	10
21	так и	4	9
22	о том	2	9
23	то что	3	9
24	в том	3	9
25	и не	4	9
26	в этом	9	8
27	но в	4	8
28	что это	2	8
29	таким образом	9	8
30	не всегда	1	8
31	если бы	1	8
32	в ней	1	7
33	еще не	5	7
34	и здесь	1	7
35	и др	3	7
36	что мы	2	7
37	так же	2	7
38	том что	3	7
39	было бы	2	7
40	в этих	3	7
41	а в	3	7
42	в этой	4	6
43	ни один	1	6
44	о смерти	1	6
45	его в	4	6
46	не менее	2	6
47	к тому	1	6
48	что и	2	6
49	так как	4	6
50	с другой	1	6
51	вместе с	3	6
52	когда он	1	6
53	вопрос о	1	5
54	что они	1	5
55	увидим что	1	5
56	что она	1	5
57	их в	3	5
58	не будем	1	5
59	на основе	2	5
60	можно было	1	5
61	в его	4	5
62	что здесь	1	5
63	но не	1	5
64	в качестве	1	5
65	в одном	3	5
66	до сих	3	5
67	сих пор	3	5
68	не знает	2	5
69	сказать что	7	5
70	ее в	2	5
71	и даже	4	4
72	и для	2	4
73	и на	4	4
74	между собой	2	4
75	одним словом	1	4
76	чем это	1	4
77	с этим	2	4
78	все эти	5	4
79	и с	8	4
80	с тем	1	4
81	как и	2	4
82	в основе	3	4
83	находится в	2	4
84	связи с	1	4
85	должны быть	1	4
86	в пределах	2	4
87	другими словами	2	4
88	с одной	1	4
89	в большинстве	3	4
90	большинстве случаев	3	4
91	мы знаем	3	4
92	к ним	2	4
93	и пр	12	4
94	один из	2	4
95	связь с	1	4
96	одной стороны	1	4
97	могут быть	3	4
98	друг с	1	4
99	все это	4	4
100	в связи	1	4
101	хотя бы	4	4
102	но это	2	4
103	но оно	3	4
104	они не	2	4
105	мы здесь	1	3
106	я не	1	3
107	не совсем	1	3
108	к чему	1	3
109	точку зрения	1	3
110	при этом	6	3
111	и по	2	3
112	на этом	3	3
113	в другом	1	3
114	во время	3	3
115	почти не	2	3
116	выше мы	1	3
117	дело в	1	3
118	с другом	1	3
119	у меня	1	3
120	же самое	1	3
121	как мы	4	3
122	для этого	2	3
123	в которую	1	3
124	во всем	1	3
125	может оказаться	1	3
126	и его	8	3
127	уже не	1	3
128	не можем	2	3
129	если мы	2	3
130	в начале	2	3
131	и их	4	3
132	мы еще	1	3
133	как это	3	3
134	что же	1	3
135	к сожалению	1	3
136	отношения к	3	2
137	же как	2	2
138	и потому	3	2
139	по его	1	2
140	что если	1	2
141	а для	1	2
142	зависимости от	1	2
143	на них	2	2
144	столь же	1	2
145	бы то	1	2
146	во всех	3	2
147	значение и	1	2
148	мы сейчас	1	2
149	первый взгляд	1	2
150	пути в	1	2
151	однако не	1	2
152	и как	3	2
153	от этого	1	2
154	которые в	1	2
155	право на	1	2
156	не более	1	2
157	во многих	1	2
158	как он	1	2
159	в нем	4	2
160	связанные с	2	2
161	он не	2	2
162	различные формы	1	2
163	и вот	3	2
164	то ни	1	2
165	по смыслу	1	2
166	и мы	2	2
167	на первый	2	2
168	для него	6	2
169	но если	1	2
170	что такое	5	2
171	на первых	1	2
172	для объяснения	1	2
173	только для	5	2
174	в эпоху	1	2
175	есть еще	1	2
176	однако в	1	2
177	а иногда	1	2
178	эти две	1	2
179	самого начала	4	2
180	тогда когда	1	2
181	одна из	1	2
182	только из	1	2
183	так чтобы	1	2
184	всего сказанного	1	2
185	очень мало	1	2
186	не могут	2	2
187	в области	3	2
188	не есть	2	2
189	на это	1	2
190	на вопрос	1	2
191	и этим	2	2
192	с самого	4	2
193	приводит к	1	2
194	еще в	1	2
195	с чего	1	2
196	с ним	2	2
197	ничего не	1	2
198	в глубине	1	2
199	о нем	1	2
200	но мы	4	2
201	нас в	1	2
202	этот момент	1	2
203	в конечном	3	2
204	во всей	2	2
205	и только	9	2
206	здесь в	1	2
207	в свете	1	2
208	и она	3	2
209	это приводит	1	2
210	но так	1	2
211	сделать это	2	2
212	образов и	2	2
213	тот же	1	2
214	к делу	1	2
215	дело с	1	2
216	но этим	1	2
217	отказ от	1	2
218	себя в	1	2
219	для всех	4	2
220	то и	1	2
221	ни было	2	2
222	оно в	1	2
223	это значение	1	2
224	здесь же	2	2
225	его и	1	2
226	пока не	1	2
227	вовсе не	1	2
228	как раз	1	2
229	со стороны	1	2
230	даже не	3	2
231	которые можно	1	2
232	с ней	1	2
233	а с	1	2
234	что не	2	2
235	говорит о	1	2
236	в некоторых	1	2
237	связано с	1	2
238	на этот	1	2
239	не на	2	2
240	основной вопрос	1	2
241	зависит от	1	2
242	смерти но	2	2
243	уже у	1	2
244	конечно не	6	2
245	как бы	5	2
246	некоторое время	1	2
247	именно так	1	2
248	в основном	3	2
249	и часто	1	2
250	лучше всего	1	2
251	не существует	2	2
252	которые на	1	2
253	не дает	1	2
254	между ними	3	2
255	в рамках	1	2
256	в точности	1	2
257	в частности	2	2
258	это было	1	2
259	к этому	2	2
260	можно назвать	2	2
261	но вернемся	1	1
262	все остальное	1	1
263	и то	1	1
264	на самом	4	1
265	он может	1	1
266	тех же	3	1
267	это и	1	1
268	жизни мы	1	1
269	и есть	3	1
270	ту же	2	1
271	и чрезвычайно	1	1
272	те же	3	1
273	едва ли	3	1
274	и этот	2	1
275	в году	1	1
276	но должны	1	1
277	мы уже	2	1
278	его не	1	1
279	к нашей	1	1
280	из всего	1	1
281	та же	1	1
282	память о	1	1
283	свою работу	1	1
284	говорить о	2	1
285	но даже	1	1
286	же что	1	1
287	весь остальной	1	1
288	об их	1	1
289	он был	1	1
290	иное как	1	1
291	утверждение что	1	1
292	оно совершенно	1	1
293	совсем не	2	1
294	но как	2	1
295	вступают в	1	1
296	иногда и	1	1
297	отнюдь не	4	1
298	первый этап	1	1
299	дает нам	1	1
300	как нам	1	1
301	в полном	1	1
302	и к	6	1
303	этой цели	1	1
304	в этот	2	1
305	уходить на	1	1
306	ступени развития	1	1
307	образом и	1	1
308	в нашем	1	1
309	из этих	2	1
310	в буржуазной	1	1
311	но ведь	2	1
312	такой работе	1	1
313	а просто	1	1
314	и еще	1	1
315	и социальной	1	1
316	в мифах	1	1
317	каком отношении	1	1
318	подобно тому	1	1
319	и говорить	2	1
320	мы говорили	1	1
321	целиком во	1	1
322	на всю	1	1
323	главным образом	1	1
324	матери или	1	1
325	связанных с	2	1
326	часто мы	1	1
327	времени и	1	1
328	или наконец	1	1
329	этом смысле	3	1
330	за ней	1	1
331	еще одно	1	1
332	в жизни	2	1
333	кажется что	2	1
334	по всему	2	1
335	для достижения	1	1
336	в них	2	1
337	и вся	2	1
338	между собою	2	1
339	легче всего	1	1
340	в эту	1	1
341	искать в	1	1
342	в своей	2	1
343	а наоборот	1	1
